iso3,asset,year,value
IRL,N117G,2014,12377549000.0
IRL,N11G,2014,40503541000.0
IRL,N112G,2014,9007813000.0
IRL,N11G,2014,39822766000.0
IRL,N117G,2014,12154631000.0
IRL,N112G,2015,9648033000.0
IRL,N117G,2015,34188328000.0
IRL,N11G,2015,66114604000.00001
IRL,N112G,2015,10194087000.0
IRL,N11G,2015,63019989000.0
IRL,N117G,2015,36242749000.0
IRL,N111G,2016,4885856000.0
IRL,N112G,2016,10801543000.0
IRL,N111G,2016,4688813000.0
IRL,N117G,2016,57125660000.0
IRL,N11G,2016,94123370000.0
IRL,N112G,2016,11480432000.0
IRL,N11G,2016,92504666000.0
IRL,N117G,2016,58009673000.0
IRL,N111G,2017,6144675000.0
IRL,N112G,2017,12219144000.0
IRL,N111G,2017,5942198000.0
IRL,N117G,2017,57516727000.0
IRL,N11G,2017,100143232000.0
IRL,N112G,2017,12969103000.0
IRL,N11G,2017,97628599000.0
IRL,N117G,2017,58810888000.0
IRL,N111G,2018,7846815000.0
IRL,N112G,2018,13711194000.0
IRL,N111G,2018,7376443000.0
IRL,N117G,2018,43558045000.0
IRL,N11G,2018,93499235000.0
IRL,N112G,2018,14748884000.0
IRL,N11G,2018,91044259000.0
IRL,N117G,2018,44411369000.0
IRL,N111G,2019,8008024000.0
IRL,N112G,2019,15906877000.0
IRL,N111G,2019,7879430000.0
IRL,N117G,2019,136981600000.0
IRL,N11G,2019,193555184000.0
IRL,N112G,2019,16950016000.0
IRL,N11G,2019,186698273000.0
IRL,N117G,2019,142662643000.0
IRL,N111G,2020,7722989000.0
IRL,N112G,2020,14993657000.0
IRL,N111G,2020,7402850000.0
IRL,N1131G,2020,12294139000.0
IRL,N1131G,2020,12427693000.0
IRL,N117G,2020,121376980000.0
IRL,N11MG,2020,17772500000.0
IRL,N11MG,2020,17896273000.0
IRL,N11G,2020,157987038000.0
IRL,N112G,2020,15428790000.0
IRL,N11G,2020,161677464000.0
IRL,N117G,2020,117053339000.0
IRL,N1131G,2021,13900513000.0
IRL,N117G,2021,51385903000.0
IRL,N1131G,2021,13584016000.0
IRL,N1132G,2021,2830494000.0
IRL,N11MG,2021,20562676000.0
IRL,N111G,2021,10293220000.0
IRL,N112G,2021,14555879000.0
IRL,N111G,2021,9447247000.0
IRL,N11MG,2021,20369623000.0
IRL,N11G,2021,95784614000.0
IRL,N117G,2021,51991273000.0
IRL,N11G,2021,99006923000.0
IRL,N1132G,2021,2553400000.0
IRL,N112G,2021,16131488000.0
IRL,N1131G,2022,17036460000.0
IRL,N117G,2022,49886576000.0
IRL,N1131G,2022,16254782000.0
IRL,N1132G,2022,2623615000.0
IRL,N11MG,2022,26652952000.0
IRL,N111G,2022,14426533000.0
IRL,N112G,2022,14980997000.0
IRL,N111G,2022,12203813000.0
IRL,N11MG,2022,25584640000.0
IRL,N11G,2022,102626533000.0
IRL,N117G,2022,52379035000.0
IRL,N11G,2022,110306035000.0
IRL,N1132G,2022,2414880000.0
IRL,N112G,2022,16879976999.999998
IRL,N117G,2023,57679352000.0
IRL,N11G,2023,118231124000.0
IRL,N1132G,2023,2654341000.0
IRL,N112G,2023,15726911000.0
IRL,N1131G,2023,18458838000.0
IRL,N11MG,2023,28149844000.0
IRL,N111G,2023,16723651000.000002
IRL,N11G,2023,113393007000.0
IRL,N11MG,2023,26670624000.0
IRL,N117G,2023,55762508000.0
IRL,N1131G,2023,17310143000.0
IRL,N1132G,2023,2644895000.0
IRL,N112G,2023,14976911000.0
IRL,N111G,2023,16034969000.0
EST,N112G,1995,306677000.0
EST,N111G,1995,74506000.0
EST,N117G,1996,26498000.0
EST,N11MG,1998,782965000.0
EST,N117G,2000,55784000.0
EST,N11MG,2001,896570000.0
EST,N117G,2003,92488000.0
EST,N1132G,2004,194534000.0
EST,N1132G,2005,199746000.0
EST,N11G,2006,4993406000.0
EST,N1132G,2008,285850000.0
EST,N1131G,2009,213859000.0
EST,N1132G,2010,235485000.0
EST,N11MG,2013,1907131000.0
EST,N111G,2013,604997000.0
EST,N1132G,2013,329513000.0
EST,N1131G,2013,684079000.0
EST,N1132G,2016,329984000.0
EST,N1132G,2017,321369000.0
EST,N111G,2018,1126025000.0
EST,N112G,2019,2826330000.0
EST,N112G,2020,2667466000.0
EST,N11MG,2020,2228337000.0
EST,N11G,2020,8685235000.0
EST,N11MG,2020,2166923000.0
EST,N1132G,2020,367900000.0
EST,N111G,2020,1474036000.0
EST,N112G,2020,2563194000.0
EST,N111G,2020,1544458000.0
EST,N1131G,2020,763027000.0
EST,N1132G,2020,386414000.0
EST,N11G,2020,8935742000.0
EST,N117G,2020,2472136000.0
EST,N1131G,2020,842744000.0
EST,N117G,2020,2458799000.0
EST,N112G,2021,2848479000.0
EST,N117G,2021,2013613000.0
EST,N1131G,2021,744306000.0
EST,N117G,2021,1950626000.0
EST,N111G,2021,1421473000.0
EST,N1131G,2021,768452000.0
EST,N1132G,2021,219842000.0
EST,N11G,2021,8708843000.0
EST,N11MG,2021,2482079000.0
EST,N11MG,2021,2422363000.0
EST,N11G,2021,9028958000.0
EST,N112G,2021,3070797000.0
EST,N1132G,2021,219218000.0
EST,N111G,2021,1518329000.0
EST,N112G,2022,2974321000.0
EST,N117G,2022,1208395000.0
EST,N1131G,2022,746574000.0
EST,N117G,2022,1327875000.0
EST,N111G,2022,1591701000.0
EST,N1131G,2022,828790000.0
EST,N1132G,2022,362648000.0
EST,N11G,2022,8277314000.0
EST,N11MG,2022,2811197000.0
EST,N11MG,2022,2494430000.0
EST,N11G,2022,9379043000.0
EST,N112G,2022,3406009000.0
EST,N1132G,2022,314778000.0
EST,N111G,2022,1822611000.0
EST,N117G,2023,1361365000.0
EST,N1131G,2023,815047000.0
EST,N117G,2023,1356898000.0
EST,N1132G,2023,502509000.0
EST,N11G,2023,10088607000.0
EST,N1131G,2023,859336000.0
EST,N111G,2023,1977449000.0
EST,N11MG,2023,3341362000.0
EST,N11MG,2023,3138090000.0
EST,N11G,2023,10656431000.0
EST,N112G,2023,3757916000.0
EST,N111G,2023,2173092000.0
EST,N1132G,2023,488642000.0
EST,N112G,2023,3587593000.0
SVK,N11G,2020,18089398000.0
SVK,N11MG,2020,7100386000.0
SVK,N11G,2020,18215579000.0
SVK,N11MG,2020,7018906000.0
SVK,N112G,2021,5074882000.0
SVK,N11MG,2021,7644319000.0
SVK,N11G,2021,18853689000.0
SVK,N117G,2021,1957134000.0
SVK,N11G,2021,19266529000.0
SVK,N112G,2021,5313032000.0
SVK,N11MG,2021,7602695000.0
SVK,N117G,2021,1970909000.0
SVK,N112G,2022,5594584000.0
SVK,N11MG,2022,7905864000.0
SVK,N1131G,2022,2410832000.0
SVK,N1131G,2022,2537776000.0
SVK,N1132G,2022,739963000.0
SVK,N111G,2022,4301207000.0
SVK,N11G,2022,20361922000.0
SVK,N1132G,2022,778020000.0
SVK,N117G,2022,2241123000.0
SVK,N11G,2022,22357546000.0
SVK,N112G,2022,6356513000.0
SVK,N11MG,2022,8541906000.000001
SVK,N111G,2022,4847783000.0
SVK,N117G,2022,2223919000.0
SVK,N117G,2023,2222231000.0
SVK,N11G,2023,26975925000.0
SVK,N112G,2023,8222451999.999999
SVK,N11MG,2023,11169231000.0
SVK,N111G,2023,4530314000.0
SVK,N117G,2023,2549795000.0
SVK,N112G,2023,7483151000.0
SVK,N11MG,2023,10382586000.0
SVK,N111G,2023,4142455000.0
SVK,N1132G,2023,918582000.0
SVK,N1131G,2023,3013897000.0
SVK,N1131G,2023,3178155000.0
SVK,N1132G,2023,944355000.0
SVK,N11G,2023,24725833000.0
FIN,N111G,2023,15607000000.0
FIN,N112G,2023,18687000000.0
FIN,N11G,2023,58953000000.0
FIN,N11MG,2023,14164000000.0
FIN,N1132G,2023,1133000000.0
FIN,N111G,2023,16656000000.0
FIN,N11MG,2023,14743000000.0
FIN,N11G,2023,61815000000.0
FIN,N1132G,2023,1143000000.0
FIN,N1131G,2023,2586000000.0
FIN,N117G,2023,11254000000.0
FIN,N112G,2023,17897000000.0
FIN,N1131G,2023,2684000000.0
FIN,N117G,2023,11696000000.0
NLD,N117G,1996,10806000000.0
NLD,N1131G,1996,5804000000.0
NLD,N11G,1996,73619000000.0
NLD,N1132G,1996,4196000000.0
NLD,N11MG,1996,25747000000.0
NLD,N112G,1996,18603000000.0
NLD,N111G,1996,18103000000.0
NLD,N117G,1997,11725000000.0
NLD,N1131G,1997,5706000000.0
NLD,N11G,1997,78847000000.0
NLD,N1132G,1997,3748000000.0
NLD,N11MG,1997,27670000000.0
NLD,N112G,1997,18827000000.0
NLD,N111G,1997,19963000000.0
NLD,N117G,1998,13666000000.0
NLD,N1131G,1998,6376000000.0
NLD,N11G,1998,85394000000.0
NLD,N1132G,1998,5059000000.0
NLD,N11MG,1998,30266000000.0
NLD,N112G,1998,20394000000.0
NLD,N111G,1998,20826000000.0
NLD,N117G,1999,15108000000.0
NLD,N1131G,1999,7082000000.0
NLD,N11G,1999,94683000000.0
NLD,N11MG,1999,34100000000.0
NLD,N112G,1999,22957000000.0
NLD,N111G,1999,22170000000.0
NLD,N112G,2000,25898000000.0
NLD,N111G,2000,23639000000.0
NLD,N11MG,2000,32606000000.0
NLD,N11G,2000,98396000000.0
NLD,N117G,2000,16041000000.0
NLD,N1131G,2000,7225000000.0
NLD,N117G,2001,17125000000.0
NLD,N11G,2001,103159000000.0
NLD,N1132G,2001,5452000000.0
NLD,N11MG,2001,32126000000.0
NLD,N112G,2001,27664000000.0
NLD,N111G,2001,25989000000.0
NLD,N117G,2002,17224000000.0
NLD,N11G,2002,102388000000.0
NLD,N1132G,2002,4894000000.0
NLD,N11MG,2002,29757000000.0
NLD,N112G,2002,28912000000.0
NLD,N111G,2002,26240000000.0
NLD,N117G,2003,17492000000.0
NLD,N1131G,2003,7122000000.0
NLD,N11G,2003,103834000000.0
NLD,N1132G,2003,5022000000.0
NLD,N11MG,2003,30460000000.0
NLD,N112G,2003,28910000000.0
NLD,N111G,2003,26791000000.0
NLD,N117G,2004,19038000000.0
NLD,N1131G,2004,6840000000.0
NLD,N11G,2004,105713000000.0
NLD,N1132G,2004,4758000000.0
NLD,N11MG,2004,29250000000.0
NLD,N112G,2004,27875000000.0
NLD,N111G,2004,29292000000.0
NLD,N117G,2005,20151000000.0
NLD,N1131G,2005,5944000000.0
NLD,N11G,2005,110807000000.0
NLD,N112G,2005,29393000000.0
NLD,N111G,2005,31942000000.0
NLD,N1132G,2005,5062000000.0
NLD,N11MG,2005,29098000000.0
NLD,N117G,2006,21727000000.0
NLD,N1131G,2006,7326000000.0
NLD,N11G,2006,120139000000.0
NLD,N112G,2006,31314000000.0
NLD,N111G,2006,34701000000.0
NLD,N1132G,2006,5135000000.0
NLD,N11MG,2006,32206000000.0
NLD,N117G,2007,32352000000.0
NLD,N1131G,2007,7891000000.0
NLD,N11G,2007,140853000000.0
NLD,N11MG,2007,35163000000.0
NLD,N1132G,2007,5421000000.0
NLD,N112G,2007,35154000000.0
NLD,N111G,2007,37888000000.0
NLD,N117G,2008,24105000000.0
NLD,N1131G,2008,8810000000.0
NLD,N11G,2008,139670000000.0
NLD,N112G,2008,37863000000.0
NLD,N111G,2008,38973000000.0
NLD,N11MG,2008,38474000000.0
NLD,N1132G,2008,5576000000.0
NLD,N117G,2009,24676000000.0
NLD,N1131G,2009,5997000000.0
NLD,N11G,2009,130618000000.0
NLD,N112G,2009,38168000000.0
NLD,N111G,2009,34149000000.0
NLD,N11MG,2009,33359000000.0
NLD,N1132G,2009,5337000000.0
NLD,N117G,2010,25829000000.0
NLD,N1131G,2010,5971000000.0
NLD,N11G,2010,123198000000.0
NLD,N112G,2010,36080000000.0
NLD,N111G,2010,29558000000.0
NLD,N11MG,2010,31476000000.0
NLD,N1132G,2010,4942000000.0
NLD,N117G,2011,26791000000.0
NLD,N1131G,2011,8407000000.0
NLD,N11G,2011,131867000000.0
NLD,N11MG,2011,37669000000.0
NLD,N1132G,2011,5538000000.0
NLD,N112G,2011,38253000000.0
NLD,N111G,2011,28949000000.0
NLD,N117G,2012,27003000000.0
NLD,N1131G,2012,8460000000.0
NLD,N11G,2012,122577000000.0
NLD,N11MG,2012,35711000000.0
NLD,N1132G,2012,5394000000.0
NLD,N112G,2012,35366000000.0
NLD,N111G,2012,24228000000.0
NLD,N117G,2013,30923000000.0
NLD,N1131G,2013,7276000000.0
NLD,N11G,2013,120453000000.0
NLD,N11MG,2013,33614000000.0
NLD,N1132G,2013,5306000000.0
NLD,N112G,2013,34937000000.0
NLD,N111G,2013,20649000000.0
NLD,N117G,2014,27416000000.0
NLD,N1131G,2014,6492000000.0
NLD,N11G,2014,118200000000.0
NLD,N11MG,2014,33949000000.0
NLD,N1132G,2014,5321000000.0
NLD,N112G,2014,34878000000.0
NLD,N111G,2014,21627000000.0
NLD,N117G,2015,51176000000.0
NLD,N1131G,2015,10383000000.0
NLD,N11G,2015,152335000000.0
NLD,N11MG,2015,38525000000.0
NLD,N1132G,2015,5461000000.0
NLD,N112G,2015,37008000000.0
NLD,N111G,2015,25203000000.0
NLD,N117G,2016,30666000000.0
NLD,N1131G,2016,11709000000.0
NLD,N11G,2016,138622000000.0
NLD,N11MG,2016,39282000000.0
NLD,N1132G,2016,5172000000.0
NLD,N112G,2016,37582000000.0
NLD,N111G,2016,30628000000.0
NLD,N117G,2017,31528000000.0
NLD,N1131G,2017,14292000000.0
NLD,N11G,2017,147349000000.0
NLD,N11MG,2017,43330000000.0
NLD,N1132G,2017,5216000000.0
NLD,N112G,2017,37830000000.0
NLD,N111G,2017,34444000000.0
NLD,N117G,2018,31618000000.0
NLD,N1131G,2018,12598000000.0
NLD,N11G,2018,152984000000.0
NLD,N11MG,2018,43434000000.0
NLD,N1132G,2018,5345000000.0
NLD,N112G,2018,40124000000.0
NLD,N111G,2018,37735000000.0
NLD,N117G,2019,33909000000.0
NLD,N1131G,2019,16313000000.0
NLD,N11G,2019,168623000000.0
NLD,N11MG,2019,49558000000.0
NLD,N1132G,2019,6701000000.0
NLD,N112G,2019,43916000000.0
NLD,N111G,2019,41021000000.0
NLD,N117G,2020,34865000000.0
NLD,N1131G,2020,10419000000.0
NLD,N11G,2020,169074000000.0
NLD,N11MG,2020,45608000000.0
NLD,N1132G,2020,6919000000.0
NLD,N112G,2020,45409000000.0
NLD,N111G,2020,42865000000.0
NLD,N11G,2021,177928000000.0
NLD,N117G,2021,36439000000.0
NLD,N1131G,2021,10350000000.0
NLD,N112G,2021,46759000000.0
NLD,N111G,2021,47871000000.0
NLD,N11MG,2021,46562000000.0
NLD,N1132G,2021,6672000000.0
NLD,N11G,2022,190716000000.0
NLD,N117G,2022,38935000000.0
NLD,N1131G,2022,10161000000.0
NLD,N112G,2022,49557000000.0
NLD,N111G,2022,51075000000.0
NLD,N11MG,2022,50802000000.0
NLD,N1132G,2022,7435000000.0
NLD,N11MG,1995,23283000000.0
NLD,N117G,1995,9907000000.0
NLD,N11G,1995,69001000000.0
NLD,N111G,1995,17403000000.0
NLD,N112G,1995,18077000000.0
NLD,N1131G,1995,5719000000.0
NLD,N1132G,1995,2855000000.0
NLD,N1132G,1996,3400000000.0
NLD,N11MG,1996,25111000000.0
NLD,N117G,1996,10961000000.0
NLD,N11G,1996,74334000000.0
NLD,N111G,1996,18855000000.0
NLD,N112G,1996,19108000000.0
NLD,N1131G,1996,5851000000.0
NLD,N1132G,1997,3649000000.0
NLD,N11MG,1997,27738000000.0
NLD,N117G,1997,11811000000.0
NLD,N11G,1997,80036000000.0
NLD,N111G,1997,20551000000.0
NLD,N112G,1997,19232000000.0
NLD,N1131G,1997,5645000000.0
NLD,N1132G,1998,4032000000.0
NLD,N11MG,1998,29524000000.0
NLD,N117G,1998,13826000000.0
NLD,N11G,1998,86100000000.0
NLD,N111G,1998,21573000000.0
NLD,N112G,1998,20932000000.0
NLD,N1131G,1998,6459000000.0
NLD,N11MG,1999,33290000000.0
NLD,N117G,1999,15498000000.0
NLD,N11G,1999,96071000000.0
NLD,N111G,1999,23327000000.0
NLD,N112G,1999,23624000000.0
NLD,N1131G,1999,7075000000.0
NLD,N1131G,2000,7424000000.0
NLD,N11G,2000,101869000000.0
NLD,N111G,2000,25245000000.0
NLD,N112G,2000,27175000000.0
NLD,N117G,2000,16551000000.0
NLD,N11MG,2000,32668000000.0
NLD,N1132G,2001,4681000000.0
NLD,N117G,2001,17699000000.0
NLD,N11MG,2001,31721000000.0
NLD,N11G,2001,106692000000.0
NLD,N111G,2001,27819000000.0
NLD,N112G,2001,29195000000.0
NLD,N1132G,2002,4270000000.0
NLD,N117G,2002,17695000000.0
NLD,N11MG,2002,29724000000.0
NLD,N1131G,2002,6143000000.0
NLD,N11G,2002,105682000000.0
NLD,N111G,2002,27892000000.0
NLD,N112G,2002,30123000000.0
NLD,N1132G,2003,4486000000.0
NLD,N117G,2003,17786000000.0
NLD,N11MG,2003,30018000000.0
NLD,N1131G,2003,7169000000.0
NLD,N11G,2003,105638000000.0
NLD,N111G,2003,27998000000.0
NLD,N112G,2003,29639000000.0
NLD,N1132G,2004,4437000000.0
NLD,N117G,2004,19229000000.0
NLD,N11MG,2004,29297000000.0
NLD,N1131G,2004,6950000000.0
NLD,N11G,2004,107266000000.0
NLD,N111G,2004,30214000000.0
NLD,N112G,2004,28267000000.0
NLD,N1132G,2005,4576000000.0
NLD,N11G,2005,112352000000.0
NLD,N111G,2005,32778000000.0
NLD,N112G,2005,29880000000.0
NLD,N1131G,2005,6071000000.0
NLD,N117G,2005,20463000000.0
NLD,N11MG,2005,29006000000.0
NLD,N1132G,2006,4677000000.0
NLD,N11G,2006,122832000000.0
NLD,N111G,2006,36050000000.0
NLD,N112G,2006,32227000000.0
NLD,N1131G,2006,7408000000.0
NLD,N117G,2006,22237000000.0
NLD,N11MG,2006,32120000000.0
NLD,N1132G,2007,5099000000.0
NLD,N117G,2007,33400000000.0
NLD,N11MG,2007,35397000000.0
NLD,N111G,2007,38661000000.0
NLD,N112G,2007,36123000000.0
NLD,N11G,2007,143885000000.0
NLD,N1132G,2008,5098000000.0
NLD,N1131G,2008,8817000000.0
NLD,N111G,2008,40052000000.0
NLD,N112G,2008,39337000000.0
NLD,N11G,2008,142837000000.0
NLD,N117G,2008,24513000000.0
NLD,N11MG,2008,38684000000.0
NLD,N1132G,2009,4989000000.0
NLD,N1131G,2009,6183000000.0
NLD,N111G,2009,35168000000.0
NLD,N112G,2009,39009000000.0
NLD,N11G,2009,132856000000.0
NLD,N117G,2009,24794000000.0
NLD,N11MG,2009,33619000000.0
NLD,N1132G,2010,4806000000.0
NLD,N1131G,2010,6006000000.0
NLD,N111G,2010,29874000000.0
NLD,N112G,2010,36856000000.0
NLD,N11G,2010,125004000000.0
NLD,N117G,2010,26269000000.0
NLD,N11MG,2010,31746000000.0
NLD,N1132G,2011,5270000000.0
NLD,N117G,2011,26597000000.0
NLD,N11MG,2011,37587000000.0
NLD,N1131G,2011,8308000000.0
NLD,N111G,2011,27658000000.0
NLD,N112G,2011,38711000000.0
NLD,N11G,2011,130753000000.0
NLD,N1132G,2012,5278000000.0
NLD,N117G,2012,27002000000.0
NLD,N11MG,2012,36245000000.0
NLD,N1131G,2012,8579000000.0
NLD,N111G,2012,23421000000.0
NLD,N112G,2012,35449000000.0
NLD,N11G,2012,122368000000.0
NLD,N1132G,2013,5256000000.0
NLD,N117G,2013,31372000000.0
NLD,N11MG,2013,33782000000.0
NLD,N1131G,2013,7328000000.0
NLD,N111G,2013,20278000000.0
NLD,N112G,2013,35380000000.0
NLD,N11G,2013,121128000000.0
NLD,N1132G,2014,5253000000.0
NLD,N117G,2014,27512000000.0
NLD,N11MG,2014,34090000000.0
NLD,N1131G,2014,6491000000.0
NLD,N111G,2014,21052000000.0
NLD,N112G,2014,35026000000.0
NLD,N11G,2014,118012000000.0
NLD,N1132G,2015,5247000000.0
NLD,N117G,2015,51508000000.0
NLD,N11MG,2015,39400000000.0
NLD,N1131G,2015,10684000000.0
NLD,N111G,2015,24578000000.0
NLD,N112G,2015,36542000000.0
NLD,N11G,2015,152468000000.0
NLD,N1132G,2016,5019000000.0
NLD,N117G,2016,30747000000.0
NLD,N11MG,2016,39457000000.0
NLD,N1131G,2016,11890000000.0
NLD,N111G,2016,30573000000.0
NLD,N112G,2016,37734000000.0
NLD,N11G,2016,138952000000.0
NLD,N1132G,2017,5159000000.0
NLD,N117G,2017,31785000000.0
NLD,N11MG,2017,43447000000.0
NLD,N1131G,2017,14375000000.0
NLD,N111G,2017,34596000000.0
NLD,N112G,2017,38357000000.0
NLD,N11G,2017,148357000000.0
NLD,N1132G,2018,5339000000.0
NLD,N117G,2018,32447000000.0
NLD,N11MG,2018,43950000000.0
NLD,N1131G,2018,12835000000.0
NLD,N111G,2018,39548000000.0
NLD,N112G,2018,41019000000.0
NLD,N11G,2018,157069000000.0
NLD,N1132G,2019,6464000000.0
NLD,N117G,2019,34826000000.0
NLD,N11MG,2019,50436000000.0
NLD,N1131G,2019,16795000000.0
NLD,N111G,2019,43041000000.0
NLD,N112G,2019,44991000000.0
NLD,N11G,2019,173484000000.0
NLD,N1132G,2020,6747000000.0
NLD,N117G,2020,35655000000.0
NLD,N11MG,2020,45884000000.0
NLD,N1131G,2020,10758000000.0
NLD,N111G,2020,45220000000.0
NLD,N112G,2020,46611000000.0
NLD,N11G,2020,173694000000.0
NLD,N1132G,2021,6745000000.0
NLD,N1131G,2021,10589000000.0
NLD,N111G,2021,50510000000.0
NLD,N112G,2021,48521000000.0
NLD,N11G,2021,184425000000.0
NLD,N117G,2021,37593000000.0
NLD,N11MG,2021,47499000000.0
NLD,N1132G,2022,7787000000.0
NLD,N1131G,2022,10826000000.0
NLD,N111G,2022,54753000000.0
NLD,N112G,2022,52629000000.0
NLD,N11G,2022,203422000000.0
NLD,N117G,2022,40711000000.0
NLD,N11MG,2022,54980000000.0
FRA,N117G,1970,2714000000.0
FRA,N11G,1970,31052000000.0
FRA,N111G,1970,10684000000.0
FRA,N112G,1970,9272000000.0
FRA,N117G,1971,3084000000.0
FRA,N11G,1971,34749000000.0
FRA,N111G,1971,11671000000.0
FRA,N112G,1971,9950000000.0
FRA,N117G,1972,3442000000.0
FRA,N11G,1972,38719000000.0
FRA,N111G,1972,13234000000.0
FRA,N112G,1972,11006000000.0
FRA,N117G,1973,3704000000.0
FRA,N11G,1973,43777000000.0
FRA,N111G,1973,15344000000.0
FRA,N112G,1973,12127000000.0
FRA,N117G,1974,4140000000.0
FRA,N11G,1974,48526000000.0
FRA,N111G,1974,17646000000.0
FRA,N112G,1974,13533000000.0
FRA,N112G,1975,15450000000.0
FRA,N111G,1975,19164000000.0
FRA,N11G,1975,53650000000.0
FRA,N117G,1975,4855000000.0
FRA,N112G,1976,17793000000.0
FRA,N117G,1976,5620000000.0
FRA,N111G,1976,21485000000.0
FRA,N11G,1976,61664000000.0
FRA,N112G,1977,19575000000.0
FRA,N111G,1977,23764000000.0
FRA,N11G,1977,68115000000.0
FRA,N117G,1977,6421000000.0
FRA,N112G,1978,21572000000.0
FRA,N11MG,1978,19865000000.0
FRA,N117G,1978,7320000000.0
FRA,N1131G,1978,5315000000.0
FRA,N111G,1978,27297000000.0
FRA,N1132G,1978,1105000000.0
FRA,N11G,1978,76462000000.0
FRA,N112G,1979,23816000000.0
FRA,N11MG,1979,22378000000.0
FRA,N111G,1979,30215000000.0
FRA,N1132G,1979,1281000000.0
FRA,N11G,1979,85339000000.0
FRA,N117G,1979,8438000000.0
FRA,N1131G,1979,5675000000.0
FRA,N112G,1980,27076000000.0
FRA,N11MG,1980,26026000000.0
FRA,N117G,1980,9746000000.0
FRA,N1131G,1980,6644000000.0
FRA,N111G,1980,33685000000.0
FRA,N1132G,1980,1471000000.0
FRA,N11G,1980,97155000000.0
FRA,N112G,1981,30800000000.0
FRA,N11MG,1981,29169000000.0
FRA,N111G,1981,37506000000.0
FRA,N11G,1981,109673000000.0
FRA,N1132G,1981,1634000000.0
FRA,N117G,1981,11649000000.0
FRA,N1131G,1981,7426000000.0
FRA,N112G,1982,34601000000.0
FRA,N11MG,1982,33264000000.0
FRA,N117G,1982,13846000000.0
FRA,N1131G,1982,8620000000.0
FRA,N111G,1982,38957000000.0
FRA,N11G,1982,121388000000.0
FRA,N1132G,1982,1879000000.0
FRA,N112G,1983,37044000000.0
FRA,N11MG,1983,36239000000.0
FRA,N111G,1983,42035000000.0
FRA,N11G,1983,132189000000.0
FRA,N1132G,1983,2225000000.0
FRA,N117G,1983,16099000000.0
FRA,N1131G,1983,9149000000.0
FRA,N112G,1984,39316000000.0
FRA,N11MG,1984,38772000000.0
FRA,N117G,1984,18717000000.0
FRA,N1131G,1984,9215000000.0
FRA,N111G,1984,43832000000.0
FRA,N11G,1984,141209000000.0
FRA,N1132G,1984,2691000000.0
FRA,N112G,1985,42273000000.0
FRA,N11MG,1985,43465000000.0
FRA,N111G,1985,45269000000.0
FRA,N11G,1985,153147000000.0
FRA,N1132G,1985,3082000000.0
FRA,N117G,1985,21401000000.0
FRA,N1131G,1985,10036000000.0
FRA,N11G,1986,166136000000.0
FRA,N1132G,1986,3722000000.0
FRA,N111G,1986,47953000000.0
FRA,N117G,1986,23485000000.0
FRA,N1131G,1986,10768000000.0
FRA,N112G,1986,46832000000.0
FRA,N11MG,1986,47269000000.0
FRA,N11G,1987,180650000000.0
FRA,N1132G,1987,4037000000.0
FRA,N111G,1987,51106000000.0
FRA,N117G,1987,25871000000.0
FRA,N1131G,1987,12343000000.0
FRA,N112G,1987,50825000000.0
FRA,N11MG,1987,52194000000.0
FRA,N11G,1988,201830000000.0
FRA,N1132G,1988,4547000000.0
FRA,N111G,1988,55765000000.0
FRA,N117G,1988,28224000000.0
FRA,N1131G,1988,14453000000.0
FRA,N112G,1988,58434000000.0
FRA,N11MG,1988,58613000000.0
FRA,N11G,1989,222778000000.0
FRA,N1132G,1989,4837000000.0
FRA,N111G,1989,61643000000.0
FRA,N117G,1989,31586000000.0
FRA,N1131G,1989,16552000000.0
FRA,N112G,1989,64252000000.0
FRA,N11MG,1989,64495000000.0
FRA,N11MG,1990,69843000000.0
FRA,N112G,1990,69549000000.0
FRA,N111G,1990,62556000000.0
FRA,N1132G,1990,5339000000.0
FRA,N11G,1990,239051000000.0
FRA,N1131G,1990,17704000000.0
FRA,N117G,1990,35843000000.0
FRA,N1132G,1991,5376000000.0
FRA,N11G,1991,242838000000.0
FRA,N111G,1991,61798000000.0
FRA,N1131G,1991,18352000000.0
FRA,N117G,1991,35465000000.0
FRA,N112G,1991,74586000000.0
FRA,N11MG,1991,70135000000.0
FRA,N1131G,1992,18183000000.0
FRA,N117G,1992,38928000000.0
FRA,N1132G,1992,5048000000.0
FRA,N11G,1992,245473000000.0
FRA,N111G,1992,62857000000.0
FRA,N112G,1992,74528000000.0
FRA,N11MG,1992,68300000000.0
FRA,N111G,1993,61677000000.0
FRA,N1132G,1993,5030000000.0
FRA,N11G,1993,231943000000.0
FRA,N117G,1993,38833000000.0
FRA,N1131G,1993,16260000000.0
FRA,N11MG,1993,62977000000.0
FRA,N112G,1993,67698000000.0
FRA,N117G,1994,39879000000.0
FRA,N1131G,1994,16860000000.0
FRA,N111G,1994,64411000000.0
FRA,N1132G,1994,4906000000.0
FRA,N11G,1994,235467000000.0
FRA,N11MG,1994,64862000000.0
FRA,N112G,1994,65544000000.0
FRA,N1132G,1995,5442000000.0
FRA,N11G,1995,239348000000.0
FRA,N111G,1995,65075000000.0
FRA,N1131G,1995,18130000000.0
FRA,N117G,1995,40732000000.0
FRA,N112G,1995,64954000000.0
FRA,N11MG,1995,67686000000.0
FRA,N112G,1996,64369000000.0
FRA,N11MG,1996,68688000000.0
FRA,N111G,1996,63984000000.0
