state,county,county_key,year,has_r1,violent_crime,murder,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,first_r1_year,trend,r1_trend
TN,Crockett,TN_Crockett,2015,0,38,0,2,34,127,49,59,19,,1,0
TN,Crockett,TN_Crockett,2017,0,36,0,2,34,100,30,61,9,,3,0
TN,Crockett,TN_Crockett,2018,0,18,0,1,15,77,21,38,18,,4,0
TN,Crockett,TN_Crockett,2019,0,29,0,1,28,106,35,57,14,,5,0
TN,Cumberland,TN_Cumberland,2014,0,101,2,3,91,1079,388,578,113,,0,0
TN,Cumberland,TN_Cumberland,2015,0,81,1,3,76,679,217,388,74,,1,0
TN,Cumberland,TN_Cumberland,2017,0,26,0,0,25,719,213,413,93,,3,0
TN,Cumberland,TN_Cumberland,2018,0,38,0,1,35,710,197,423,90,,4,0
TN,Cumberland,TN_Cumberland,2019,0,42,1,4,36,737,198,440,99,,5,0
TN,DeKalb,TN_DeKalb,2014,0,15,0,0,14,190,57,122,11,,0,0
TN,DeKalb,TN_DeKalb,2015,0,25,1,1,23,172,55,103,14,,1,0
TN,DeKalb,TN_DeKalb,2018,0,10,0,0,8,116,20,81,15,,4,0
TN,DeKalb,TN_DeKalb,2019,0,17,1,0,15,117,34,68,15,,5,0
TN,Decatur,TN_Decatur,2014,0,20,0,0,19,190,71,105,14,,0,0
TN,Decatur,TN_Decatur,2015,0,20,0,1,19,137,55,71,11,,1,0
TN,Decatur,TN_Decatur,2017,0,15,0,0,11,120,48,58,14,,3,0
TN,Decatur,TN_Decatur,2018,0,13,1,0,12,124,45,57,22,,4,0
TN,Decatur,TN_Decatur,2019,0,30,0,0,27,100,43,43,14,,5,0
TN,Dickson,TN_Dickson,2014,0,102,0,3,88,422,174,215,33,,0,0
TN,Dickson,TN_Dickson,2015,0,142,0,5,131,529,263,226,40,,1,0
TN,Dickson,TN_Dickson,2017,0,111,1,4,87,455,144,255,56,,3,0
TN,Dickson,TN_Dickson,2018,0,111,0,0,93,421,105,253,63,,4,0
TN,Dickson,TN_Dickson,2019,0,121,0,4,102,334,88,195,51,,5,0
TN,Dyer,TN_Dyer,2014,0,46,0,2,42,270,87,161,22,,0,0
TN,Dyer,TN_Dyer,2015,0,30,0,3,23,298,80,189,29,,1,0
TN,Dyer,TN_Dyer,2017,0,41,0,4,32,290,59,209,22,,3,0
TN,Dyer,TN_Dyer,2018,0,26,1,1,21,231,47,147,37,,4,0
TN,Dyer,TN_Dyer,2019,0,18,0,0,16,184,51,112,21,,5,0
TN,Fayette,TN_Fayette,2014,0,76,0,5,67,339,100,202,37,,0,0
TN,Fayette,TN_Fayette,2015,0,60,1,4,53,308,96,179,33,,1,0
TN,Fayette,TN_Fayette,2018,0,59,1,9,47,251,62,145,44,,4,0
TN,Fayette,TN_Fayette,2019,0,55,1,4,49,209,60,121,28,,5,0
TN,Fentress,TN_Fentress,2014,0,32,1,4,24,319,126,176,17,,0,0
TN,Fentress,TN_Fentress,2015,0,28,1,1,23,235,48,165,22,,1,0
TN,Fentress,TN_Fentress,2017,0,24,1,0,14,164,37,112,15,,3,0
TN,Fentress,TN_Fentress,2018,0,29,0,3,25,200,61,120,19,,4,0
TN,Fentress,TN_Fentress,2019,0,27,1,0,23,189,46,120,23,,5,0
TN,Franklin,TN_Franklin,2017,0,97,0,1,90,245,40,173,32,,3,0
TN,Franklin,TN_Franklin,2018,0,104,0,1,100,297,43,200,54,,4,0
TN,Franklin,TN_Franklin,2019,0,98,3,1,86,238,41,163,34,,5,0
TN,Gibson,TN_Gibson,2014,0,48,0,2,41,255,114,118,23,,0,0
TN,Gibson,TN_Gibson,2015,0,64,2,1,60,253,86,139,28,,1,0
TN,Gibson,TN_Gibson,2017,0,75,0,11,54,224,60,136,28,,3,0
TN,Gibson,TN_Gibson,2018,0,75,0,26,45,227,93,101,33,,4,0
TN,Gibson,TN_Gibson,2019,0,56,2,3,44,160,51,88,21,,5,0
TN,Giles,TN_Giles,2014,0,32,0,1,28,221,90,119,12,,0,0
TN,Giles,TN_Giles,2015,0,36,1,2,23,236,100,126,10,,1,0
TN,Giles,TN_Giles,2017,0,54,1,2,45,241,71,149,21,,3,0
TN,Giles,TN_Giles,2018,0,53,2,2,40,230,54,143,33,,4,0
TN,Giles,TN_Giles,2019,0,51,1,2,41,184,44,114,26,,5,0
TN,Grainger,TN_Grainger,2014,0,24,0,0,22,226,97,112,17,,0,0
TN,Grainger,TN_Grainger,2015,0,34,0,3,28,265,110,136,19,,1,0
TN,Grainger,TN_Grainger,2017,0,42,1,1,33,209,53,130,26,,3,0
TN,Grainger,TN_Grainger,2018,0,38,0,0,32,191,28,131,32,,4,0
TN,Grainger,TN_Grainger,2019,0,43,0,1,39,160,38,104,18,,5,0
TN,Greene,TN_Greene,2014,0,138,2,14,116,804,272,476,56,,0,0
TN,Greene,TN_Greene,2015,0,161,1,5,145,1025,366,539,120,,1,0
TN,Greene,TN_Greene,2017,0,174,1,12,148,980,321,511,148,,3,0
TN,Greene,TN_Greene,2018,0,165,1,9,137,938,249,531,158,,4,0
TN,Greene,TN_Greene,2019,0,168,0,5,155,888,258,487,143,,5,0
TN,Grundy,TN_Grundy,2014,0,31,0,1,28,185,98,59,28,,0,0
TN,Grundy,TN_Grundy,2015,0,55,0,1,52,195,95,68,32,,1,0
TN,Grundy,TN_Grundy,2017,0,95,2,2,86,176,57,82,37,,3,0
TN,Grundy,TN_Grundy,2018,0,92,1,0,83,235,48,143,44,,4,0
TN,Grundy,TN_Grundy,2019,0,77,2,0,68,245,47,149,49,,5,0
TN,Hamblen,TN_Hamblen,2014,0,107,0,8,93,463,143,294,26,,0,0
TN,Hamblen,TN_Hamblen,2015,0,97,1,6,83,434,131,258,45,,1,0
TN,Hamblen,TN_Hamblen,2017,0,111,1,6,95,485,143,282,60,,3,0
TN,Hamblen,TN_Hamblen,2018,0,125,0,10,106,518,130,301,87,,4,0
TN,Hamblen,TN_Hamblen,2019,0,120,1,8,100,462,100,288,74,,5,0
TN,Hamilton,TN_Hamilton,2014,0,281,4,16,227,1686,551,988,147,,0,0
TN,Hamilton,TN_Hamilton,2015,0,262,1,14,208,1576,462,969,145,,1,0
TN,Hamilton,TN_Hamilton,2017,0,282,0,13,238,1606,379,1033,194,,3,0
TN,Hamilton,TN_Hamilton,2018,0,270,4,10,238,1472,315,980,177,,4,0
TN,Hancock,TN_Hancock,2014,0,9,0,0,9,70,19,48,3,,0,0
TN,Hancock,TN_Hancock,2015,0,4,1,0,3,100,24,74,2,,1,0
TN,Hancock,TN_Hancock,2017,0,5,0,0,5,61,3,51,7,,3,0
TN,Hancock,TN_Hancock,2018,0,1,0,0,1,74,1,66,7,,4,0
TN,Hancock,TN_Hancock,2019,0,21,0,0,18,110,24,74,12,,5,0
TN,Hardeman,TN_Hardeman,2014,0,89,0,2,78,297,132,128,37,,0,0
TN,Hardeman,TN_Hardeman,2015,0,72,1,7,56,240,116,97,27,,1,0
TN,Hardeman,TN_Hardeman,2017,0,72,0,1,68,177,71,81,25,,3,0
TN,Hardeman,TN_Hardeman,2018,0,62,0,8,50,209,88,96,25,,4,0
TN,Hardeman,TN_Hardeman,2019,0,46,0,3,41,178,57,92,29,,5,0
TN,Hardin,TN_Hardin,2014,0,58,0,0,53,249,103,120,26,,0,0
TN,Hardin,TN_Hardin,2015,0,50,0,2,43,284,99,147,38,,1,0
TN,Hardin,TN_Hardin,2017,0,57,0,6,44,369,138,178,53,,3,0
TN,Hardin,TN_Hardin,2018,0,27,1,4,21,372,118,190,64,,4,0
TN,Hardin,TN_Hardin,2019,0,35,1,2,28,348,121,181,46,,5,0
TN,Hartsville/Trousdale,TN_Hartsville/Trousdale,2014,0,38,0,1,25,177,23,144,10,,0,0
TN,Hartsville/Trousdale,TN_Hartsville/Trousdale,2015,0,49,0,1,45,171,24,138,9,,1,0
TN,Hartsville/Trousdale,TN_Hartsville/Trousdale,2017,0,50,0,2,46,169,26,133,10,,3,0
TN,Hartsville/Trousdale,TN_Hartsville/Trousdale,2018,0,37,0,3,30,149,52,84,13,,4,0
TN,Hartsville/Trousdale,TN_Hartsville/Trousdale,2019,0,30,0,1,24,142,24,105,13,,5,0
TN,Hawkins,TN_Hawkins,2014,0,90,4,6,71,655,178,432,45,,0,0
TN,Hawkins,TN_Hawkins,2015,0,64,1,1,55,678,196,420,62,,1,0
TN,Hawkins,TN_Hawkins,2017,0,74,1,7,55,594,187,341,66,,3,0
TN,Hawkins,TN_Hawkins,2018,0,61,0,1,54,640,191,361,88,,4,0
TN,Hawkins,TN_Hawkins,2019,0,77,2,2,67,587,163,335,89,,5,0
TN,Haywood,TN_Haywood,2014,0,43,0,2,39,178,59,101,18,,0,0
TN,Haywood,TN_Haywood,2015,0,30,0,4,26,198,71,104,23,,1,0
TN,Haywood,TN_Haywood,2017,0,24,2,2,17,125,38,66,21,,3,0
TN,Haywood,TN_Haywood,2018,0,30,0,1,23,145,61,63,21,,4,0
TN,Haywood,TN_Haywood,2019,0,36,1,1,32,133,47,64,22,,5,0
TN,Henderson,TN_Henderson,2014,0,86,1,3,68,300,121,157,22,,0,0
TN,Henderson,TN_Henderson,2015,0,59,1,2,52,295,129,132,34,,1,0
TN,Henderson,TN_Henderson,2017,0,76,2,2,65,297,98,164,35,,3,0
TN,Henderson,TN_Henderson,2018,0,116,0,1,103,308,116,137,55,,4,0
TN,Henderson,TN_Henderson,2019,0,83,0,2,72,295,87,161,47,,5,0
TN,Henry,TN_Henry,2014,0,55,1,1,49,457,154,251,52,,0,0
TN,Henry,TN_Henry,2015,0,32,1,0,27,382,124,221,37,,1,0
TN,Henry,TN_Henry,2017,0,53,0,1,50,405,160,201,44,,3,0
TN,Henry,TN_Henry,2018,0,55,0,1,48,364,102,221,41,,4,0
TN,Henry,TN_Henry,2019,0,47,0,1,38,298,89,168,41,,5,0
TN,Hickman,TN_Hickman,2014,0,82,0,2,73,336,132,183,21,,0,0
TN,Hickman,TN_Hickman,2015,0,81,2,1,70,370,110,217,43,,1,0
TN,Hickman,TN_Hickman,2017,0,112,1,2,101,416,112,235,69,,3,0
TN,Hickman,TN_Hickman,2018,0,91,3,3,72,314,62,192,60,,4,0
TN,Hickman,TN_Hickman,2019,0,84,0,1,75,394,108,201,85,,5,0
TN,Houston,TN_Houston,2014,0,13,0,1,11,57,25,26,6,,0,0
TN,Houston,TN_Houston,2015,0,23,0,1,22,36,10,26,0,,1,0
TN,Houston,TN_Houston,2017,0,12,0,0,12,42,12,26,4,,3,0
TN,Houston,TN_Houston,2018,0,15,0,0,15,85,22,52,11,,4,0
TN,Houston,TN_Houston,2019,0,23,0,0,23,75,21,48,6,,5,0
TN,Humphreys,TN_Humphreys,2014,0,25,0,2,19,170,59,100,11,,0,0
TN,Humphreys,TN_Humphreys,2015,0,37,0,1,33,165,63,96,6,,1,0
TN,Humphreys,TN_Humphreys,2017,0,35,0,2,29,205,91,98,16,,3,0
TN,Humphreys,TN_Humphreys,2018,0,46,1,0,40,155,60,73,22,,4,0
TN,Humphreys,TN_Humphreys,2019,0,30,0,0,30,93,28,52,13,,5,0
TN,Jackson,TN_Jackson,2014,0,22,0,1,21,165,61,93,11,,0,0
TN,Jackson,TN_Jackson,2015,0,24,0,1,22,115,47,61,7,,1,0
TN,Jackson,TN_Jackson,2017,0,23,0,0,18,98,28,63,7,,3,0
TN,Jackson,TN_Jackson,2018,0,34,4,0,27,102,23,58,21,,4,0
TN,Jackson,TN_Jackson,2019,0,24,1,1,21,83,21,50,12,,5,0
TN,Jefferson,TN_Jefferson,2014,0,76,0,1,62,633,196,403,34,,0,0
TN,Jefferson,TN_Jefferson,2015,0,57,2,4,41,491,165,281,45,,1,0
TN,Jefferson,TN_Jefferson,2017,0,100,0,7,84,602,179,358,65,,3,0
TN,Jefferson,TN_Jefferson,2018,0,90,0,9,69,416,122,247,47,,4,0
TN,Jefferson,TN_Jefferson,2019,0,97,1,0,82,428,135,230,63,,5,0
TN,Johnson,TN_Johnson,2014,0,73,0,1,67,273,101,154,18,,0,0
TN,Johnson,TN_Johnson,2015,0,57,0,1,51,216,84,114,18,,1,0
TN,Johnson,TN_Johnson,2017,0,40,0,1,39,210,64,126,20,,3,0
TN,Johnson,TN_Johnson,2018,0,52,1,1,42,201,48,119,34,,4,0
TN,Johnson,TN_Johnson,2019,0,34,1,2,28,132,41,69,22,,5,0
TN,Knox,TN_Knox,2014,0,534,6,64,427,5442,1295,3760,387,,0,0
TN,Knox,TN_Knox,2015,0,619,0,66,531,5559,1102,4034,423,,1,0
TN,Knox,TN_Knox,2017,0,722,6,63,604,4010,828,2680,502,,3,0
TN,Knox,TN_Knox,2018,0,680,7,43,564,3499,566,2452,481,,4,0
TN,Knox,TN_Knox,2019,0,577,2,30,483,3413,588,2331,494,,5,0
TN,Lake,TN_Lake,2014,0,2,0,2,0,21,5,16,0,,0,0
TN,Lake,TN_Lake,2015,0,4,0,0,1,5,2,2,1,,1,0
TN,Lake,TN_Lake,2017,0,4,0,1,2,23,1,20,2,,3,0
TN,Lake,TN_Lake,2018,0,5,0,0,4,34,7,24,3,,4,0
TN,Lake,TN_Lake,2019,0,4,0,0,3,25,9,12,4,,5,0
TN,Lauderdale,TN_Lauderdale,2014,0,38,0,5,32,298,115,154,29,,0,0
TN,Lauderdale,TN_Lauderdale,2015,0,50,0,3,46,331,101,183,47,,1,0
TN,Lauderdale,TN_Lauderdale,2017,0,61,1,3,53,264,107,131,26,,3,0
TN,Lauderdale,TN_Lauderdale,2018,0,55,1,2,47,249,101,131,17,,4,0
TN,Lauderdale,TN_Lauderdale,2019,0,45,2,1,39,192,68,104,20,,5,0
TN,Lawrence,TN_Lawrence,2014,0,113,1,4,101,404,165,208,31,,0,0
TN,Lawrence,TN_Lawrence,2015,0,54,1,0,46,240,92,126,22,,1,0
TN,Lawrence,TN_Lawrence,2019,0,49,0,1,43,267,97,133,37,,5,0
TN,Lewis,TN_Lewis,2014,0,26,0,0,24,151,36,107,8,,0,0
TN,Lewis,TN_Lewis,2015,0,33,1,1,29,172,47,115,10,,1,0
TN,Lewis,TN_Lewis,2017,0,30,1,1,27,151,32,90,29,,3,0
TN,Lewis,TN_Lewis,2018,0,27,0,0,25,91,36,40,15,,4,0
TN,Lewis,TN_Lewis,2019,0,17,0,0,17,71,24,40,7,,5,0
TN,Lincoln,TN_Lincoln,2014,0,61,0,2,57,409,172,217,20,,0,0
TN,Lincoln,TN_Lincoln,2015,0,124,1,2,116,372,161,190,21,,1,0
TN,Lincoln,TN_Lincoln,2017,0,139,0,7,130,348,103,201,44,,3,0
TN,Lincoln,TN_Lincoln,2018,0,87,1,3,75,320,114,171,35,,4,0
TN,Lincoln,TN_Lincoln,2019,0,62,0,2,53,286,101,152,33,,5,0
TN,Loudon,TN_Loudon,2014,0,71,0,1,65,499,156,310,33,,0,0
TN,Loudon,TN_Loudon,2015,0,84,1,1,80,448,103,303,42,,1,0
TN,Loudon,TN_Loudon,2017,0,76,3,3,70,396,101,258,37,,3,0
TN,Loudon,TN_Loudon,2018,0,109,0,1,104,382,86,257,39,,4,0
TN,Loudon,TN_Loudon,2019,0,72,3,3,63,375,79,243,53,,5,0
TN,Macon,TN_Macon,2014,0,32,0,0,31,112,36,64,12,,0,0
TN,Macon,TN_Macon,2015,0,43,1,0,41,157,51,85,21,,1,0
TN,Macon,TN_Macon,2017,0,51,2,0,48,162,57,86,19,,3,0
TN,Macon,TN_Macon,2018,0,51,0,0,51,128,38,65,25,,4,0
TN,Macon,TN_Macon,2019,0,41,0,0,41,159,54,91,14,,5,0
TN,Madison,TN_Madison,2014,0,137,1,12,116,544,194,305,45,,0,0
TN,Madison,TN_Madison,2015,0,130,1,8,113,551,232,279,40,,1,0
TN,Madison,TN_Madison,2017,0,125,0,8,109,426,142,244,40,,3,0
TN,Madison,TN_Madison,2018,0,107,2,8,93,465,133,268,64,,4,0
TN,Madison,TN_Madison,2019,0,103,0,12,87,380,73,251,56,,5,0
TN,Marion,TN_Marion,2014,0,40,0,1,39,275,85,143,47,,0,0
TN,Marion,TN_Marion,2015,0,54,1,2,51,230,61,120,49,,1,0
TN,Marion,TN_Marion,2017,0,66,0,2,61,256,85,131,40,,3,0
TN,Marion,TN_Marion,2018,0,56,0,1,53,231,43,132,56,,4,0
TN,Marion,TN_Marion,2019,0,59,0,1,55,220,43,135,42,,5,0
TN,Marshall,TN_Marshall,2014,0,34,1,1,29,124,41,73,10,,0,0
TN,Marshall,TN_Marshall,2015,0,22,0,0,21,102,19,72,11,,1,0
TN,Marshall,TN_Marshall,2017,0,26,0,0,26,99,24,59,16,,3,0
TN,Marshall,TN_Marshall,2018,0,31,0,2,26,94,5,76,13,,4,0
TN,Marshall,TN_Marshall,2019,0,28,0,1,27,72,10,43,19,,5,0
TN,Maury,TN_Maury,2014,0,98,0,7,77,567,181,343,43,,0,0
TN,Maury,TN_Maury,2015,0,122,1,13,93,427,104,284,39,,1,0
TN,Maury,TN_Maury,2017,0,171,1,4,150,458,83,310,65,,3,0
TN,Maury,TN_Maury,2018,0,167,4,5,136,489,79,310,100,,4,0
TN,Maury,TN_Maury,2019,0,140,1,1,114,431,94,260,77,,5,0
TN,McMinn,TN_McMinn,2014,0,82,3,3,72,650,240,347,63,,0,0
TN,McMinn,TN_McMinn,2015,0,103,0,2,97,691,222,372,97,,1,0
TN,McMinn,TN_McMinn,2017,0,95,0,3,91,650,182,342,126,,3,0
TN,McMinn,TN_McMinn,2018,0,80,2,6,69,543,113,310,120,,4,0
TN,McMinn,TN_McMinn,2019,0,93,1,5,79,549,180,255,114,,5,0
TN,McNairy,TN_McNairy,2014,0,71,2,1,63,283,72,197,14,,0,0
TN,McNairy,TN_McNairy,2015,0,78,0,3,67,325,79,213,33,,1,0
TN,McNairy,TN_McNairy,2017,0,100,1,3,86,338,99,186,53,,3,0
TN,McNairy,TN_McNairy,2018,0,70,0,4,63,266,66,147,53,,4,0
TN,McNairy,TN_McNairy,2019,0,55,1,1,48,276,93,145,38,,5,0
TN,Meigs,TN_Meigs,2014,0,37,0,0,30,266,82,156,28,,0,0
TN,Meigs,TN_Meigs,2015,0,52,3,0,45,257,72,152,33,,1,0
TN,Meigs,TN_Meigs,2017,0,49,0,0,43,295,97,160,38,,3,0
TN,Meigs,TN_Meigs,2018,0,58,1,0,50,294,87,161,46,,4,0
TN,Meigs,TN_Meigs,2019,0,61,0,4,51,284,78,157,49,,5,0
TN,Monroe,TN_Monroe,2014,0,93,1,3,88,532,147,319,66,,0,0
TN,Monroe,TN_Monroe,2015,0,114,1,4,108,620,224,317,79,,1,0
TN,Monroe,TN_Monroe,2017,0,174,1,7,156,986,282,559,145,,3,0
TN,Monroe,TN_Monroe,2018,0,170,1,2,158,867,306,422,139,,4,0
TN,Monroe,TN_Monroe,2019,0,234,0,7,217,873,284,465,124,,5,0
TN,Montgomery,TN_Montgomery,2014,0,141,1,3,130,741,201,500,40,,0,0
TN,Montgomery,TN_Montgomery,2015,0,122,1,3,111,670,190,440,40,,1,0
TN,Montgomery,TN_Montgomery,2017,0,81,0,4,69,801,216,515,70,,3,0
TN,Montgomery,TN_Montgomery,2018,0,117,1,3,108,641,173,408,60,,4,0
TN,Montgomery,TN_Montgomery,2019,0,104,2,1,91,571,136,378,57,,5,0
TN,Moore,TN_Moore,2014,0,7,1,0,4,80,27,52,1,,0,0
TN,Moore,TN_Moore,2015,0,8,0,0,7,64,8,50,6,,1,0
TN,Moore,TN_Moore,2017,0,13,0,0,13,80,8,58,14,,3,0
TN,Moore,TN_Moore,2018,0,15,0,0,11,59,11,43,5,,4,0
TN,Moore,TN_Moore,2019,0,7,0,0,5,58,4,51,3,,5,0
TN,Morgan,TN_Morgan,2014,0,36,1,3,29,324,98,199,27,,0,0
TN,Morgan,TN_Morgan,2015,0,26,1,2,22,325,74,205,46,,1,0
TN,Morgan,TN_Morgan,2017,0,54,0,1,52,307,99,155,53,,3,0
TN,Morgan,TN_Morgan,2018,0,72,1,2,62,297,79,153,65,,4,0
TN,Morgan,TN_Morgan,2019,0,40,0,1,36,320,100,168,52,,5,0
TN,Obion,TN_Obion,2014,0,29,0,0,26,226,43,166,17,,0,0
TN,Obion,TN_Obion,2015,0,23,0,0,21,204,41,145,18,,1,0
TN,Obion,TN_Obion,2017,0,19,0,0,19,149,43,96,10,,3,0
TN,Obion,TN_Obion,2018,0,18,1,0,17,163,26,121,16,,4,0
TN,Obion,TN_Obion,2019,0,34,0,1,32,177,35,114,28,,5,0
TN,Overton,TN_Overton,2014,0,40,1,2,34,208,45,149,14,,0,0
TN,Overton,TN_Overton,2015,0,22,0,1,21,124,29,80,15,,1,0
TN,Overton,TN_Overton,2017,0,8,0,0,8,155,28,113,14,,3,0
TN,Overton,TN_Overton,2018,0,13,0,0,12,70,15,46,9,,4,0
TN,Overton,TN_Overton,2019,0,13,0,0,12,135,16,90,29,,5,0
TN,Perry,TN_Perry,2014,0,17,0,1,16,75,17,50,8,,0,0
TN,Perry,TN_Perry,2015,0,15,1,0,13,89,32,48,9,,1,0
TN,Perry,TN_Perry,2017,0,10,0,0,9,74,15,53,6,,3,0
TN,Perry,TN_Perry,2018,0,7,0,0,6,72,15,51,6,,4,0
TN,Perry,TN_Perry,2019,0,13,0,0,13,59,14,40,5,,5,0
TN,Pickett,TN_Pickett,2014,0,4,2,0,2,43,22,18,3,,0,0
TN,Pickett,TN_Pickett,2015,0,3,0,0,3,52,12,33,7,,1,0
TN,Pickett,TN_Pickett,2017,0,9,1,0,8,64,17,38,9,,3,0
TN,Pickett,TN_Pickett,2018,0,5,0,0,2,45,12,27,6,,4,0
TN,Pickett,TN_Pickett,2019,0,8,0,0,6,28,4,22,2,,5,0
TN,Polk,TN_Polk,2014,0,30,0,1,27,287,94,164,29,,0,0
TN,Polk,TN_Polk,2015,0,32,2,2,27,246,67,144,35,,1,0
TN,Polk,TN_Polk,2017,0,32,2,4,26,373,80,213,80,,3,0
TN,Polk,TN_Polk,2018,0,52,1,2,47,379,77,243,59,,4,0
TN,Polk,TN_Polk,2019,0,25,0,2,22,311,61,192,58,,5,0
TN,Putnam,TN_Putnam,2014,0,123,2,5,106,586,177,367,42,,0,0
TN,Putnam,TN_Putnam,2015,0,118,0,3,110,548,33,457,58,,1,0
TN,Putnam,TN_Putnam,2017,0,98,1,4,78,664,143,420,101,,3,0
TN,Putnam,TN_Putnam,2018,0,127,0,3,104,625,159,377,89,,4,0
TN,Putnam,TN_Putnam,2019,0,85,0,0,72,518,136,317,65,,5,0
TN,Rhea,TN_Rhea,2014,0,60,0,3,53,282,97,162,23,,0,0
TN,Rhea,TN_Rhea,2015,0,45,0,1,40,287,106,170,11,,1,0
TN,Rhea,TN_Rhea,2017,0,63,1,5,46,306,88,178,40,,3,0
TN,Rhea,TN_Rhea,2018,0,70,0,6,61,234,51,154,29,,4,0
TN,Rhea,TN_Rhea,2019,0,67,0,2,60,191,57,112,22,,5,0
TN,Roane,TN_Roane,2014,0,68,0,3,61,467,143,286,38,,0,0
TN,Roane,TN_Roane,2015,0,97,0,3,87,573,241,278,54,,1,0
TN,Roane,TN_Roane,2017,0,78,1,0,71,372,124,202,46,,3,0
TN,Roane,TN_Roane,2018,0,49,0,2,41,341,101,186,54,,4,0
TN,Roane,TN_Roane,2019,0,63,2,1,55,235,70,123,42,,5,0
TN,Robertson,TN_Robertson,2014,0,97,0,3,86,325,163,143,19,,0,0
TN,Robertson,TN_Robertson,2015,0,56,1,1,48,301,127,153,21,,1,0
TN,Robertson,TN_Robertson,2017,0,55,2,1,46,271,100,150,21,,3,0
TN,Robertson,TN_Robertson,2018,0,76,2,6,63,246,60,160,26,,4,0
TN,Robertson,TN_Robertson,2019,0,75,1,1,67,243,48,164,31,,5,0
TN,Rutherford,TN_Rutherford,2014,0,151,0,9,130,1040,315,656,69,,0,0
TN,Rutherford,TN_Rutherford,2015,0,208,1,11,175,876,204,611,61,,1,0
TN,Rutherford,TN_Rutherford,2017,0,263,2,15,228,771,193,495,83,,3,0
TN,Rutherford,TN_Rutherford,2019,0,205,1,16,169,746,153,506,87,,5,0
TN,Rutherford2,TN_Rutherford2,2018,0,191,6,7,161,0,99,451,0,,4,0
TN,Scott,TN_Scott,2014,0,31,0,1,27,232,51,165,16,,0,0
TN,Scott,TN_Scott,2015,0,49,2,4,39,197,78,106,13,,1,0
TN,Scott,TN_Scott,2017,0,32,0,0,32,151,67,63,21,,3,0
TN,Scott,TN_Scott,2018,0,40,0,0,40,157,46,92,19,,4,0
TN,Scott,TN_Scott,2019,0,27,1,0,24,161,104,41,16,,5,0
TN,Sequatchie,TN_Sequatchie,2014,0,37,2,2,30,169,52,88,29,,0,0
TN,Sequatchie,TN_Sequatchie,2015,0,39,0,3,30,124,30,66,28,,1,0
TN,Sequatchie,TN_Sequatchie,2017,0,24,1,0,20,126,32,64,30,,3,0
TN,Sequatchie,TN_Sequatchie,2018,0,33,0,0,31,136,24,75,37,,4,0
TN,Sequatchie,TN_Sequatchie,2019,0,31,0,1,29,153,40,84,29,,5,0
TN,Sevier,TN_Sevier,2014,0,126,4,6,102,1305,581,632,92,,0,0
TN,Sevier,TN_Sevier,2015,0,110,2,13,90,1077,339,637,101,,1,0
TN,Sevier,TN_Sevier,2017,0,194,0,8,172,1017,278,570,169,,3,0
TN,Sevier,TN_Sevier,2018,0,208,1,4,180,893,225,525,143,,4,0
TN,Sevier,TN_Sevier,2019,0,153,0,10,124,836,203,460,173,,5,0
TN,Shelby,TN_Shelby,2014,0,588,6,82,471,3008,772,2063,173,,0,0
TN,Shelby,TN_Shelby,2015,0,464,1,85,355,2653,789,1692,172,,1,0
TN,Shelby,TN_Shelby,2017,0,579,4,75,464,2675,590,1855,230,,3,0
TN,Shelby,TN_Shelby,2018,0,706,2,74,596,2700,637,1759,304,,4,0
TN,Shelby,TN_Shelby,2019,0,569,3,72,460,2473,551,1703,219,,5,0
TN,Smith,TN_Smith,2014,0,35,0,0,29,156,56,80,20,,0,0
TN,Smith,TN_Smith,2015,0,29,0,2,23,165,41,102,22,,1,0
TN,Smith,TN_Smith,2017,0,26,0,3,20,196,79,100,17,,3,0
TN,Smith,TN_Smith,2018,0,25,0,0,21,174,48,103,23,,4,0
TN,Smith,TN_Smith,2019,0,43,0,1,35,148,54,82,12,,5,0
TN,Stewart,TN_Stewart,2014,0,51,0,2,45,166,69,83,14,,0,0
TN,Stewart,TN_Stewart,2015,0,63,0,0,53,170,92,65,13,,1,0
TN,Stewart,TN_Stewart,2017,0,28,0,0,25,120,47,57,16,,3,0
TN,Stewart,TN_Stewart,2018,0,25,0,0,24,111,46,51,14,,4,0
TN,Stewart,TN_Stewart,2019,0,18,0,0,15,92,35,39,18,,5,0
TN,Sullivan,TN_Sullivan,2014,0,226,1,7,190,1199,342,750,107,,0,0
TN,Sullivan,TN_Sullivan,2015,0,246,3,19,193,1129,306,699,124,,1,0
TN,Sullivan,TN_Sullivan,2017,0,315,3,6,264,1185,266,764,155,,3,0
TN,Sullivan,TN_Sullivan,2018,0,305,3,16,258,1262,281,801,180,,4,0
TN,Sullivan,TN_Sullivan,2019,0,228,5,7,188,1043,225,656,162,,5,0
TN,Sumner,TN_Sumner,2014,0,107,0,2,90,606,191,374,41,,0,0
TN,Sumner,TN_Sumner,2015,0,110,0,2,91,470,151,295,24,,1,0
TN,Sumner,TN_Sumner,2017,0,127,1,8,98,470,123,300,47,,3,0
TN,Sumner,TN_Sumner,2018,0,150,0,5,129,433,105,275,53,,4,0
TN,Sumner,TN_Sumner,2019,0,118,9,4,94,404,85,267,52,,5,0
TN,Tipton,TN_Tipton,2014,0,204,2,5,181,635,148,433,54,,0,0
TN,Tipton,TN_Tipton,2015,0,171,1,12,140,688,178,446,64,,1,0
