year,municipality,total_crimes,violent,rough,burglary,theft_non,other,has_r1,first_r1_year,post_r1
2020,北区,2198,17,234,89,1304,554,0,,0
2020,荒川区,1242,16,105,33,793,295,0,,0
2020,板橋区,3043,24,197,95,1982,745,1,2006.0,1
2020,練馬区,3374,24,146,146,2306,752,0,,0
2020,足立区,3693,27,294,128,2379,865,0,,0
2020,葛飾区,2692,24,238,103,1688,639,0,,0
2020,江戸川区,3759,35,248,126,2516,834,0,,0
2020,八王子市,2805,15,194,84,1759,753,0,,0
2020,立川市,1243,3,101,50,821,268,0,,0
2020,武蔵野市,1193,9,53,133,767,231,0,,0
2020,三鷹市,723,3,54,42,470,154,0,,0
2020,青梅市,594,8,40,35,353,158,0,,0
2020,府中市,1117,8,68,37,733,271,1,2011.0,1
2020,昭島市,625,2,39,48,389,147,0,,0
2020,調布市,1105,5,54,59,689,298,0,,0
2020,町田市,2128,15,183,102,1299,529,1,2004.0,1
2020,小金井市,603,5,25,28,390,155,0,,0
2020,小平市,876,6,55,32,561,222,0,,0
2020,日野市,690,2,25,42,445,176,0,,0
2020,東村山市,615,9,29,38,391,148,0,,0
2020,国分寺市,574,4,29,33,361,147,0,,0
2020,国立市,331,2,12,17,223,77,0,,0
2020,福生市,300,0,22,31,169,78,0,,0
2020,狛江市,310,1,26,7,192,84,0,,0
2020,東大和市,447,3,26,11,299,108,0,,0
2020,清瀬市,362,4,24,19,218,97,0,,0
2020,東久留米市,557,5,23,33,363,133,0,,0
2020,武蔵村山市,382,3,12,7,292,68,1,2009.0,1
2020,多摩市,568,8,29,42,361,128,0,,0
2020,稲城市,304,2,11,5,200,86,0,,0
2020,羽村市,307,0,21,11,213,62,0,,0
2020,あきる野市,264,3,12,11,184,54,0,,0
2020,西東京市,1027,4,56,52,690,225,0,,0
2020,西多摩郡瑞穂町,241,5,8,16,167,45,0,,0
2020,西多摩郡日の出町,72,1,1,2,47,21,0,,0
2020,西多摩郡檜原村,7,0,0,1,2,4,0,,0
2020,西多摩郡奥多摩町,17,0,1,1,6,9,0,,0
2020,大島町,7,0,0,1,4,2,0,,0
2020,新島村,6,0,2,0,2,2,0,,0
2020,神津島村,1,0,0,0,0,1,0,,0
2020,三宅島三宅村,4,1,1,0,0,2,0,,0
2020,八丈島八丈町,19,0,3,0,7,9,0,,0
2020,小笠原村父島字東町,2,0,1,0,0,1,0,,0
2020,小笠原村,5,0,0,0,4,1,0,,0
2021,千代田区,1856,16,174,35,1061,570,0,,0
2021,中央区,3156,11,128,22,771,2224,0,,0
2021,港区,2228,23,316,91,1205,593,0,,0
2021,新宿区,4421,48,508,165,2659,1041,0,,0
2021,文京区,808,4,89,26,455,234,0,,0
2021,台東区,2354,24,248,41,1517,524,0,,0
2021,墨田区,1816,24,178,23,1196,395,0,,0
2021,江東区,2537,21,202,49,1646,619,1,2000.0,1
2021,品川区,1818,11,147,84,1110,466,0,,0
2021,目黒区,1417,6,110,75,818,408,0,,0
2021,大田区,3361,21,253,110,2229,748,0,,0
2021,世田谷区,3973,27,282,123,2432,1109,0,,0
2021,渋谷区,2932,24,289,65,1762,792,0,,0
2021,中野区,1843,18,152,53,1145,475,0,,0
2021,杉並区,2041,20,134,77,1272,538,0,,0
2021,豊島区,3190,39,333,66,2131,621,0,,0
2021,北区,2005,22,219,67,1143,554,0,,0
2021,荒川区,1078,10,94,35,710,229,0,,0
2021,板橋区,2563,20,156,84,1604,699,1,2006.0,1
2021,練馬区,2819,17,153,64,1970,615,0,,0
2021,足立区,3211,22,288,115,2062,724,0,,0
2021,葛飾区,2290,18,228,53,1364,627,0,,0
2021,江戸川区,3369,21,220,92,2215,821,0,,0
2021,八王子市,2405,22,192,69,1451,671,0,,0
2021,立川市,1055,12,84,41,663,255,0,,0
2021,武蔵野市,1010,4,52,75,707,172,0,,0
2021,三鷹市,644,1,53,22,398,170,0,,0
2021,青梅市,548,5,47,27,346,123,0,,0
2021,府中市,1049,7,74,26,723,219,1,2011.0,1
2021,昭島市,509,7,38,24,330,110,0,,0
2021,調布市,984,5,47,27,623,282,0,,0
2021,町田市,1947,22,151,74,1180,520,1,2004.0,1
2021,小金井市,497,2,29,13,337,116,0,,0
2021,小平市,774,5,55,17,484,213,0,,0
2021,日野市,550,4,41,38,301,166,0,,0
2021,東村山市,574,5,50,15,369,135,0,,0
2021,国分寺市,460,3,26,22,299,110,0,,0
2021,国立市,311,1,21,20,207,62,0,,0
2021,福生市,301,4,15,9,197,76,0,,0
2021,狛江市,278,2,21,0,178,77,0,,0
2021,東大和市,347,3,13,12,238,81,0,,0
2021,清瀬市,304,3,23,11,198,69,0,,0
2021,東久留米市,464,1,20,8,330,105,0,,0
2021,武蔵村山市,321,3,19,9,215,75,1,2009.0,1
2021,多摩市,510,3,20,22,368,97,0,,0
2021,稲城市,238,3,8,5,166,56,0,,0
2021,羽村市,289,2,12,3,216,56,0,,0
2021,あきる野市,266,4,20,11,157,74,0,,0
2021,西東京市,813,2,51,19,539,202,0,,0
2021,西多摩郡瑞穂町,226,2,11,9,172,32,0,,0
2021,西多摩郡日の出町,75,1,9,1,50,14,0,,0
2021,西多摩郡檜原村,6,0,0,0,5,1,0,,0
2021,西多摩郡奥多摩町,9,2,0,1,4,2,0,,0
2021,大島町,3,0,0,0,2,1,0,,0
2021,利島村,1,0,0,0,1,0,0,,0
2021,新島村,8,0,0,6,2,0,0,,0
2021,神津島村,3,0,1,0,0,2,0,,0
2021,三宅島三宅村,2,0,1,0,0,1,0,,0
2021,八丈島八丈町,7,0,1,0,6,0,0,,0
2021,小笠原村父島字東町,1,0,0,0,1,0,0,,0
2021,小笠原村,2,0,0,1,1,0,0,,0
2021,青ヶ島村,1,0,0,0,0,1,0,,0
2022,千代田区,2031,12,228,45,1131,615,0,,0
2022,中央区,2588,11,157,40,880,1500,0,,0
2022,港区,2619,20,441,56,1416,686,0,,0
2022,新宿区,4818,60,678,144,2846,1090,0,,0
2022,文京区,898,8,95,23,507,265,0,,0
2022,台東区,2525,22,277,53,1636,537,0,,0
2022,墨田区,1952,20,173,32,1330,397,0,,0
2022,江東区,2807,14,252,46,1860,635,1,2000.0,1
2022,品川区,2041,19,185,47,1243,547,0,,0
2022,目黒区,1327,8,98,42,839,340,0,,0
2022,大田区,3653,14,240,84,2449,866,0,,0
2022,世田谷区,3676,23,286,87,2338,942,0,,0
2022,渋谷区,3024,33,307,110,1832,742,0,,0
2022,中野区,1880,12,141,37,1283,407,0,,0
2022,杉並区,2260,14,145,70,1430,601,0,,0
2022,豊島区,3011,34,325,46,1933,673,0,,0
2022,北区,1926,14,163,32,1224,493,0,,0
2022,荒川区,1143,13,83,32,741,274,0,,0
2022,板橋区,2718,21,195,58,1810,634,1,2006.0,1
2022,練馬区,2901,22,204,77,1958,640,0,,0
2022,足立区,3664,26,329,146,2344,819,0,,0
2022,葛飾区,2316,13,218,73,1450,562,0,,0
2022,江戸川区,3604,40,240,116,2401,807,0,,0
2022,八王子市,2517,26,172,92,1578,649,0,,0
2022,立川市,1305,10,82,27,900,286,0,,0
2022,武蔵野市,1055,3,63,31,784,174,0,,0
2022,三鷹市,615,7,42,17,411,138,0,,0
2022,青梅市,445,8,46,17,269,105,0,,0
2022,府中市,1114,3,89,28,758,236,1,2011.0,1
2022,昭島市,492,3,51,10,333,95,0,,0
2022,調布市,1036,2,56,26,718,234,0,,0
2022,町田市,1803,11,159,69,1092,472,1,2004.0,1
2022,小金井市,553,6,45,9,397,96,0,,0
2022,小平市,807,4,44,24,496,239,0,,0
2022,日野市,572,7,41,15,369,140,0,,0
2022,東村山市,714,6,106,20,398,184,0,,0
2022,国分寺市,462,1,36,17,291,117,0,,0
2022,国立市,341,8,11,22,233,67,0,,0
2022,福生市,312,3,24,9,213,63,0,,0
2022,狛江市,309,2,7,12,213,75,0,,0
2022,東大和市,388,1,30,19,264,74,0,,0
2022,清瀬市,395,4,54,19,229,89,0,,0
2022,東久留米市,552,1,17,27,402,105,0,,0
2022,武蔵村山市,383,4,24,8,270,77,1,2009.0,1
2022,多摩市,506,5,34,32,322,113,0,,0
2022,稲城市,256,4,18,10,163,61,0,,0
2022,羽村市,271,0,11,3,215,42,0,,0
2022,あきる野市,259,4,20,10,166,59,0,,0
2022,西東京市,827,2,56,27,545,197,0,,0
2022,西多摩郡瑞穂町,171,2,6,5,104,54,0,,0
2022,西多摩郡日の出町,71,0,7,1,52,11,0,,0
2022,西多摩郡檜原村,8,0,0,3,2,3,0,,0
2022,西多摩郡奥多摩町,16,0,1,5,4,6,0,,0
2022,大島町,8,0,2,0,2,4,0,,0
2022,新島村,3,0,2,0,0,1,0,,0
2022,神津島村,1,0,0,0,0,1,0,,0
2022,三宅島三宅村,1,0,1,0,0,0,0,,0
2022,八丈島八丈町,13,1,0,0,5,7,0,,0
2022,小笠原村,1,0,0,0,1,0,0,,0
2023,千代田区,4750,32,596,74,2620,1428,0,,0
2023,中央区,3656,42,358,50,1938,1268,0,,0
2023,港区,5958,100,883,84,3114,1777,0,,0
2023,新宿区,11073,130,1382,304,6820,2437,0,,0
2023,文京区,2208,22,216,58,1272,640,0,,0
2023,台東区,5610,72,694,116,3666,1062,0,,0
2023,墨田区,4273,34,383,80,2906,870,0,,0
2023,江東区,6507,44,530,96,4298,1539,1,2000.0,1
2023,品川区,4292,22,404,84,2692,1090,0,,0
2023,目黒区,2692,26,254,84,1640,688,0,,0
2023,大田区,7702,58,532,172,5068,1872,0,,0
2023,世田谷区,8167,70,548,200,5284,2065,0,,0
2023,渋谷区,6776,96,716,124,4304,1536,0,,0
2023,中野区,3951,34,331,124,2604,858,0,,0
2023,杉並区,5037,26,380,132,3321,1178,0,,0
2023,豊島区,6809,100,624,86,4594,1405,0,,0
2023,北区,4104,42,332,104,2626,1000,0,,0
2023,荒川区,2652,16,216,30,1724,666,0,,0
2023,板橋区,5832,44,406,142,4016,1224,1,2006.0,1
2023,練馬区,6960,50,440,154,4768,1548,0,,0
2023,足立区,8444,70,614,212,5612,1936,0,,0
2023,葛飾区,5706,32,382,122,3828,1342,0,,0
2023,江戸川区,8577,48,555,116,6078,1780,0,,0
2023,八王子市,6394,40,384,252,4188,1530,0,,0
2023,立川市,3230,42,160,88,2342,598,0,,0
2023,武蔵野市,2530,6,162,42,1832,488,0,,0
2023,三鷹市,1682,8,124,34,1176,340,0,,0
2023,青梅市,1240,10,88,86,750,306,0,,0
2023,府中市,2004,8,162,66,1308,460,1,2011.0,1
2023,昭島市,1542,8,76,24,1090,344,0,,0
2023,調布市,2191,10,132,34,1544,471,0,,0
2023,町田市,4792,34,352,262,2922,1222,1,2004.0,1
2023,小金井市,1136,12,56,32,788,248,0,,0
2023,小平市,2044,6,144,24,1376,494,0,,0
2023,日野市,1458,6,92,54,932,374,0,,0
2023,東村山市,1664,12,172,64,1052,364,0,,0
2023,国分寺市,1188,10,80,62,760,276,0,,0
2023,国立市,716,4,34,30,492,156,0,,0
2023,福生市,880,10,56,12,628,174,0,,0
2023,狛江市,632,4,26,10,468,124,0,,0
2023,東大和市,942,6,44,32,672,188,0,,0
2023,清瀬市,768,8,58,26,502,174,0,,0
2023,東久留米市,1210,4,46,26,928,206,0,,0
2023,武蔵村山市,818,2,26,10,636,144,1,2009.0,1
2023,多摩市,1348,6,74,36,944,288,0,,0
2023,稲城市,568,0,32,26,364,146,0,,0
2023,羽村市,668,4,42,20,498,104,0,,0
2023,あきる野市,844,6,44,54,532,208,0,,0
2023,西東京市,1864,16,104,76,1308,360,0,,0
2023,西多摩郡瑞穂町,398,6,14,12,286,80,0,,0
2023,西多摩郡日の出町,244,2,10,10,182,40,0,,0
2023,西多摩郡檜原村,10,0,0,0,4,6,0,,0
2023,西多摩郡奥多摩町,6,0,2,0,0,4,0,,0
2023,大島町,32,0,8,2,4,18,0,,0
2023,新島村,16,0,0,2,10,4,0,,0
2023,三宅島三宅村,2,0,2,0,0,0,0,,0
2023,八丈島八丈町,36,4,8,10,6,8,0,,0
2023,小笠原村父島字西町,3,0,0,0,0,3,0,,0
2023,小笠原村父島字東町,2,1,1,0,0,0,0,,0
2023,小笠原村,11,1,3,0,2,5,0,,0
2023,青ヶ島村,28,0,0,24,2,2,0,,0
2023,利島村,4,0,1,0,2,1,0,,0
2023,神津島村,0,0,0,0,0,0,0,,0
2023,御蔵島村,0,0,0,0,0,0,0,,0
2024,千代田区,5064,32,662,46,2384,1940,0,,0
2024,中央区,3958,58,358,62,2300,1180,0,,0
2024,港区,6374,111,906,316,3044,1997,0,,0
2024,新宿区,12050,246,1880,292,6740,2892,0,,0
2024,文京区,2388,34,232,52,1238,832,0,,0
2024,台東区,5462,84,570,114,3520,1174,0,,0
2024,墨田区,4178,68,396,64,2806,844,0,,0
2024,江東区,6664,48,510,90,4402,1614,1,2000.0,1
2024,品川区,4480,38,438,112,2716,1176,0,,0
2024,目黒区,2838,30,230,96,1660,822,0,,0
2024,大田区,8740,70,636,130,5826,2078,0,,0
2024,世田谷区,8884,68,532,188,5592,2504,0,,0
2024,渋谷区,7698,124,772,218,4714,1870,0,,0
2024,中野区,4188,34,342,110,2826,876,0,,0
2024,杉並区,4958,32,388,172,3012,1354,0,,0
2024,豊島区,7459,158,728,118,4582,1873,0,,0
2024,北区,4549,32,346,94,2891,1186,0,,0
2024,荒川区,2656,32,202,38,1688,696,0,,0
2024,板橋区,6839,68,498,204,4529,1540,1,2006.0,1
2024,練馬区,7324,44,526,176,4878,1700,0,,0
2024,足立区,8884,90,694,254,5676,2170,0,,0
2024,葛飾区,6074,48,392,114,4146,1374,0,,0
2024,江戸川区,8444,92,620,128,5814,1790,0,,0
2024,八王子市,6003,76,394,208,3708,1617,0,,0
2024,立川市,3192,30,218,50,2192,702,0,,0
2024,武蔵野市,2696,10,158,30,1868,630,0,,0
2024,三鷹市,1606,8,136,34,970,458,0,,0
2024,青梅市,1542,12,76,136,994,324,0,,0
2024,府中市,2174,22,176,52,1384,540,1,2011.0,1
2024,昭島市,1896,16,74,14,1450,342,0,,0
2024,調布市,2360,16,135,58,1610,541,0,,0
2024,町田市,4722,38,288,210,2994,1192,1,2004.0,1
2024,小金井市,1418,8,66,16,1080,248,0,,0
2024,小平市,2090,16,138,42,1398,496,0,,0
2024,日野市,1632,6,120,48,944,514,0,,0
2024,東村山市,1782,2,132,40,1210,398,0,,0
2024,国分寺市,1172,10,94,22,802,244,0,,0
2024,国立市,722,10,50,26,448,188,0,,0
2024,福生市,868,12,46,12,624,174,0,,0
2024,狛江市,536,2,22,10,330,172,0,,0
2024,東大和市,1118,4,48,28,790,248,0,,0
2024,清瀬市,930,8,76,10,668,168,0,,0
2024,東久留米市,1361,8,40,44,1030,239,0,,0
2024,武蔵村山市,890,4,32,20,676,158,1,2009.0,1
2024,多摩市,1904,6,114,78,1216,490,0,,0
2024,稲城市,776,4,50,18,476,228,0,,0
2024,羽村市,784,2,30,6,618,128,0,,0
2024,あきる野市,896,12,36,58,630,160,0,,0
2024,西東京市,2064,18,80,26,1538,402,0,,0
2024,西多摩郡瑞穂町,478,6,20,10,350,92,0,,0
2024,西多摩郡日の出町,240,0,20,8,176,36,0,,0
2024,西多摩郡檜原村,22,0,2,2,10,8,0,,0
2024,西多摩郡奥多摩町,18,0,2,0,8,8,0,,0
2024,大島町,14,0,0,2,4,8,0,,0
2024,新島村,14,0,2,0,6,6,0,,0
2024,三宅島三宅村,4,0,0,0,4,0,0,,0
2024,八丈島八丈町,22,0,8,2,4,8,0,,0
2024,小笠原村父島字西町,2,0,0,1,1,0,0,,0
2024,小笠原村父島字東町,2,0,0,0,1,1,0,,0
2024,小笠原村,6,0,0,1,2,3,0,,0
2024,利島村,0,0,0,0,0,0,0,,0
2024,神津島村,0,0,0,0,0,0,0,,0
2024,御蔵島村,0,0,0,0,0,0,0,,0
2024,青ヶ島村,0,0,0,0,0,0,0,,0
2025,千代田区,5928,40,724,114,2783,2267,0,,0
2025,中央区,4293,42,442,206,2210,1393,0,,0
2025,港区,7088,120,1090,166,3168,2544,0,,0
2025,新宿区,13953,273,2032,368,7574,3706,0,,0
2025,文京区,2658,20,298,52,1230,1058,0,,0
2025,台東区,5586,60,652,128,3494,1252,0,,0
2025,墨田区,3984,44,372,96,2488,984,0,,0
2025,江東区,6912,48,532,90,4494,1748,1,2000.0,1
2025,品川区,4450,48,424,122,2498,1358,0,,0
2025,目黒区,2760,20,236,84,1456,964,0,,0
2025,大田区,8242,56,644,288,5270,1984,0,,0
2025,世田谷区,9198,64,670,164,5954,2346,0,,0
2025,渋谷区,8544,132,938,198,4924,2352,0,,0
2025,中野区,4269,48,442,146,2475,1158,0,,0
2025,杉並区,5094,48,378,120,3184,1364,0,,0
2025,豊島区,8041,126,752,188,5033,1942,0,,0
2025,北区,4883,30,434,114,2880,1425,0,,0
2025,荒川区,2902,26,318,52,1748,758,0,,0
2025,板橋区,6984,78,586,166,4340,1814,1,2006.0,1
2025,練馬区,7344,44,602,212,4600,1886,0,,0
2025,足立区,9234,102,874,272,5652,2334,0,,0
2025,葛飾区,6618,24,410,132,4562,1490,0,,0
2025,江戸川区,8750,94,580,210,5944,1922,0,,0
2025,八王子市,6020,66,404,218,3778,1554,0,,0
2025,立川市,3380,62,228,66,2222,802,0,,0
2025,武蔵野市,2706,22,204,52,1818,610,0,,0
2025,三鷹市,1658,18,130,40,950,520,0,,0
2025,青梅市,1316,10,64,58,852,332,0,,0
2025,府中市,2444,24,190,64,1536,630,1,2011.0,1
2025,昭島市,1636,16,94,58,1170,298,0,,0
2025,調布市,2600,20,150,62,1736,632,0,,0
2025,町田市,5372,42,312,288,3222,1508,1,2004.0,1
2025,小金井市,1200,14,80,22,824,260,0,,0
2025,小平市,2080,14,138,56,1374,498,0,,0
2025,日野市,1884,16,118,88,956,706,0,,0
2025,東村山市,1502,6,100,54,872,470,0,,0
2025,国分寺市,1298,16,112,50,868,252,0,,0
2025,国立市,862,12,36,38,540,236,0,,0
2025,福生市,898,6,70,50,580,192,0,,0
2025,狛江市,708,2,22,18,454,212,0,,0
2025,東大和市,1120,2,60,36,748,274,0,,0
2025,清瀬市,954,14,42,18,634,246,0,,0
2025,東久留米市,1456,12,62,64,988,330,0,,0
2025,武蔵村山市,1006,8,68,52,682,196,1,2009.0,1
2025,多摩市,1686,4,164,70,952,496,0,,0
2025,稲城市,772,4,52,30,458,228,0,,0
2025,羽村市,842,2,34,24,604,178,0,,0
2025,あきる野市,896,6,64,30,534,262,0,,0
2025,西東京市,2358,8,116,82,1668,484,0,,0
2025,西多摩郡瑞穂町,406,4,26,8,268,100,0,,0
2025,西多摩郡日の出町,270,2,14,0,212,42,0,,0
2025,西多摩郡檜原村,22,0,2,0,10,10,0,,0
2025,西多摩郡奥多摩町,18,0,2,0,8,8,0,,0
2025,大島町,12,2,0,0,2,8,0,,0
2025,新島村,14,0,4,0,4,6,0,,0
2025,神津島村,2,0,2,0,0,0,0,,0
2025,三宅島三宅村,6,0,0,4,0,2,0,,0
2025,八丈島八丈町,32,2,10,0,6,14,0,,0
2025,小笠原村,22,0,0,0,6,16,0,,0
2025,利島村,0,0,0,0,0,0,0,,0
2025,御蔵島村,0,0,0,0,0,0,0,,0
2025,青ヶ島村,0,0,0,0,0,0,0,,0
