occurrence_no,collection_no,accepted_name,genus,family,order,guild,resolution,taxon,lng,lat,eag,lag,mid_ma,early_interval,env,formation,member,collection_name,stp,abu,abv
occ:187376,18454,Archaeolaginae,,Leporidae,Lagomorpha,herbivore,indeterminate,,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,,
occ:187377,18454,Aplodontiidae,,Aplodontiidae,Rodentia,herbivore,indeterminate,,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,,
occ:187378,18454,Mylagaulidae,,Mylagaulidae,Rodentia,herbivore,indeterminate,,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,1.0
occ:187379,18454,Eucastor tortus,Eucastor,Castoridae,Rodentia,herbivore,genus,Eucastor,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,2.0
occ:187380,18454,Perognathus trojectioansrum,Perognathus,Heteromyidae,Rodentia,herbivore,genus,Perognathus,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,3.0
occ:187381,18454,Cupidinimus nebraskensis,Cupidinimus,Heteromyidae,Rodentia,herbivore,genus,Cupidinimus,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,5.0
occ:187382,18454,Geomyidae,,Geomyidae,Rodentia,herbivore,indeterminate,,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,,
occ:187383,18454,Schaubeumys cartomylos,Schaubeumys,Zapodidae,Rodentia,herbivore,genus,Schaubeumys,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,2.0
occ:187384,18454,Megasminthus tiheni,Megasminthus,Zapodidae,Rodentia,herbivore,genus,Megasminthus,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,2.0
occ:187385,18454,Copemys longidens,Copemys,Cricetidae,Rodentia,herbivore,genus,Copemys,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,1.0
occ:187386,18454,Leptocyon,Leptocyon,Canidae,Carnivora,predator,genus,Leptocyon,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,1.0
occ:187387,18454,Gomphotheriidae,,Gomphotheriidae,Proboscidea,herbivore,indeterminate,,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,,
occ:187388,18454,Merychippus insignis,Merychippus,Equidae,Perissodactyla,herbivore,genus,Merychippus,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,2.0
occ:187389,18454,Hipparionini,,Equidae,Perissodactyla,herbivore,indeterminate,,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,,
occ:187390,18454,Calippus,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,1.0
occ:187391,18454,Protohippus,Protohippus,Equidae,Perissodactyla,herbivore,genus,Protohippus,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,1.0
occ:187392,18454,Teleoceras,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,2.0
occ:187393,18454,Procamelus,Procamelus,Camelidae,Artiodactyla,herbivore,genus,Procamelus,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,2.0
occ:187394,18454,Merycodontinae,,Antilocapridae,Artiodactyla,herbivore,indeterminate,,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,,
occ:187395,18455,Leporidae,,Leporidae,Lagomorpha,herbivore,indeterminate,,-98.583336,44.083332,16.3,12.5,14.4,Barstovian,wet floodplain,,,Wessington Springs,South Dakota,,
occ:187396,18455,Monosaulax,Monosaulax,Castoridae,Rodentia,herbivore,genus,Monosaulax,-98.583336,44.083332,16.3,12.5,14.4,Barstovian,wet floodplain,,,Wessington Springs,South Dakota,,
occ:187397,18455,Equinae,,Equidae,Perissodactyla,herbivore,indeterminate,,-98.583336,44.083332,16.3,12.5,14.4,Barstovian,wet floodplain,,,Wessington Springs,South Dakota,,
occ:187398,18455,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-98.583336,44.083332,16.3,12.5,14.4,Barstovian,wet floodplain,,,Wessington Springs,South Dakota,,
occ:187399,18455,Palaeomerycidae,,Palaeomerycidae,Artiodactyla,herbivore,indeterminate,,-98.583336,44.083332,16.3,12.5,14.4,Barstovian,wet floodplain,,,Wessington Springs,South Dakota,,
occ:187400,18456,Erinaceidae,,Erinaceidae,NO_ORDER_SPECIFIED,other,indeterminate,,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Cap Rock,West Coon Creek,Nebraska,,
occ:187401,18456,Equini,,Equidae,Perissodactyla,herbivore,indeterminate,,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Cap Rock,West Coon Creek,Nebraska,,
occ:187402,18456,Merychyus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Cap Rock,West Coon Creek,Nebraska,,
occ:187403,18456,Procamelus grandis,Procamelus,Camelidae,Artiodactyla,herbivore,genus,Procamelus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Cap Rock,West Coon Creek,Nebraska,,
occ:187404,18456,Cosoryx furcatus,Cosoryx,Antilocapridae,Artiodactyla,herbivore,genus,Cosoryx,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Cap Rock,West Coon Creek,Nebraska,,
occ:187405,18457,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-99.699997,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Fork of Indian Creek,Nebraska,,
occ:187406,18458,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187407,18458,Paratomarctus euthos,Paratomarctus,Canidae,Carnivora,predator,genus,Paratomarctus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187408,18458,Carpocyon robustus,Carpocyon,Canidae,Carnivora,predator,genus,Carpocyon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187409,18458,Epicyon saevus,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187410,18458,Ustatochoerus major,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187411,18458,Macrogenis,Macrogenis,Tayassuidae,Artiodactyla,herbivore,genus,Macrogenis,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187412,18458,Cranioceras unicornis,Cranioceras,Dromomerycidae,Artiodactyla,herbivore,genus,Cranioceras,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187413,18458,Pseudoceras skinneri,Pseudoceras,Gelocidae,Artiodactyla,herbivore,genus,Pseudoceras,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187414,18458,Calippus cerasinus,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187415,18458,Protohippus gidleyi,Protohippus,Equidae,Perissodactyla,herbivore,genus,Protohippus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187416,18458,Pseudhipparion skinneri,Pseudhipparion,Equidae,Perissodactyla,herbivore,genus,Pseudhipparion,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,West Line Kat Quarry,Nebraska,,
occ:187417,18459,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Cap Rock,West of Boiling Spring Flat,Nebraska,,
occ:187418,18460,Ischyrocyon,Ischyrocyon,Amphicyonidae,Carnivora,predator,genus,Ischyrocyon,-99.699997,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Cap Rock,West of Burton,Nebraska,,
occ:187419,18461,Aelurodon ferox,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-98.0,42.599998,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,West of Miller Creek,Nebraska,,
occ:187420,18462,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-99.400002,39.799999,11.63,5.333,8.4815,Late Miocene,fluvial indet.,,,West of Phillipsburg,Kansas,,
occ:187421,18462,Teleoceras fossiger,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-99.400002,39.799999,11.63,5.333,8.4815,Late Miocene,fluvial indet.,,,West of Phillipsburg,Kansas,,
occ:187422,18463,Tregosorex holmani,Tregosorex,Soricidae,NO_ORDER_SPECIFIED,other,genus,Tregosorex,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187423,18463,Soricidae,,Soricidae,NO_ORDER_SPECIFIED,other,indeterminate,,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187424,18463,Sorex,Sorex,Soricidae,NO_ORDER_SPECIFIED,other,genus,Sorex,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187425,18463,Untermannerix copiosus,Untermannerix,Erinaceidae,NO_ORDER_SPECIFIED,other,genus,Untermannerix,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187426,18463,Domninoides knoxjonesi,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,genus,Domninoides,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187427,18463,Domninoides hessei,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,genus,Domninoides,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187428,18463,Myotis yumanensis,Myotis,NO_FAMILY_SPECIFIED,Chiroptera,other,genus,Myotis,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187429,18463,Chiroptera,,,Chiroptera,other,indeterminate,,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187430,18463,Oklahomalagus whisenhunti,Oklahomalagus,Ochotonidae,Lagomorpha,herbivore,genus,Oklahomalagus,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187431,18463,Pronotolagus apachensis,Pronotolagus,Leporidae,Lagomorpha,herbivore,genus,Pronotolagus,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187432,18463,Marmotini,,Sciuridae,Rodentia,herbivore,indeterminate,,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187433,18463,Miospermophilus lavertyi,Miospermophilus,Sciuridae,Rodentia,herbivore,genus,Miospermophilus,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187434,18463,Nothodipoides planus,Nothodipoides,Castoridae,Rodentia,herbivore,genus,Nothodipoides,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187435,18463,Macrognathomys gemmacolis,Macrognathomys,Zapodidae,Rodentia,herbivore,genus,Macrognathomys,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187436,18463,Tregomys shotwelli,Tregomys,Cricetidae,Rodentia,herbivore,genus,Tregomys,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187437,18463,Honeymys mariae,Honeymys,Cricetidae,Rodentia,herbivore,genus,Honeymys,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187438,18463,Sthenictis,Sthenictis,Mustelidae,Carnivora,predator,genus,Sthenictis,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187439,18463,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187440,18463,Paranasua,Paranasua,Procyonidae,Carnivora,predator,genus,Paranasua,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187441,18463,Tayassuidae,,Tayassuidae,Artiodactyla,herbivore,indeterminate,,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187442,18463,Ustatochoerus,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187443,18463,Moschidae,,Moschidae,Artiodactyla,herbivore,indeterminate,,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187444,18463,Ruminantia,,,Artiodactyla,herbivore,indeterminate,,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187445,18463,Calippus martini,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187446,18463,Pliohippus,Pliohippus,Equidae,Perissodactyla,herbivore,genus,Pliohippus,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187447,18463,Pseudhipparion,Pseudhipparion,Equidae,Perissodactyla,herbivore,genus,Pseudhipparion,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187448,18463,Hipparion tehonense,Hipparion,Equidae,Perissodactyla,herbivore,genus,Hipparion,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187449,18463,Cormohipparion occidentale,Cormohipparion,Equidae,Perissodactyla,herbivore,genus,Cormohipparion,-100.5,36.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Laverne,,Whisenhunt Quarry,Oklahoma,,
occ:187450,18464,Aelurodon ferox,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Devil's Gulch,White Cliffs,Nebraska,,
occ:187451,18464,Ustatochoerus medius novomexicanus,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Devil's Gulch,White Cliffs,Nebraska,,
occ:187452,18465,Ceratogaulus rhinocerus,Ceratogaulus,Mylagaulidae,Rodentia,herbivore,genus,Ceratogaulus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Valentine,Burge,Whiteface Quarry,Nebraska,,
occ:187453,18466,Aelurodon ferox,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Valentine,Burge,White Point Quarry,Nebraska,,
occ:187454,18466,Carpocyon webbi,Carpocyon,Canidae,Carnivora,predator,genus,Carpocyon,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Valentine,Burge,White Point Quarry,Nebraska,,
occ:187456,18467,Barbourofelis whitfordi,Barbourofelis,Nimravidae,Carnivora,predator,genus,Barbourofelis,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Whitford's Quarry No. 2,Nebraska,,
occ:187457,18467,Cynarctus crucidens,Cynarctus,Canidae,Carnivora,predator,genus,Cynarctus,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Whitford's Quarry No. 2,Nebraska,,
occ:187459,18467,Pseudhipparion gratum,Pseudhipparion,Equidae,Perissodactyla,herbivore,genus,Pseudhipparion,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Whitford's Quarry No. 2,Nebraska,,
occ:187460,18468,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187461,18468,Epicyon saevus,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187462,18468,Epicyon haydeni,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187463,18468,Epicyon haydeni,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187464,18468,Ustatochoerus major,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187465,18468,Plioceros floblairi,Plioceros,Antilocapridae,Artiodactyla,herbivore,genus,Plioceros,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187466,18468,Pseudoceras skinneri,Pseudoceras,Gelocidae,Artiodactyla,herbivore,genus,Pseudoceras,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187467,18468,Pseudhipparion gratum,Pseudhipparion,Equidae,Perissodactyla,herbivore,genus,Pseudhipparion,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187468,18468,Pseudhipparion skinneri,Pseudhipparion,Equidae,Perissodactyla,herbivore,genus,Pseudhipparion,-100.0,42.700001,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Jonas Wilson Quarry,Nebraska,,
occ:187469,18469,Ustatochoerus medius novomexicanus,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-102.5,42.700001,23.04,5.333,14.186499999999999,Miocene,terrestrial indet.,,,Wolf Creek (Nebraska),Nebraska,,
occ:187470,18470,Alilepus,Alilepus,Leporidae,Lagomorpha,herbivore,genus,Alilepus,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187471,18470,Archaeolaginae,,Leporidae,Lagomorpha,herbivore,indeterminate,,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187472,18470,Pliosaccomys dubius,Pliosaccomys,Geomyidae,Rodentia,herbivore,genus,Pliosaccomys,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187473,18470,Nothodipoides planus,Nothodipoides,Castoridae,Rodentia,herbivore,genus,Nothodipoides,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187474,18470,Amebelodon,Amebelodon,Gomphotheriidae,Proboscidea,herbivore,genus,Amebelodon,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187475,18470,Pliauchenia magnifontis,Pliauchenia,Camelidae,Artiodactyla,herbivore,genus,Pliauchenia,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187476,18470,Palaeomerycidae,,Palaeomerycidae,Artiodactyla,herbivore,indeterminate,,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187477,18470,Cosoryx furcatus,Cosoryx,Antilocapridae,Artiodactyla,herbivore,genus,Cosoryx,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187478,18470,Merycodus major,Merycodus,Antilocapridae,Artiodactyla,herbivore,genus,Merycodus,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-521),South Dakota,,
occ:187479,18471,Hipparionini,,Equidae,Perissodactyla,herbivore,indeterminate,,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-522),South Dakota,,
occ:187480,18472,Nothodipoides planus,Nothodipoides,Castoridae,Rodentia,herbivore,genus,Nothodipoides,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-523),South Dakota,,
occ:187481,18472,Cosoryx furcatus,Cosoryx,Antilocapridae,Artiodactyla,herbivore,genus,Cosoryx,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-523),South Dakota,,
occ:187482,18473,Mionictis pristinus,Mionictis,Mustelidae,Carnivora,predator,genus,Mionictis,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-524),South Dakota,,
occ:187483,18473,Cosoryx furcatus,Cosoryx,Antilocapridae,Artiodactyla,herbivore,genus,Cosoryx,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-524),South Dakota,,
occ:187484,18474,Pseudhipparion gratum,Pseudhipparion,Equidae,Perissodactyla,herbivore,genus,Pseudhipparion,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-525),South Dakota,,
occ:187485,18474,Hipparionini,,Equidae,Perissodactyla,herbivore,indeterminate,,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-525),South Dakota,,
occ:187486,18474,Equini,,Equidae,Perissodactyla,herbivore,indeterminate,,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-525),South Dakota,,
occ:187487,18474,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-102.5,43.299999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,,,Wolf Creek (SDSM V-525),South Dakota,,
