oid,vid,flg,rnk,nam,par,rid,ext,noc,phl,cll,fml,odl,gnl,ttl,tdf,acc,acr,acn
txn:38683,,,genus,Alamosaurus,txn:58925,ref:14569,0,38,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Alamosaurus,,,,,
txn:63399,,,species,Alamosaurus sanjuanensis,txn:38683,ref:14569,0,31,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Alamosaurus,,,,,
txn:461989,,,genus,Ibirania,txn:58925,ref:82599,0,3,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Ibirania,Ibirania parva,,,,
txn:461990,,,species,Ibirania parva,txn:461989,ref:82599,0,3,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Ibirania,,,,,
txn:65534,,,genus,Bonatitan,txn:58925,ref:13269,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Bonatitan,,,,,
txn:65535,,,species,Bonatitan reigi,txn:65534,ref:13269,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Bonatitan,,,,,
txn:304099,,,tribe,Saltasaurini,txn:58925,ref:45986,0,19,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,,Saltasaurus,,,,
txn:38693,,,genus,Saltasaurus,txn:304099,ref:11730,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Saltasaurus,,,,,
txn:58838,,,species,Saltasaurus loricatus,txn:38693,ref:11730,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Saltasaurus,,,,,
txn:64317,,,genus,Neuquensaurus,txn:304099,ref:17252,0,15,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Neuquensaurus,,,,,
txn:64319,var:64321,,species,Neuquensaurus robustus,txn:64317,ref:63986,0,3,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Neuquensaurus,,"nomen dubium, species not entered",txn:64317,5.0,Neuquensaurus
txn:38707,,,genus,Microcoelus,txn:304099,ref:36798,0,15,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Neuquensaurus,Microcoelus patagonicus,subjective synonym of,txn:64317,5.0,Neuquensaurus
txn:66263,,,species,Microcoelus patagonicus,txn:64317,ref:36798,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Neuquensaurus,,"nomen dubium, species not entered",txn:64317,5.0,Neuquensaurus
txn:38691,,,genus,Loricosaurus,txn:304099,ref:63986,0,15,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Neuquensaurus,,subjective synonym of,txn:64317,5.0,Neuquensaurus
txn:64314,var:64315,,species,Neuquensaurus australis,txn:64317,ref:36798,0,8,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Neuquensaurus,,,,,
txn:53388,var:363788,,species,Loricosaurus scutatus,txn:64317,ref:63986,0,8,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Neuquensaurus,,subjective synonym of,txn:64314,3.0,Neuquensaurus australis
txn:400333,,,genus,Yamanasaurus,txn:58925,ref:71145,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Yamanasaurus,,,,,
txn:400334,,,species,Yamanasaurus lojaensis,txn:400333,ref:71145,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Yamanasaurus,,,,,
txn:66612,,,genus,Rocasaurus,txn:58925,ref:13885,0,4,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Rocasaurus,,,,,
txn:66613,,,species,Rocasaurus muniozi,txn:66612,ref:13885,0,2,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Rocasaurus,,,,,
txn:498067,,,genus,Qunkasaura,txn:64335,ref:89363,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Qunkasaura,Qunkasaura pintiquiniestra,,,,
txn:498068,,,species,Qunkasaura pintiquiniestra,txn:498067,ref:89363,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Qunkasaura,,,,,
txn:474890,,,genus,Igai,txn:64335,ref:85336,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Igai,Igai semkhu,,,,
txn:474895,,,species,Igai semkhu,txn:474890,ref:85336,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Igai,,,,,
txn:450821,,,genus,Abditosaurus,txn:64335,ref:79613,0,2,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Abditosaurus,Abditosaurus kuehnei,,,,
txn:450822,,,species,Abditosaurus kuehnei,txn:450821,ref:79613,0,2,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Abditosaurus,,,,,
txn:437523,,,genus,Nicksaurus,txn:64335,ref:76822,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Nicksaurus,,,,,
txn:437524,,,species,Nicksaurus razashahi,txn:437523,ref:76822,0,1,Chordata,Saurischia,Saltasauridae,NO_ORDER_SPECIFIED,Nicksaurus,,,,,
txn:488851,,,genus,Titanomachya,txn:455537,ref:88168,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Titanomachya,Titanomachya gimenezi,,,,
txn:488852,,,species,Titanomachya gimenezi,txn:488851,ref:88168,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Titanomachya,,,,,
txn:57532,,,genus,Rapetosaurus,txn:455537,ref:24618,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Rapetosaurus,,,,,
txn:57533,,,species,Rapetosaurus krausei,txn:57532,ref:24618,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Rapetosaurus,,,,,
txn:488757,,,genus,Udelartitan,txn:455537,ref:88151,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Udelartitan,Udelartitan celeste,,,,
txn:488758,,,species,Udelartitan celeste,txn:488757,ref:88151,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Udelartitan,,,,,
txn:176783,,,genus,Tapuiasaurus,txn:455537,ref:35114,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tapuiasaurus,,,,,
txn:176784,,,species,Tapuiasaurus macedoi,txn:176783,ref:35114,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tapuiasaurus,,,,,
txn:64313,,,genus,Isisaurus,txn:455537,ref:12557,0,7,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Isisaurus,,,,,
txn:64311,var:64312,,species,Isisaurus colberti,txn:64313,ref:4177,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Isisaurus,,,,,
txn:400667,,,genus,Nullotitan,txn:71974,ref:71193,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Nullotitan,Nullotitan glaciaris,,,,
txn:400668,,,species,Nullotitan glaciaris,txn:400667,ref:71193,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Nullotitan,,,,,
txn:56411,,,family,Nemegtosauridae,txn:71974,ref:16727,0,8,Chordata,Saurischia,Nemegtosauridae,NO_ORDER_SPECIFIED,,,,,,
txn:38672,,,genus,Quaesitosaurus,txn:56411,ref:67916,0,1,Chordata,Saurischia,Nemegtosauridae,NO_ORDER_SPECIFIED,Quaesitosaurus,,,,,
txn:66618,,,species,Quaesitosaurus orientalis,txn:38672,ref:67916,0,1,Chordata,Saurischia,Nemegtosauridae,NO_ORDER_SPECIFIED,Quaesitosaurus,,,,,
txn:38671,,,genus,Nemegtosaurus,txn:56411,ref:9903,0,3,Chordata,Saurischia,Nemegtosauridae,NO_ORDER_SPECIFIED,Nemegtosaurus,,,,,
txn:54841,,,species,Nemegtosaurus mongoliensis,txn:38671,ref:9903,0,1,Chordata,Saurischia,Nemegtosauridae,NO_ORDER_SPECIFIED,Nemegtosaurus,,,,,
txn:54842,,,species,Nemegtosaurus pachi,txn:38671,ref:9258,0,1,Chordata,Saurischia,Nemegtosauridae,NO_ORDER_SPECIFIED,Nemegtosaurus,,"nomen dubium, species not entered",txn:38671,5.0,Nemegtosaurus
txn:81766,,,genus,Jainosaurus,txn:71974,ref:17720,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Jainosaurus,,,,,
txn:57452,var:81767,,species,Jainosaurus septentrionalis,txn:81766,ref:7271,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Jainosaurus,,,,,
txn:384013,,,genus,Kaijutitan,txn:71974,ref:68345,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Kaijutitan,Kaijutitan maui,,,,
txn:384014,,,species,Kaijutitan maui,txn:384013,ref:68345,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Kaijutitan,,,,,
txn:67559,,,species,Antarctosaurus jaxarticus,txn:71974,ref:15559,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:71974,25.0,Lithostrotia
txn:38685,,,genus,Antarctosaurus,txn:71974,ref:16866,0,8,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Antarctosaurus,,,,,
txn:66264,,,species,Antarctosaurus wichmannianus,txn:38685,ref:63986,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Antarctosaurus,,,,,
txn:66265,,,species,Antarctosaurus giganteus,txn:38685,ref:63986,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Antarctosaurus,,"nomen dubium, species not entered",txn:38685,5.0,Antarctosaurus
txn:66266,,,species,Antarctosaurus brasiliensis,txn:38685,ref:13713,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Antarctosaurus,,"nomen dubium, species not entered",txn:38685,5.0,Antarctosaurus
txn:294729,,,genus,Vahiny,txn:71974,ref:51085,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Vahiny,,,,,
txn:294730,,,species,Vahiny depereti,txn:294729,ref:51085,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Vahiny,,,,,
txn:57455,,,genus,Malawisaurus,txn:71974,ref:10523,0,8,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Malawisaurus,,,,,
txn:57457,var:57458,,species,Malawisaurus dixeyi,txn:57455,ref:18591,0,8,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Malawisaurus,,,,,
txn:180311,,,genus,Atacamatitan,txn:71974,ref:35569,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Atacamatitan,Atacamatitan chilensis,,,,
txn:180312,,,species,Atacamatitan chilensis,txn:180311,ref:35569,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Atacamatitan,,,,,
txn:66268,,,genus,Pellegrinisaurus,txn:71974,ref:13714,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Pellegrinisaurus,,,,,
txn:66269,,,species,Pellegrinisaurus powelli,txn:66268,ref:13714,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Pellegrinisaurus,,,,,
txn:433884,,,genus,Arackar,txn:71974,ref:75813,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Arackar,Arackar licanantay,,,,
txn:433885,,,species,Arackar licanantay,txn:433884,ref:75813,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Arackar,,,,,
txn:519814,,,unranked clade,Argentinosauria,txn:71974,ref:94682,0,0,Chordata,Saurischia,,,,,,,,
txn:64373,,,genus,Paralititan,txn:71974,ref:12577,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Paralititan,,,,,
txn:64374,,,species,Paralititan stromeri,txn:64373,ref:12577,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Paralititan,,,,,
txn:359110,,,genus,Shingopana,txn:71974,ref:63147,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Shingopana,Shingopana songwensis,,,,
txn:359111,,,species,Shingopana songwensis,txn:359110,ref:63147,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Shingopana,,,,,
txn:480843,,,genus,Bustingorrytitan,txn:71974,ref:86926,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Bustingorrytitan,Bustingorrytitan shiva,,,,
txn:480844,,,species,Bustingorrytitan shiva,txn:480843,ref:86926,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Bustingorrytitan,,,,,
txn:100436,,,unranked clade,Aeolosaurini,txn:71974,ref:24999,0,20,Chordata,Saurischia,,,,,,,,
txn:85462,,,genus,Baurutitan,txn:100436,ref:18659,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Baurutitan,,,,,
txn:85463,,,species,Baurutitan britoi,txn:85462,ref:18659,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Baurutitan,,,,,
txn:85461,,,species,Trigonosaurus pricei,txn:85462,ref:18658,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Baurutitan,,subjective synonym of,txn:85463,3.0,Baurutitan britoi
txn:85460,,,genus,Trigonosaurus,txn:100436,ref:18658,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Baurutitan,,subjective synonym of,txn:85462,5.0,Baurutitan
txn:172032,,,genus,Panamericansaurus,txn:100436,ref:34054,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Panamericansaurus,Panamericansaurus schroederi,,,,
txn:172033,,,species,Panamericansaurus schroederi,txn:172032,ref:34054,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Panamericansaurus,,,,,
txn:66573,,,genus,Gondwanatitan,txn:100436,ref:13867,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Gondwanatitan,,,,,
txn:66574,,,species,Gondwanatitan faustoi,txn:66573,ref:13867,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Gondwanatitan,,,,,
txn:523952,,,genus,Mesetasaurus,txn:100436,ref:95771,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Mesetasaurus,Mesetasaurus protector,,,,
txn:523953,,,species,Mesetasaurus protector,txn:523952,ref:95771,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Mesetasaurus,,,,,
txn:463610,,,genus,Caieiria,txn:100436,ref:83113,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Caieiria,Caieiria allocaudata,,,,
txn:463611,,,species,Caieiria allocaudata,txn:463610,ref:83113,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Caieiria,,,,,
txn:53964,,,genus,Aeolosaurus,txn:100436,ref:11740,0,6,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aeolosaurus,Aeolosaurus rionegrinus,,,,
txn:58847,,,species,Aeolosaurus rionegrinus,txn:53964,ref:11740,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aeolosaurus,,,,,
txn:100435,,,species,Aeolosaurus colhuehuapensis,txn:53964,ref:24300,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aeolosaurus,,,,,
txn:233928,,,genus,Elaltitan,txn:71974,ref:41410,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Elaltitan,,,,,
txn:233929,,,species,Elaltitan lilloi,txn:233928,ref:41410,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Elaltitan,,,,,
txn:57466,,,genus,Epachthosaurus,txn:71974,ref:24617,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Epachthosaurus,,,,,
txn:57467,,,species,Epachthosaurus sciuttoi,txn:57466,ref:24617,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Epachthosaurus,,,,,
txn:153725,,,genus,Barrosasaurus,txn:55585,ref:30673,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Barrosasaurus,,,,,
txn:153726,,,species,Barrosasaurus casamiquelai,txn:153725,ref:30673,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Barrosasaurus,,,,,
txn:38675,,,genus,Austrosaurus,txn:66514,ref:9481,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Austrosaurus,Austrosaurus mckillopi,,,,
txn:55571,,,species,Austrosaurus mckillopi,txn:38675,ref:9481,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Austrosaurus,,,,,
txn:438442,,,genus,Australotitan,txn:66514,ref:77067,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Australotitan,Australotitan cooperensis,nomen dubium,txn:66514,25.0,Somphospondyli
txn:66616,,,genus,Sauroposeidon,txn:66514,ref:6837,0,6,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sauroposeidon,,,,,
txn:105989,,,genus,Paluxysaurus,txn:66514,ref:25140,0,6,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sauroposeidon,,subjective synonym of,txn:66616,5.0,Sauroposeidon
txn:66617,,,species,Sauroposeidon proteles,txn:66616,ref:6837,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sauroposeidon,,,,,
txn:105990,,,species,Paluxysaurus jonesi,txn:66616,ref:25140,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sauroposeidon,,subjective synonym of,txn:66617,3.0,Sauroposeidon proteles
txn:477081,,,genus,Jiangxititan,txn:66514,ref:85823,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Jiangxititan,Jiangxititan ganzhouensis,,,,
txn:477082,,,species,Jiangxititan ganzhouensis,txn:477081,ref:85823,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Jiangxititan,,,,,
txn:100783,,,genus,Australodocus,txn:66514,ref:24373,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Australodocus,Australodocus bohetii,,,,
txn:100784,,,species,Australodocus bohetii,txn:100783,ref:24373,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Australodocus,,,,,
txn:178321,,,genus,Brontomerus,txn:66514,ref:35299,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Brontomerus,,,,,
txn:178323,,,species,Brontomerus mcintoshi,txn:178321,ref:35299,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Brontomerus,,,,,
txn:356194,,,genus,Europatitan,txn:66514,ref:62571,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Europatitan,Europatitan eastwoodi,,,,
txn:356195,,,species,Europatitan eastwoodi,txn:356194,ref:62571,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Europatitan,,,,,
txn:163872,,,species,Arkharavia heterocoelica,txn:66514,ref:32161,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:66514,25.0,Somphospondyli
txn:371005,,,genus,Sibirotitan,txn:66514,ref:65771,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sibirotitan,Sibirotitan astrosacralis,,,,
txn:371006,,,species,Sibirotitan astrosacralis,txn:371005,ref:65771,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sibirotitan,,,,,
txn:350050,,,genus,Triunfosaurus,txn:66514,ref:61524,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Triunfosaurus,Triunfosaurus leonardii,,,,
txn:350051,,,species,Triunfosaurus leonardii,txn:350050,ref:61524,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Triunfosaurus,,,,,
txn:253236,,,genus,Astrophocaudia,txn:66514,ref:42808,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Astrophocaudia,Astrophocaudia slaughteri,,,,
txn:253237,,,species,Astrophocaudia slaughteri,txn:253236,ref:42808,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Astrophocaudia,,,,,
txn:180383,,,genus,Angolatitan,txn:66514,ref:35572,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Angolatitan,,,,,
txn:180384,,,species,Angolatitan adamastor,txn:180383,ref:35572,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Angolatitan,,,,,
txn:327236,,,genus,Padillasaurus,txn:66514,ref:56195,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Padillasaurus,,,,,
txn:327237,,,species,Padillasaurus leivaensis,txn:327236,ref:56195,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Padillasaurus,,,,,
txn:432385,,,unranked clade,Diamantinasauria,txn:66514,ref:75263,0,28,Chordata,Saurischia,,,,,,,,
txn:148968,,,genus,Diamantinasaurus,txn:432385,ref:30242,0,6,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Diamantinasaurus,Diamantinasaurus matildae,,,,
txn:148969,,,species,Diamantinasaurus matildae,txn:148968,ref:30242,0,6,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Diamantinasaurus,,,,,
txn:438443,,,species,Australotitan cooperensis,txn:432385,ref:77067,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:432385,25.0,Diamantinasauria
txn:347241,,,genus,Savannasaurus,txn:432385,ref:60643,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Savannasaurus,Savannasaurus elliottorum,,,,
txn:347242,,,species,Savannasaurus elliottorum,txn:347241,ref:60643,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Savannasaurus,,,,,
txn:340068,,,genus,Sarmientosaurus,txn:432385,ref:58994,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sarmientosaurus,,,,,
txn:340069,,,species,Sarmientosaurus musacchioi,txn:340068,ref:58994,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Sarmientosaurus,,,,,
txn:148970,,,genus,Wintonotitan,txn:432385,ref:30242,0,7,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Wintonotitan,Wintonotitan wattsi,,,,
txn:148971,,,species,Wintonotitan wattsi,txn:148970,ref:30242,0,7,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Wintonotitan,,,,,
txn:366664,,,genus,Mansourasaurus,txn:432385,ref:64842,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Mansourasaurus,,,,,
txn:366665,,,species,Mansourasaurus shahinae,txn:366664,ref:64842,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Mansourasaurus,,,,,
txn:268506,,,genus,Yunmenglong,txn:66514,ref:46915,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Yunmenglong,Yunmenglong ruyangensis,,,,
txn:268507,,,species,Yunmenglong ruyangensis,txn:268506,ref:46915,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Yunmenglong,,,,,
txn:38688,,,genus,Chubutisaurus,txn:66514,ref:10338,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Chubutisaurus,,,,,
txn:53963,,,species,Chubutisaurus insignis,txn:38688,ref:10338,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Chubutisaurus,,,,,
txn:433625,,,genus,Dzharatitanis,txn:66514,ref:75738,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Dzharatitanis,Dzharatitanis kingi,,,,
txn:433626,,,species,Dzharatitanis kingi,txn:433625,ref:75738,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Dzharatitanis,,,,,
txn:133726,,,genus,Huanghetitan,txn:66514,ref:28417,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Huanghetitan,,,,,
txn:133728,,,species,Huanghetitan liujiaxiaensis,txn:133726,ref:28417,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Huanghetitan,,,,,
txn:138439,,,genus,Tastavinsaurus,txn:66514,ref:28879,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tastavinsaurus,,,,,
txn:138440,,,species,Tastavinsaurus sanzi,txn:138439,ref:28879,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tastavinsaurus,,,,,
txn:66074,,,genus,Jiangshanosaurus,txn:66514,ref:13643,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Jiangshanosaurus,,,,,
txn:66075,,,species,Jiangshanosaurus lixianensis,txn:66074,ref:13643,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Jiangshanosaurus,,,,,
