oid,vid,flg,rnk,nam,par,rid,ext,noc,phl,cll,fml,odl,gnl,ttl,tdf,acc,acr,acn
txn:66538,,,genus,Platysaurus,txn:54157,ref:13854,0,36,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Plateosaurus,,subjective synonym of,txn:38644,5.0,Plateosaurus
txn:443778,,,genus,Issi,txn:54157,ref:78483,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Issi,Issi saaneq,,,,
txn:443779,,,species,Issi saaneq,txn:443778,ref:78483,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Issi,,,,,
txn:173567,,,genus,Xixiposaurus,txn:54157,ref:34475,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Xixiposaurus,,,,,
txn:173568,,,species,Xixiposaurus suni,txn:173567,ref:34475,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Xixiposaurus,,,,,
txn:67772,,IF,genus,Navahopus,txn:54157,ref:14491,0,4,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Navahopus,Navahopus falcipollex,,,,
txn:67773,,IF,species,Navahopus falcipollex,txn:67772,ref:14491,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Navahopus,,,,,
txn:131329,,I,species,Navahopus coyoteensis,txn:67772,ref:27958,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Navahopus,,,,,
txn:57460,,,family,Ammosauridae,txn:38633,ref:62966,0,72,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,,Ammosaurus,subjective synonym of,txn:54157,9.0,Plateosauridae
txn:65099,,,genus,Ruehleia,txn:54157,ref:12994,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Ruehleia,Ruehleia bedheimensis,,,,
txn:65100,,,species,Ruehleia bedheimensis,txn:65099,ref:12994,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Ruehleia,,,,,
txn:56593,,,genus,Plateosauravus,txn:54157,ref:29483,0,2,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Plateosauravus,Plateosauravus cullingworthi,,,,
txn:56591,var:56592,,species,Plateosauravus cullingworthi,txn:56593,ref:9818,0,2,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Plateosauravus,,,,,
txn:57420,,,family,Sellosauridae,txn:38633,ref:10510,0,72,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,,,subjective synonym of,txn:54157,9.0,Plateosauridae
txn:38639,,,genus,Coloradia,txn:54157,ref:13923,0,0,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Coloradia,,,,,
txn:62958,,,genus,Unaysaurus,txn:54157,ref:11929,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Unaysaurus,,,,,
txn:62959,,,species,Unaysaurus tolentinoi,txn:62958,ref:11929,0,1,Chordata,Saurischia,Plateosauridae,NO_ORDER_SPECIFIED,Unaysaurus,,,,,
txn:515784,,,genus,Huayracursor,txn:38633,ref:93251,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Huayracursor,Huayracursor jaguensis,,,,
txn:515785,,,species,Huayracursor jaguensis,txn:515784,ref:93251,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Huayracursor,,,,,
txn:57453,,,genus,Eoraptor,txn:38633,ref:6971,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Eoraptor,,,,,
txn:57454,,,species,Eoraptor lunensis,txn:57453,ref:6971,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Eoraptor,,,,,
txn:155156,,IF,genus,Lavinipes,txn:38633,ref:65917,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Lavinipes,Lavinipes cheminii,,,,
txn:353511,,IF,species,Lavinipes cheminii,txn:155156,ref:65917,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Lavinipes,,,,,
txn:243274,,,genus,Nambalia,txn:38633,ref:42497,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Nambalia,,,,,
txn:243275,,,species,Nambalia roychowdhurii,txn:243274,ref:42497,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Nambalia,,,,,
txn:66746,,,subfamily,Saturnaliidae,txn:38633,ref:42426,0,9,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,,,,,,
txn:243372,,,genus,Pampadromaeus,txn:66746,ref:42509,0,3,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,Pampadromaeus,Pampadromaeus barberenai,,,,
txn:243373,,,species,Pampadromaeus barberenai,txn:243372,ref:42509,0,2,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,Pampadromaeus,,,,,
txn:142533,,,genus,Panphagia,txn:66746,ref:29302,0,1,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,Panphagia,,,,,
txn:142534,,,species,Panphagia protos,txn:142533,ref:29302,0,1,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,Panphagia,,,,,
txn:242719,,,genus,Chromogisaurus,txn:66746,ref:42426,0,1,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,Chromogisaurus,,,,,
txn:242722,,,species,Chromogisaurus novasi,txn:242719,ref:42426,0,1,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,Chromogisaurus,,,,,
txn:68123,,,genus,Saturnalia,txn:66746,ref:7097,0,3,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,Saturnalia,,,,,
txn:68124,,,species,Saturnalia tupiniquim,txn:68123,ref:7097,0,2,Chordata,Saurischia,Saturnaliidae,NO_ORDER_SPECIFIED,Saturnalia,,,,,
txn:66572,,,family,Guaibasauridae,txn:38633,ref:13866,0,5,Chordata,Saurischia,Guaibasauridae,NO_ORDER_SPECIFIED,,,,,,
txn:258858,,,subfamily,Saturnaliinae,txn:66572,ref:42426,0,0,Chordata,Saurischia,Guaibasauridae,NO_ORDER_SPECIFIED,,,,,,
txn:66570,,,genus,Guaibasaurus,txn:66572,ref:13866,0,3,Chordata,Saurischia,Guaibasauridae,NO_ORDER_SPECIFIED,Guaibasaurus,,,,,
txn:66571,,,species,Guaibasaurus candelariensis,txn:66570,ref:13866,0,2,Chordata,Saurischia,Guaibasauridae,NO_ORDER_SPECIFIED,Guaibasaurus,,,,,
txn:53364,,,genus,Agnosphitys,txn:66572,ref:7095,0,1,Chordata,Saurischia,Guaibasauridae,NO_ORDER_SPECIFIED,Agnosphitys,,,,,
txn:53365,,,species,Agnosphitys cromhallensis,txn:53364,ref:7095,0,1,Chordata,Saurischia,Guaibasauridae,NO_ORDER_SPECIFIED,Agnosphitys,,,,,
txn:423011,,,genus,Kholumolumo,txn:38633,ref:72974,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Kholumolumo,Kholumolumo ellenbergerorum,,,,
txn:423012,,,species,Kholumolumo ellenbergerorum,txn:423011,ref:72974,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Kholumolumo,,,,,
txn:174084,,,genus,Pachysuchus,txn:38633,ref:43938,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Pachysuchus,Pachysuchus imperfectus,nomen dubium,txn:38633,25.0,Sauropodomorpha
txn:174085,,,species,Pachysuchus imperfectus,txn:174084,ref:43938,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Pachysuchus,,"nomen dubium, species not entered",txn:38633,25.0,Sauropodomorpha
txn:53022,,,genus,Thecodontosaurus,txn:38633,ref:44685,0,14,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Thecodontosaurus,,,,,
txn:57413,,,species,Thecodontosaurus latespinatus,txn:53022,ref:16920,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Thecodontosaurus,,"nomen vanum, species not entered",txn:53022,5.0,Thecodontosaurus
txn:57414,,,species,Thecodontosaurus subcylindrodon,txn:53022,ref:16920,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Thecodontosaurus,,"nomen vanum, species not entered",txn:53022,5.0,Thecodontosaurus
txn:56627,,,species,Thecodontosaurus antiquus,txn:53022,ref:9816,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Thecodontosaurus,,,,,
txn:133364,,,species,Thecodontosaurus minimus,txn:53022,ref:28154,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Thecodontosaurus,,,,,
txn:188978,,,genus,Arcusaurus,txn:38633,ref:36469,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Arcusaurus,,,,,
txn:188979,,,species,Arcusaurus pereirabdalorum,txn:188978,ref:36469,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Arcusaurus,,,,,
txn:64391,,,genus,Efraasia,txn:38633,ref:17407,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Efraasia,,,,,
txn:54997,var:91403,,species,Efraasia minor,txn:64391,ref:9279,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Efraasia,,,,,
txn:64389,var:64393,,species,Palaeosaurus diagnosticus,txn:64391,ref:26359,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Efraasia,,subjective synonym of,txn:54997,3.0,Efraasia minor
txn:57411,,,species,Sellosaurus fraasi,txn:64391,ref:10510,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Efraasia,,subjective synonym of,txn:54997,3.0,Efraasia minor
txn:464563,,,genus,Mbiresaurus,txn:38633,ref:83255,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Mbiresaurus,Mbiresaurus raathi,,,,
txn:464564,,,species,Mbiresaurus raathi,txn:464563,ref:83255,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Mbiresaurus,,,,,
txn:477695,,,genus,Qianlong,txn:38633,ref:86097,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Qianlong,Qianlong shouhu,,,,
txn:477696,,,species,Qianlong shouhu,txn:477695,ref:86097,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Qianlong,,,,,
txn:56626,,IF,family,Thecodontosauridae,txn:38633,ref:9816,0,7,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,,Thecodontosaurus,,,,
txn:133276,,IF,genus,Trichristolopus,txn:56626,ref:28154,0,1,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Trichristolopus,Trichristolopus dubius,,,,
txn:133277,,IF,species,Trichristolopus dubius,txn:133276,ref:28154,0,1,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Trichristolopus,,,,,
txn:133289,,IF,genus,Pseudotrisauropus,txn:56626,ref:28154,0,6,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Pseudotrisauropus,Pseudotrisauropus humilis,,,,
txn:133291,,IF,species,Pseudotrisauropus minusculus,txn:133289,ref:28154,0,1,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Pseudotrisauropus,,,,,
txn:133342,,IF,species,Pseudotrisauropus dieterleni,txn:133289,ref:28154,0,1,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Pseudotrisauropus,,,,,
txn:133343,,IF,species,Pseudotrisauropus maserui,txn:133289,ref:28154,0,1,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Pseudotrisauropus,,,,,
txn:133341,,IF,species,Pseudotrisauropus subengensis,txn:133289,ref:28154,0,1,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Pseudotrisauropus,,,,,
txn:133301,,IF,species,Pseudotrisauropus molekoi,txn:133289,ref:28154,0,1,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Pseudotrisauropus,,,,,
txn:133290,,IF,species,Pseudotrisauropus humilis,txn:133289,ref:28154,0,1,Chordata,Saurischia,Thecodontosauridae,NO_ORDER_SPECIFIED,Pseudotrisauropus,,,,,
txn:181611,,,unranked clade,Massopoda,txn:38633,ref:35696,0,3770,Chordata,Saurischia,,,,,,,,
txn:38637,,,genus,Anchisaurus,txn:181611,ref:9053,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Anchisaurus,Anchisaurus polyzelus,,,,
txn:54160,,,genus,Megadactylus,txn:181611,ref:30861,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Anchisaurus,Anchisaurus polyzelus,replaced by,txn:38637,5.0,Anchisaurus
txn:53019,,,genus,Amphisaurus,txn:181611,ref:7819,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Anchisaurus,Anchisaurus polyzelus,replaced by,txn:38637,5.0,Anchisaurus
txn:54151,var:64382,,species,Anchisaurus polyzelus,txn:38637,ref:30861,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Anchisaurus,,,,,
txn:63763,var:54161,,species,Ammosaurus major,txn:38637,ref:10620,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Anchisaurus,,subjective synonym of,txn:54151,3.0,Anchisaurus polyzelus
txn:63775,,,species,Anchisaurus colurus,txn:38637,ref:12251,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Anchisaurus,,subjective synonym of,txn:54151,3.0,Anchisaurus polyzelus
txn:57619,,,species,Anchisaurus solus,txn:38637,ref:10622,0,4,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Anchisaurus,,subjective synonym of,txn:54151,3.0,Anchisaurus polyzelus
txn:466650,,,genus,Tuebingosaurus,txn:181611,ref:83610,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tuebingosaurus,Tuebingosaurus maierfritzorum,,,,
txn:466651,,,species,Tuebingosaurus maierfritzorum,txn:466650,ref:83610,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Tuebingosaurus,,,,,
txn:181612,,,unranked clade,Riojasauridae,txn:181611,ref:35696,0,6,Chordata,Saurischia,Riojasauridae,,,Riojasaurus,,,,
txn:56613,,,genus,Eucnemesaurus,txn:181612,ref:14536,0,4,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Eucnemesaurus,Eucnemesaurus fortis,,,,
txn:56614,,,species,Eucnemesaurus fortis,txn:56613,ref:14536,0,3,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Eucnemesaurus,,,,,
txn:55003,,,species,Aliwalia rex,txn:56613,ref:9279,0,3,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Eucnemesaurus,,subjective synonym of,txn:56614,3.0,Eucnemesaurus fortis
txn:327194,,,species,Eucnemesaurus entaxonis,txn:56613,ref:56187,0,1,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Eucnemesaurus,,,,,
txn:55002,,,genus,Aliwalia,txn:181612,ref:9279,0,4,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Eucnemesaurus,,subjective synonym of,txn:56613,5.0,Eucnemesaurus
txn:38649,,,genus,Riojasaurus,txn:181612,ref:13920,0,2,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Riojasaurus,,,,,
txn:56585,,,species,Riojasaurus incertus,txn:38649,ref:13920,0,2,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Riojasaurus,,,,,
txn:56588,,,species,Strenusaurus procerus,txn:38649,ref:13920,0,2,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Riojasaurus,,subjective synonym of,txn:56585,3.0,Riojasaurus incertus
txn:56587,,,genus,Strenusaurus,txn:181612,ref:13920,0,2,Chordata,Saurischia,Riojasauridae,NO_ORDER_SPECIFIED,Riojasaurus,Strenusaurus procerus,subjective synonym of,txn:38649,5.0,Riojasaurus
txn:56621,,,family,Massospondylidae,txn:181611,ref:62966,0,121,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,,Massospondylus,,,,
txn:171910,,,genus,Sarahsaurus,txn:56621,ref:34012,0,2,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Sarahsaurus,Sarahsaurus aurifontanalis,,,,
txn:171911,,,species,Sarahsaurus aurifontanalis,txn:171910,ref:34012,0,2,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Sarahsaurus,,,,,
txn:110385,,,genus,Pradhania,txn:56621,ref:25610,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Pradhania,,,,,
txn:110386,,,species,Pradhania gracilis,txn:110385,ref:25610,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Pradhania,,,,,
txn:38642,,,genus,Massospondylus,txn:56621,ref:9842,0,80,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Massospondylus,Massospondylus carinatus,,,,
txn:68914,,,species,Massospondylus hislopi,txn:38642,ref:18384,0,0,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Massospondylus,,,,,
txn:56595,,,species,Massospondylus carinatus,txn:38642,ref:9842,0,11,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Massospondylus,,,,,
txn:189828,,,species,Massospondylus kaalae,txn:38642,ref:36501,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Massospondylus,,,,,
txn:117149,,,genus,Glacialisaurus,txn:56621,ref:26326,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Glacialisaurus,Glacialisaurus hammeri,,,,
txn:117150,,,species,Glacialisaurus hammeri,txn:117149,ref:26326,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Glacialisaurus,,,,,
txn:68583,,,genus,Coloradisaurus,txn:56621,ref:15136,0,2,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Coloradisaurus,,,,,
txn:66680,var:68584,,species,Coloradisaurus brevis,txn:68583,ref:13923,0,2,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Coloradisaurus,,,,,
txn:146361,,,genus,Adeopapposaurus,txn:56621,ref:29824,0,2,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Adeopapposaurus,,,,,
txn:146362,,,species,Adeopapposaurus mognai,txn:146361,ref:29824,0,2,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Adeopapposaurus,,,,,
txn:391215,,,genus,Ngwevu,txn:56621,ref:69682,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Ngwevu,Ngwevu intloko,,,,
txn:391216,,,species,Ngwevu intloko,txn:391215,ref:69682,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Ngwevu,,,,,
txn:38641,,,genus,Lufengosaurus,txn:56621,ref:12539,0,28,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Lufengosaurus,,,,,
txn:313234,,,species,Lufengosaurus changduensis,txn:38641,ref:46057,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Lufengosaurus,,,,,
txn:64306,,,species,Lufengosaurus magnus,txn:38641,ref:63985,0,11,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Lufengosaurus,,,,,
txn:56597,,,species,Lufengosaurus huenei,txn:38641,ref:12539,0,12,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Lufengosaurus,,,,,
txn:242728,,,genus,Leyesaurus,txn:56621,ref:42432,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Leyesaurus,,,,,
txn:242729,,,species,Leyesaurus marayensis,txn:242728,ref:42432,0,1,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Leyesaurus,,,,,
txn:172910,,,genus,Ignavusaurus,txn:56621,ref:34260,0,2,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Ignavusaurus,Ignavusaurus rachelis,,,,
txn:172911,,,species,Ignavusaurus rachelis,txn:172910,ref:34260,0,2,Chordata,Saurischia,Massospondylidae,NO_ORDER_SPECIFIED,Ignavusaurus,,,,,
txn:519380,,,genus,Wudingloong,txn:181611,ref:94599,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Wudingloong,Wudingloong wui,,,,
txn:519381,,,species,Wudingloong wui,txn:519380,ref:94599,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Wudingloong,,,,,
txn:519549,,,genus,Xiangyunloong,txn:181611,ref:94636,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Xiangyunloong,Xiangyunloong fengming,,,,
txn:519550,,,species,Xiangyunloong fengming,txn:519549,ref:94636,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Xiangyunloong,,,,,
txn:491695,,,genus,Musankwa,txn:181611,ref:88533,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Musankwa,Musankwa sanyatiensis,,,,
txn:491696,,,species,Musankwa sanyatiensis,txn:491695,ref:88533,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Musankwa,,,,,
txn:174880,,,unranked clade,Sauropodiformes,txn:181611,ref:94132,0,3633,Chordata,Saurischia,,,,,,,,
txn:157362,,,genus,Aardonyx,txn:174880,ref:31154,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aardonyx,Aardonyx celestae,,,,
txn:157363,,,species,Aardonyx celestae,txn:157362,ref:31154,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Aardonyx,,,,,
txn:38643,,,genus,Mussaurus,txn:174880,ref:13924,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Mussaurus,Mussaurus patagonicus,,,,
txn:66682,,,species,Mussaurus patagonicus,txn:38643,ref:13924,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Mussaurus,,,,,
txn:56630,,,genus,Yunnanosaurus,txn:174880,ref:12539,0,17,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Yunnanosaurus,,,,,
txn:56629,,,species,Yunnanosaurus huangi,txn:56630,ref:12539,0,7,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Yunnanosaurus,,,,,
txn:64403,,,species,Yunnanosaurus robustus,txn:56630,ref:43938,0,5,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Yunnanosaurus,,,,,
txn:106244,,,species,Yunnanosaurus youngi,txn:56630,ref:25165,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Yunnanosaurus,,,,,
txn:502297,,,genus,Lishulong,txn:174880,ref:90508,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Lishulong,Lishulong wangi,,,,
txn:502299,,,species,Lishulong wangi,txn:502297,ref:90508,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Lishulong,,,,,
txn:38652,,,genus,Blikanasaurus,txn:174880,ref:9521,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Blikanasaurus,Blikanasaurus cromptoni,,,,
txn:55644,,,species,Blikanasaurus cromptoni,txn:38652,ref:9521,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Blikanasaurus,,,,,
txn:38647,,,genus,Camelotia,txn:174880,ref:12792,0,2,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Camelotia,Camelotia borealis,,,,
txn:56586,,,species,Camelotia borealis,txn:38647,ref:12792,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Camelotia,,,,,
txn:38653,var:95571,,unranked clade,Sauropoda,txn:174880,ref:7803,0,3584,Chordata,Saurischia,,,,,,,,
txn:65913,,,genus,Ohmdenosaurus,txn:38653,ref:13560,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ohmdenosaurus,Ohmdenosaurus liasicus,,,,
txn:65914,,,species,Ohmdenosaurus liasicus,txn:65913,ref:13560,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Ohmdenosaurus,,,,,
txn:57096,,,family,Chubutisauridae,txn:38653,ref:10338,0,0,Chordata,Saurischia,Chubutisauridae,NO_ORDER_SPECIFIED,,,,,,
txn:38663,,,genus,Zizhongosaurus,txn:38653,ref:17258,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Zizhongosaurus,Zizhongosaurus chuanchengensis,nomen dubium,txn:38653,25.0,Sauropoda
txn:65675,,,species,Zizhongosaurus chuanchengensis,txn:38663,ref:17258,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Zizhongosaurus,,"nomen dubium, species not entered",txn:38653,25.0,Sauropoda
txn:83019,,,genus,Microsaurops,txn:38653,ref:36192,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Microsaurops,,,,,
txn:83020,,,genus,Microsaurus,txn:38653,ref:15490,0,0,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Microsaurops,,replaced by,txn:83019,5.0,Microsaurops
txn:63794,,,species,Brachiosaurus nougaredi,txn:38653,ref:7056,0,1,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,NO_GENUS_SPECIFIED,,"nomen dubium, species not entered",txn:38653,25.0,Sauropoda
txn:435589,,IF,genus,Calorckosauripus,txn:38653,ref:76343,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Calorckosauripus,,,,,
txn:435590,,IF,species,Calorckosauripus lazari,txn:435589,ref:76343,0,3,Chordata,Saurischia,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Calorckosauripus,,,,,
