area_code,L008_scr,L002_scr,L003_scr,L004_scr,k_mean_scr,anesthesiologist_count,L008_per_anes,L003_per_anes,L002_per_anes,L008_per_surgery,L003_per_surgery,L002_per_surgery,L003_L008_ratio
1803,32.6,15.4,30.3,91.2,56.51428571428573,4,8.15,7.575,3.85,0.5768452982810919,0.5361476238624873,0.27249747219413545,0.9294478527607362
1804,51.1,118.0,58.7,112.1,78.13981481481481,8,6.3875,7.3375,14.75,0.6539559905677146,0.7512175468948111,1.5101136377101825,1.1487279843444227
1901,116.4,175.1,174.3,130.8,109.2436923076923,58,2.006896551724138,3.0051724137931037,3.018965517241379,1.0655077427459287,1.595515460142744,1.6028385374124752,1.4974226804123711
1902,69.1,,60.5,61.8,83.22085308056872,4,17.275,15.125,,0.8303207362354496,0.7269812524203285,,0.8755426917510855
1903,26.3,,26.6,166.9,100.69795918367349,0,,,,0.26117709051112636,0.2641562968667666,,1.0114068441064639
1904,44.9,8.2,31.0,72.4,60.45164319248827,4,11.225,7.75,2.05,0.7427424240070827,0.512806573367919,0.13564560972957856,0.690423162583519
2001,112.8,98.3,131.5,111.5,114.27006578947368,14,8.057142857142857,9.392857142857142,7.021428571428571,0.9871351628327398,1.1507825701463235,0.8602427881778221,1.1657801418439717
2002,56.7,116.4,39.8,56.6,73.98937007874015,6,9.450000000000001,6.633333333333333,19.400000000000002,0.7663262971378099,0.5379151080438241,1.5731989592035462,0.7019400352733686
2003,87.0,46.8,190.3,95.6,96.77739726027397,12,7.25,15.858333333333334,3.9,0.8989702395696946,1.9663682366679642,0.4835839909409391,2.1873563218390806
2004,58.3,0.9,37.7,100.1,77.17219917012449,7,8.328571428571427,5.385714285714286,0.1285714285714286,0.7554533967793101,0.4885178912277872,0.011662230825066537,0.646655231560892
2005,74.1,174.8,163.4,138.7,97.34562737642587,8,9.2625,20.425,21.85,0.7612052230498516,1.6785551072381346,1.795663603091958,2.2051282051282053
2006,31.2,83.2,2.0,57.5,81.38020833333334,1,31.2,2.0,83.2,0.38338559999999994,0.024575999999999997,1.0223616,0.06410256410256411
2007,136.6,109.1,149.6,125.0,154.17060606060608,62,2.203225806451613,2.4129032258064513,1.7596774193548386,0.8860314134479118,0.9703535831025447,0.7076575930246499,1.0951683748169838
2008,68.6,2.8,12.7,103.9,151.8876712328767,4,17.15,3.175,0.7,0.4516495607785133,0.083614423059579,0.018434675950143403,0.18513119533527697
2009,82.7,31.6,136.4,130.8,91.08691588785047,42,1.9690476190476192,3.2476190476190476,0.7523809523809524,0.9079240327098489,1.4974708350861354,0.34692139581174397,1.649334945586457
2010,73.2,52.2,93.9,43.7,102.55540540540542,6,12.200000000000001,15.65,8.700000000000001,0.7137605249634343,0.9156026406293235,0.5089931612444163,1.2827868852459017
2101,83.9,243.8,100.4,186.9,122.91450151057401,62,1.353225806451613,1.6193548387096774,3.9322580645161294,0.682588294862688,0.81682794760684,1.98349256600147,1.1966626936829559
2102,62.1,27.5,41.4,155.3,80.53552631578947,12,5.175,3.4499999999999997,2.2916666666666665,0.7710882742170014,0.5140588494780008,0.34146421160978324,0.6666666666666666
