system,realm,scheme,time_bin,clade,spatial_resolution_deg,n_sites,n_collections,n_occurrences,gamma,median_alpha,median_occupancy,collections_per_site,occurrences_per_site
paleozoic_marine,marine,stage,Sheinwoodian,Crinoidea,20,9,26,117,51,2.0,1.0,2.0,2.0
paleozoic_marine,marine,stage,Telychian,Crinoidea,20,9,90,346,98,3.0,1.0,3.0,5.0
paleozoic_marine,marine,stage,Tournaisian,Crinoidea,20,11,118,1082,127,10.0,1.0,1.0,15.0
paleozoic_marine,marine,stage,Visean,Crinoidea,20,10,220,1341,121,10.5,1.0,6.5,33.0
paleozoic_marine,marine,stage,Wordian,Crinoidea,20,9,34,54,21,2.0,1.0,1.0,2.0
paleozoic_marine,marine,stage,Wuchiapingian,Crinoidea,20,14,71,108,40,2.0,1.0,3.0,3.5
paleozoic_marine,marine,stage,Aeronian,Gastropoda,20,7,34,69,25,6.0,1.0,2.0,12.0
paleozoic_marine,marine,stage,Artinskian,Gastropoda,20,18,188,532,91,3.0,1.0,1.5,4.0
paleozoic_marine,marine,stage,Asselian,Gastropoda,20,17,106,343,94,5.0,1.0,2.0,5.0
paleozoic_marine,marine,stage,Bashkirian,Gastropoda,20,13,75,308,85,4.0,1.0,2.0,7.0
paleozoic_marine,marine,stage,Capitanian,Gastropoda,20,16,82,418,122,1.0,1.0,2.5,2.5
paleozoic_marine,marine,stage,Changhsingian,Gastropoda,20,13,180,550,104,5.0,1.0,3.0,6.0
paleozoic_marine,marine,stage,Dapingian,Gastropoda,20,9,29,46,21,2.0,1.0,2.0,2.0
paleozoic_marine,marine,stage,Darriwilian,Gastropoda,20,40,344,1021,90,3.5,2.0,3.0,5.5
paleozoic_marine,marine,stage,Eifelian,Gastropoda,20,14,111,512,124,7.5,1.0,2.5,12.5
paleozoic_marine,marine,stage,Emsian,Gastropoda,20,31,121,447,112,3.0,1.0,3.0,5.0
paleozoic_marine,marine,stage,Famennian,Gastropoda,20,11,56,184,67,4.0,1.0,5.0,11.0
paleozoic_marine,marine,stage,Floian,Gastropoda,20,24,147,300,46,3.0,2.0,3.0,6.0
paleozoic_marine,marine,stage,Frasnian,Gastropoda,20,12,92,290,78,8.0,1.0,4.5,12.5
paleozoic_marine,marine,stage,Givetian,Gastropoda,20,18,466,1614,212,10.0,1.0,3.0,13.0
paleozoic_marine,marine,stage,Gorstian,Gastropoda,20,9,30,334,104,5.0,1.0,1.0,6.0
paleozoic_marine,marine,stage,Gzhelian,Gastropoda,20,5,118,797,81,7.0,1.0,3.0,9.0
paleozoic_marine,marine,stage,Hirnantian,Gastropoda,20,8,49,136,51,5.5,1.0,6.0,11.0
paleozoic_marine,marine,stage,Homerian,Gastropoda,20,15,114,299,72,6.0,1.0,3.0,10.0
paleozoic_marine,marine,stage,Jiangshanian,Gastropoda,20,9,15,17,5,1.0,1.0,2.0,2.0
paleozoic_marine,marine,stage,Kasimovian,Gastropoda,20,8,95,459,74,6.0,1.0,2.0,8.0
paleozoic_marine,marine,stage,Katian,Gastropoda,20,28,689,2036,123,5.5,2.0,4.5,11.0
paleozoic_marine,marine,stage,Kungurian,Gastropoda,20,18,270,1295,140,3.0,1.0,3.5,6.0
paleozoic_marine,marine,stage,Lochkovian,Gastropoda,20,17,86,321,74,2.0,1.0,2.0,2.0
paleozoic_marine,marine,stage,Ludfordian,Gastropoda,20,13,94,381,106,6.0,1.0,2.0,7.0
paleozoic_marine,marine,stage,Moscovian,Gastropoda,20,18,254,1525,132,4.5,2.0,3.0,5.0
paleozoic_marine,marine,stage,Pragian,Gastropoda,20,12,71,415,148,7.5,1.0,2.0,15.5
paleozoic_marine,marine,stage,Rhuddanian,Gastropoda,20,11,47,160,49,8.0,1.0,2.0,9.0
paleozoic_marine,marine,stage,Roadian,Gastropoda,20,24,200,1073,130,3.0,1.0,2.0,3.0
paleozoic_marine,marine,stage,Sakmarian,Gastropoda,20,15,109,312,83,2.0,1.0,2.0,3.0
paleozoic_marine,marine,stage,Sandbian,Gastropoda,20,25,613,2930,98,5.0,2.0,5.0,8.0
paleozoic_marine,marine,stage,Serpukhovian,Gastropoda,20,10,120,517,93,10.0,1.0,5.5,13.5
paleozoic_marine,marine,stage,Sheinwoodian,Gastropoda,20,17,103,409,82,3.0,1.0,3.0,4.0
paleozoic_marine,marine,stage,Telychian,Gastropoda,20,18,148,404,85,7.5,2.0,4.0,8.0
paleozoic_marine,marine,stage,Tournaisian,Gastropoda,20,10,122,560,87,8.0,1.0,5.0,14.0
paleozoic_marine,marine,stage,Tremadocian,Gastropoda,20,24,268,826,51,3.0,3.0,3.0,4.0
paleozoic_marine,marine,stage,Visean,Gastropoda,20,18,335,1152,139,20.0,2.0,7.0,40.5
paleozoic_marine,marine,stage,Wordian,Gastropoda,20,22,110,337,98,6.0,1.0,3.0,8.5
paleozoic_marine,marine,stage,Wuchiapingian,Gastropoda,20,19,381,1051,126,7.0,1.0,7.0,18.0
paleozoic_marine,marine,stage,Aeronian,Trilobita,20,10,89,373,93,9.0,1.0,2.5,10.5
paleozoic_marine,marine,stage,Artinskian,Trilobita,20,8,23,29,8,1.0,1.0,1.5,1.5
paleozoic_marine,marine,stage,Asselian,Trilobita,20,9,24,35,14,1.0,1.0,3.0,3.0
paleozoic_marine,marine,stage,Bashkirian,Trilobita,20,8,45,53,8,1.0,1.0,2.0,2.0
paleozoic_marine,marine,stage,Capitanian,Trilobita,20,11,37,45,16,1.0,1.0,2.0,2.0
paleozoic_marine,marine,stage,Dapingian,Trilobita,20,13,249,869,122,6.0,1.0,2.0,6.0
paleozoic_marine,marine,stage,Darriwilian,Trilobita,20,46,1532,5361,401,17.5,2.0,9.5,34.0
paleozoic_marine,marine,stage,Drumian,Trilobita,20,46,632,2415,369,11.0,1.0,6.0,25.0
paleozoic_marine,marine,stage,Eifelian,Trilobita,20,25,255,970,163,4.0,1.0,4.0,7.0
paleozoic_marine,marine,stage,Emsian,Trilobita,20,41,284,1460,241,7.0,2.0,4.0,8.0
paleozoic_marine,marine,stage,Famennian,Trilobita,20,16,216,537,75,3.5,2.0,8.0,10.0
paleozoic_marine,marine,stage,Floian,Trilobita,20,34,752,2638,318,14.5,1.0,8.5,24.5
paleozoic_marine,marine,stage,Frasnian,Trilobita,20,16,127,277,56,3.5,1.5,2.5,5.0
paleozoic_marine,marine,stage,Givetian,Trilobita,20,21,539,922,80,3.0,1.0,4.0,4.0
paleozoic_marine,marine,stage,Gorstian,Trilobita,20,9,59,185,60,9.0,1.0,6.0,17.0
paleozoic_marine,marine,stage,Guzhangian,Trilobita,20,20,343,1583,208,9.5,1.0,5.0,14.5
paleozoic_marine,marine,stage,Gzhelian,Trilobita,20,5,35,50,8,2.0,1.0,7.0,13.0
paleozoic_marine,marine,stage,Hirnantian,Trilobita,20,21,172,336,89,4.0,1.0,2.0,6.0
paleozoic_marine,marine,stage,Homerian,Trilobita,20,21,234,1204,147,9.0,2.0,3.0,21.0
paleozoic_marine,marine,stage,Jiangshanian,Trilobita,20,34,1183,4561,461,9.0,1.0,7.0,25.0
paleozoic_marine,marine,stage,Katian,Trilobita,20,33,1887,5464,351,22.0,2.0,12.0,46.0
paleozoic_marine,marine,stage,Kungurian,Trilobita,20,9,53,73,15,1.0,1.0,1.0,1.0
paleozoic_marine,marine,stage,Lochkovian,Trilobita,20,21,158,541,99,6.0,1.0,5.0,12.0
paleozoic_marine,marine,stage,Ludfordian,Trilobita,20,22,175,523,102,4.5,1.0,3.0,5.5
paleozoic_marine,marine,stage,Moscovian,Trilobita,20,5,36,47,10,3.0,1.0,4.0,5.0
paleozoic_marine,marine,stage,Paibian,Trilobita,20,26,412,1621,181,6.0,1.0,2.5,11.5
paleozoic_marine,marine,stage,Pragian,Trilobita,20,18,237,1069,149,7.0,2.0,3.0,8.5
paleozoic_marine,marine,stage,Rhuddanian,Trilobita,20,15,131,413,84,7.0,1.0,4.0,7.0
paleozoic_marine,marine,stage,Roadian,Trilobita,20,10,68,135,20,2.0,1.0,4.5,4.5
paleozoic_marine,marine,stage,Sakmarian,Trilobita,20,9,14,14,7,1.0,1.0,1.0,1.0
paleozoic_marine,marine,stage,Sandbian,Trilobita,20,39,1250,4414,347,17.0,2.0,8.0,48.0
paleozoic_marine,marine,stage,Serpukhovian,Trilobita,20,8,48,53,9,2.0,1.0,4.0,4.0
paleozoic_marine,marine,stage,Sheinwoodian,Trilobita,20,17,146,446,86,6.0,1.0,3.0,12.0
paleozoic_marine,marine,stage,Stage 10,Trilobita,20,21,368,1340,229,16.0,1.0,10.0,32.0
paleozoic_marine,marine,stage,Stage 2,Trilobita,20,19,113,236,72,3.0,1.0,2.0,5.0
paleozoic_marine,marine,stage,Stage 3,Trilobita,20,26,363,800,186,6.0,1.0,4.0,11.5
paleozoic_marine,marine,stage,Stage 4,Trilobita,20,34,917,3161,400,11.0,1.0,7.5,19.5
paleozoic_marine,marine,stage,Telychian,Trilobita,20,23,365,1232,146,14.0,2.0,7.0,21.0
paleozoic_marine,marine,stage,Tournaisian,Trilobita,20,12,243,750,112,10.0,1.0,10.5,18.5
paleozoic_marine,marine,stage,Tremadocian,Trilobita,20,35,1575,4799,391,25.0,2.0,9.0,54.0
paleozoic_marine,marine,stage,Visean,Trilobita,20,18,220,405,91,3.0,1.0,6.5,8.0
paleozoic_marine,marine,stage,Wordian,Trilobita,20,8,24,47,15,2.5,1.0,2.5,5.0
paleozoic_marine,marine,stage,Wuchiapingian,Trilobita,20,9,25,33,10,1.0,1.0,2.0,3.0
paleozoic_marine,marine,stage,Wuliuan,Trilobita,20,23,289,1230,245,8.0,1.0,3.0,13.0
paleozoic_marine,marine,stage2,Aeronian+Telychian,Bivalvia,5,33,109,310,66,3.0,1.0,1.0,3.0
paleozoic_marine,marine,stage2,Artinskian+Kungurian,Bivalvia,5,91,785,1687,168,5.0,2.0,3.0,7.0
paleozoic_marine,marine,stage2,Asselian+Sakmarian,Bivalvia,5,65,380,962,109,4.0,2.0,2.0,5.0
paleozoic_marine,marine,stage2,Bashkirian+Moscovian,Bivalvia,5,53,296,1124,115,6.0,2.0,2.0,7.0
paleozoic_marine,marine,stage2,Capitanian+Wuchiapingian,Bivalvia,5,107,1073,2938,198,6.0,2.0,4.0,9.0
paleozoic_marine,marine,stage2,Changhsingian,Bivalvia,5,40,481,1453,139,4.0,2.0,4.0,7.5
paleozoic_marine,marine,stage2,Dapingian+Darriwilian,Bivalvia,5,64,292,664,94,2.0,1.0,2.0,3.5
paleozoic_marine,marine,stage2,Emsian+Eifelian,Bivalvia,5,83,294,1055,150,4.0,2.0,2.0,6.0
paleozoic_marine,marine,stage2,Famennian+Tournaisian,Bivalvia,5,43,178,520,81,3.0,2.0,2.0,4.0
paleozoic_marine,marine,stage2,Givetian+Frasnian,Bivalvia,5,66,1244,3861,115,3.0,2.0,2.0,5.0
paleozoic_marine,marine,stage2,Gorstian+Ludfordian,Bivalvia,5,36,167,593,87,2.0,2.0,2.0,3.0
paleozoic_marine,marine,stage2,Hirnantian+Rhuddanian,Bivalvia,5,25,44,102,44,2.0,1.0,1.0,2.0
paleozoic_marine,marine,stage2,Kasimovian+Gzhelian,Bivalvia,5,22,278,1115,86,5.5,2.0,1.0,7.0
paleozoic_marine,marine,stage2,Lochkovian+Pragian,Bivalvia,5,42,140,482,85,4.0,2.0,1.0,5.5
paleozoic_marine,marine,stage2,Roadian+Wordian,Bivalvia,5,98,697,1905,176,5.5,2.0,3.0,8.0
paleozoic_marine,marine,stage2,Sandbian+Katian,Bivalvia,5,85,900,2578,130,4.0,2.0,2.0,5.0
paleozoic_marine,marine,stage2,Sheinwoodian+Homerian,Bivalvia,5,39,169,410,83,3.0,1.0,2.0,4.0
paleozoic_marine,marine,stage2,Tremadocian+Floian,Bivalvia,5,29,98,255,70,3.0,1.0,2.0,5.0
paleozoic_marine,marine,stage2,Visean+Serpukhovian,Bivalvia,5,66,484,1614,129,4.0,2.0,2.0,4.0
paleozoic_marine,marine,stage2,Aeronian+Telychian,Brachiopoda,5,105,1001,4923,333,7.0,2.0,2.0,9.0
paleozoic_marine,marine,stage2,Artinskian+Kungurian,Brachiopoda,5,137,2532,11628,535,10.0,2.0,4.0,16.0
paleozoic_marine,marine,stage2,Asselian+Sakmarian,Brachiopoda,5,107,1457,5307,388,8.0,2.0,4.0,14.0
paleozoic_marine,marine,stage2,Bashkirian+Moscovian,Brachiopoda,5,86,575,2692,227,7.5,2.0,3.0,11.5
paleozoic_marine,marine,stage2,Capitanian+Wuchiapingian,Brachiopoda,5,153,3106,15913,514,9.0,2.0,4.0,14.0
paleozoic_marine,marine,stage2,Changhsingian,Brachiopoda,5,46,1283,6180,305,11.5,2.0,7.0,18.5
paleozoic_marine,marine,stage2,Dapingian+Darriwilian,Brachiopoda,5,148,1712,5693,436,6.0,2.0,2.0,7.0
paleozoic_marine,marine,stage2,Emsian+Eifelian,Brachiopoda,5,159,1192,6800,585,8.0,2.0,3.0,13.0
paleozoic_marine,marine,stage2,Famennian+Tournaisian,Brachiopoda,5,97,917,5337,341,10.0,3.0,3.0,15.0
paleozoic_marine,marine,stage2,Fortunian+Stage 2,Brachiopoda,5,50,283,658,44,2.0,2.0,2.0,4.0
paleozoic_marine,marine,stage2,Givetian+Frasnian,Brachiopoda,5,136,2985,13569,372,8.0,2.0,3.0,10.0
paleozoic_marine,marine,stage2,Gorstian+Ludfordian,Brachiopoda,5,69,540,3437,293,11.0,2.0,2.0,15.0
paleozoic_marine,marine,stage2,Guzhangian+Paibian,Brachiopoda,5,30,200,386,52,3.0,2.0,1.5,4.0
paleozoic_marine,marine,stage2,Hirnantian+Rhuddanian,Brachiopoda,5,69,1086,5011,271,11.0,2.0,4.0,17.0
paleozoic_marine,marine,stage2,Jiangshanian+Stage 10,Brachiopoda,5,58,408,796,88,3.0,2.0,2.0,4.5
paleozoic_marine,marine,stage2,Kasimovian+Gzhelian,Brachiopoda,5,41,524,3054,176,5.0,2.0,2.0,6.0
paleozoic_marine,marine,stage2,Lochkovian+Pragian,Brachiopoda,5,96,677,5491,428,16.0,2.0,3.0,21.5
paleozoic_marine,marine,stage2,Roadian+Wordian,Brachiopoda,5,158,2385,12374,516,10.0,2.0,5.0,15.5
paleozoic_marine,marine,stage2,Sandbian+Katian,Brachiopoda,5,195,5158,20896,551,12.0,3.0,4.0,18.0
paleozoic_marine,marine,stage2,Sheinwoodian+Homerian,Brachiopoda,5,94,866,6103,364,8.5,2.0,2.5,11.0
paleozoic_marine,marine,stage2,Stage 3+Stage 4,Brachiopoda,5,86,795,1800,113,4.0,2.0,3.0,6.0
paleozoic_marine,marine,stage2,Tremadocian+Floian,Brachiopoda,5,127,1024,2653,271,4.0,2.0,4.0,8.0
paleozoic_marine,marine,stage2,Visean+Serpukhovian,Brachiopoda,5,95,1071,5613,265,10.0,2.0,2.0,14.0
paleozoic_marine,marine,stage2,Wuliuan+Drumian,Brachiopoda,5,64,294,711,88,3.0,2.0,2.0,4.5
paleozoic_marine,marine,stage2,Aeronian+Telychian,Cephalopoda,5,32,126,346,94,3.5,1.0,1.0,4.5
paleozoic_marine,marine,stage2,Artinskian+Kungurian,Cephalopoda,5,75,628,2086,171,3.0,2.0,3.0,5.0
paleozoic_marine,marine,stage2,Asselian+Sakmarian,Cephalopoda,5,41,167,488,99,4.0,1.0,2.0,5.0
paleozoic_marine,marine,stage2,Bashkirian+Moscovian,Cephalopoda,5,58,480,1679,147,4.0,2.0,2.0,6.0
paleozoic_marine,marine,stage2,Capitanian+Wuchiapingian,Cephalopoda,5,56,444,1117,171,3.0,1.0,3.0,6.0
paleozoic_marine,marine,stage2,Changhsingian,Cephalopoda,5,28,658,1783,128,6.5,1.0,6.5,13.0
paleozoic_marine,marine,stage2,Dapingian+Darriwilian,Cephalopoda,5,82,372,911,159,4.0,2.0,2.0,4.5
paleozoic_marine,marine,stage2,Emsian+Eifelian,Cephalopoda,5,53,351,1100,120,2.0,2.0,2.0,4.0
paleozoic_marine,marine,stage2,Famennian+Tournaisian,Cephalopoda,5,74,758,2350,210,4.0,2.0,2.5,9.0
paleozoic_marine,marine,stage2,Givetian+Frasnian,Cephalopoda,5,51,588,1537,109,3.0,2.0,2.0,4.0
paleozoic_marine,marine,stage2,Gorstian+Ludfordian,Cephalopoda,5,22,91,243,58,2.5,1.0,2.0,4.0
paleozoic_marine,marine,stage2,Hirnantian+Rhuddanian,Cephalopoda,5,13,32,67,38,3.0,1.0,1.0,5.0
paleozoic_marine,marine,stage2,Kasimovian+Gzhelian,Cephalopoda,5,16,261,1069,84,6.5,2.0,3.0,8.5
paleozoic_marine,marine,stage2,Lochkovian+Pragian,Cephalopoda,5,17,47,186,53,2.0,1.0,2.0,2.0
paleozoic_marine,marine,stage2,Roadian+Wordian,Cephalopoda,5,69,345,826,126,3.0,2.0,2.0,4.0
paleozoic_marine,marine,stage2,Sandbian+Katian,Cephalopoda,5,106,748,2638,190,4.0,2.0,2.0,5.0
paleozoic_marine,marine,stage2,Sheinwoodian+Homerian,Cephalopoda,5,34,149,253,54,2.0,1.0,2.0,2.5
paleozoic_marine,marine,stage2,Tremadocian+Floian,Cephalopoda,5,84,605,1537,198,5.0,2.0,4.5,10.5
paleozoic_marine,marine,stage2,Visean+Serpukhovian,Cephalopoda,5,89,736,2692,185,4.0,3.0,3.0,6.0
paleozoic_marine,marine,stage2,Aeronian+Telychian,Crinoidea,5,18,120,413,109,7.5,1.0,4.0,13.0
paleozoic_marine,marine,stage2,Artinskian+Kungurian,Crinoidea,5,23,89,500,152,6.0,1.0,2.0,7.0
paleozoic_marine,marine,stage2,Asselian+Sakmarian,Crinoidea,5,14,62,239,71,2.0,1.0,1.0,2.0
paleozoic_marine,marine,stage2,Bashkirian+Moscovian,Crinoidea,5,22,89,298,91,3.5,1.0,1.0,4.0
paleozoic_marine,marine,stage2,Capitanian+Wuchiapingian,Crinoidea,5,24,87,130,52,2.0,1.0,2.0,3.0
paleozoic_marine,marine,stage2,Dapingian+Darriwilian,Crinoidea,5,24,39,96,55,1.0,1.0,1.0,1.0
paleozoic_marine,marine,stage2,Emsian+Eifelian,Crinoidea,5,46,106,291,110,2.5,1.0,1.0,3.0
paleozoic_marine,marine,stage2,Famennian+Tournaisian,Crinoidea,5,33,166,1284,167,3.0,1.0,1.0,8.0
paleozoic_marine,marine,stage2,Givetian+Frasnian,Crinoidea,5,23,146,303,74,3.0,1.0,2.0,3.0
paleozoic_marine,marine,stage2,Gorstian+Ludfordian,Crinoidea,5,18,39,123,63,1.5,1.0,1.0,3.0
paleozoic_marine,marine,stage2,Hirnantian+Rhuddanian,Crinoidea,5,14,53,103,35,3.0,1.0,2.0,3.5
paleozoic_marine,marine,stage2,Kasimovian+Gzhelian,Crinoidea,5,11,51,327,65,3.0,1.0,2.0,5.0
paleozoic_marine,marine,stage2,Lochkovian+Pragian,Crinoidea,5,31,78,285,100,3.0,1.0,1.0,3.0
paleozoic_marine,marine,stage2,Roadian+Wordian,Crinoidea,5,21,55,129,50,1.0,1.0,1.0,1.0
paleozoic_marine,marine,stage2,Sandbian+Katian,Crinoidea,5,45,744,1826,120,3.0,1.5,2.0,5.0
paleozoic_marine,marine,stage2,Sheinwoodian+Homerian,Crinoidea,5,23,109,650,101,4.0,1.0,2.0,6.0
paleozoic_marine,marine,stage2,Tremadocian+Floian,Crinoidea,5,14,28,35,23,1.5,1.0,1.0,2.0
paleozoic_marine,marine,stage2,Visean+Serpukhovian,Crinoidea,5,28,259,1455,129,3.5,1.0,2.0,4.5
paleozoic_marine,marine,stage2,Aeronian+Telychian,Gastropoda,5,46,182,473,88,4.0,2.0,2.0,4.0
paleozoic_marine,marine,stage2,Artinskian+Kungurian,Gastropoda,5,52,458,1827,157,2.0,2.0,1.0,2.0
paleozoic_marine,marine,stage2,Asselian+Sakmarian,Gastropoda,5,49,215,655,120,2.0,2.0,1.0,3.0
paleozoic_marine,marine,stage2,Bashkirian+Moscovian,Gastropoda,5,54,329,1833,149,3.0,2.0,1.0,4.0
paleozoic_marine,marine,stage2,Capitanian+Wuchiapingian,Gastropoda,5,60,463,1469,183,4.0,2.0,2.5,6.0
paleozoic_marine,marine,stage2,Changhsingian,Gastropoda,5,24,180,550,104,3.5,1.0,2.0,5.5
paleozoic_marine,marine,stage2,Dapingian+Darriwilian,Gastropoda,5,86,373,1067,92,3.0,3.0,2.0,4.0
paleozoic_marine,marine,stage2,Emsian+Eifelian,Gastropoda,5,73,232,959,182,2.0,1.0,2.0,3.0
paleozoic_marine,marine,stage2,Famennian+Tournaisian,Gastropoda,5,37,178,744,120,5.0,2.0,2.0,7.0
paleozoic_marine,marine,stage2,Givetian+Frasnian,Gastropoda,5,50,558,1904,241,2.5,1.0,1.0,3.0
paleozoic_marine,marine,stage2,Gorstian+Ludfordian,Gastropoda,5,27,124,715,139,5.0,2.0,1.0,6.0
paleozoic_marine,marine,stage2,Hirnantian+Rhuddanian,Gastropoda,5,30,96,296,79,4.0,2.0,2.5,6.5
paleozoic_marine,marine,stage2,Jiangshanian+Stage 10,Gastropoda,5,17,39,56,7,1.0,2.0,1.0,1.0
paleozoic_marine,marine,stage2,Kasimovian+Gzhelian,Gastropoda,5,22,213,1256,103,8.5,2.0,2.0,10.5
paleozoic_marine,marine,stage2,Lochkovian+Pragian,Gastropoda,5,42,157,736,179,3.5,1.0,1.0,6.5
paleozoic_marine,marine,stage2,Roadian+Wordian,Gastropoda,5,66,310,1410,161,3.0,2.0,1.0,3.0
paleozoic_marine,marine,stage2,Sandbian+Katian,Gastropoda,5,109,1302,4966,135,4.0,4.0,3.0,7.0
paleozoic_marine,marine,stage2,Sheinwoodian+Homerian,Gastropoda,5,44,217,708,102,4.5,2.0,2.0,6.0
paleozoic_marine,marine,stage2,Tremadocian+Floian,Gastropoda,5,96,415,1126,58,3.0,5.0,2.0,5.0
paleozoic_marine,marine,stage2,Visean+Serpukhovian,Gastropoda,5,56,455,1669,161,8.0,3.0,2.5,11.0
paleozoic_marine,marine,stage2,Aeronian+Telychian,Trilobita,5,64,454,1605,168,8.0,2.0,3.0,11.0
paleozoic_marine,marine,stage2,Artinskian+Kungurian,Trilobita,5,22,76,102,18,1.0,2.0,1.0,1.5
paleozoic_marine,marine,stage2,Asselian+Sakmarian,Trilobita,5,18,38,49,16,1.0,1.0,1.5,1.5
paleozoic_marine,marine,stage2,Bashkirian+Moscovian,Trilobita,5,22,81,100,13,1.0,1.0,1.5,2.0
paleozoic_marine,marine,stage2,Capitanian+Wuchiapingian,Trilobita,5,28,62,78,18,1.0,1.5,1.0,2.0
paleozoic_marine,marine,stage2,Changhsingian,Trilobita,5,6,39,44,7,1.5,1.0,6.5,7.0
paleozoic_marine,marine,stage2,Dapingian+Darriwilian,Trilobita,5,153,1781,6230,429,6.0,2.0,2.0,8.0
paleozoic_marine,marine,stage2,Emsian+Eifelian,Trilobita,5,108,539,2430,289,4.0,2.0,2.0,6.0
paleozoic_marine,marine,stage2,Famennian+Tournaisian,Trilobita,5,66,459,1287,166,4.0,2.0,3.0,6.0
paleozoic_marine,marine,stage2,Fortunian+Stage 2,Trilobita,5,25,117,245,75,3.0,1.0,2.0,5.0
paleozoic_marine,marine,stage2,Givetian+Frasnian,Trilobita,5,66,666,1199,114,2.0,1.5,2.0,3.5
paleozoic_marine,marine,stage2,Gorstian+Ludfordian,Trilobita,5,37,234,708,110,5.0,2.0,3.0,6.0
paleozoic_marine,marine,stage2,Guzhangian+Paibian,Trilobita,5,80,755,3204,341,6.0,1.0,2.0,9.5
paleozoic_marine,marine,stage2,Hirnantian+Rhuddanian,Trilobita,5,53,303,749,139,4.0,1.0,3.0,5.0
paleozoic_marine,marine,stage2,Jiangshanian+Stage 10,Trilobita,5,97,1551,5901,521,8.0,2.0,4.0,14.0
paleozoic_marine,marine,stage2,Kasimovian+Gzhelian,Trilobita,5,11,69,91,9,2.0,1.0,6.0,8.0
paleozoic_marine,marine,stage2,Lochkovian+Pragian,Trilobita,5,68,395,1610,185,4.0,2.0,2.0,6.0
paleozoic_marine,marine,stage2,Roadian+Wordian,Trilobita,5,26,92,182,29,1.5,1.0,1.5,2.0
paleozoic_marine,marine,stage2,Sandbian+Katian,Trilobita,5,170,3137,9878,461,10.0,3.0,4.0,15.0
paleozoic_marine,marine,stage2,Sheinwoodian+Homerian,Trilobita,5,58,380,1650,157,5.0,2.0,2.0,6.0
paleozoic_marine,marine,stage2,Stage 3+Stage 4,Trilobita,5,119,1280,3961,508,5.0,2.0,3.0,8.0
paleozoic_marine,marine,stage2,Tremadocian+Floian,Trilobita,5,146,2327,7437,549,10.0,2.0,5.0,17.0
paleozoic_marine,marine,stage2,Visean+Serpukhovian,Trilobita,5,51,268,458,93,2.0,1.0,2.0,2.0
paleozoic_marine,marine,stage2,Wuliuan+Drumian,Trilobita,5,125,921,3645,493,7.0,2.0,3.0,13.0
paleozoic_marine,marine,stage2,Aeronian+Telychian,Bivalvia,10,22,109,310,66,3.0,1.0,2.0,4.0
paleozoic_marine,marine,stage2,Artinskian+Kungurian,Bivalvia,10,62,785,1687,168,4.0,2.0,3.0,6.5
paleozoic_marine,marine,stage2,Asselian+Sakmarian,Bivalvia,10,44,380,962,109,5.5,2.0,3.0,8.0
paleozoic_marine,marine,stage2,Bashkirian+Moscovian,Bivalvia,10,37,296,1124,115,8.0,2.0,3.0,11.0
paleozoic_marine,marine,stage2,Capitanian+Wuchiapingian,Bivalvia,10,66,1073,2938,198,10.0,2.0,6.5,15.0
paleozoic_marine,marine,stage2,Changhsingian,Bivalvia,10,32,481,1453,139,3.5,2.0,3.5,7.5
paleozoic_marine,marine,stage2,Dapingian+Darriwilian,Bivalvia,10,42,292,664,94,3.0,1.0,2.0,4.0
paleozoic_marine,marine,stage2,Emsian+Eifelian,Bivalvia,10,56,294,1055,150,7.0,1.0,2.0,11.5
paleozoic_marine,marine,stage2,Famennian+Tournaisian,Bivalvia,10,27,178,520,81,4.0,2.0,3.0,6.0
paleozoic_marine,marine,stage2,Givetian+Frasnian,Bivalvia,10,41,1244,3861,115,4.0,2.0,2.0,6.0
paleozoic_marine,marine,stage2,Gorstian+Ludfordian,Bivalvia,10,28,167,593,87,2.5,2.0,2.0,4.5
paleozoic_marine,marine,stage2,Hirnantian+Rhuddanian,Bivalvia,10,17,44,102,44,3.0,1.0,2.0,4.0
paleozoic_marine,marine,stage2,Kasimovian+Gzhelian,Bivalvia,10,16,278,1115,86,8.5,2.0,2.0,9.0
paleozoic_marine,marine,stage2,Lochkovian+Pragian,Bivalvia,10,32,140,482,85,4.0,2.0,2.5,6.5
paleozoic_marine,marine,stage2,Roadian+Wordian,Bivalvia,10,59,697,1905,176,6.0,2.0,3.0,9.0
paleozoic_marine,marine,stage2,Sandbian+Katian,Bivalvia,10,61,900,2578,130,4.0,2.0,2.0,4.0
paleozoic_marine,marine,stage2,Sheinwoodian+Homerian,Bivalvia,10,30,169,410,83,3.0,1.0,3.0,5.0
paleozoic_marine,marine,stage2,Tremadocian+Floian,Bivalvia,10,18,98,255,70,5.5,1.0,4.0,8.5
paleozoic_marine,marine,stage2,Visean+Serpukhovian,Bivalvia,10,39,484,1614,129,8.0,2.0,3.0,9.0
paleozoic_marine,marine,stage2,Aeronian+Telychian,Brachiopoda,10,69,1001,4923,333,7.0,2.0,2.0,10.0
paleozoic_marine,marine,stage2,Artinskian+Kungurian,Brachiopoda,10,80,2532,11628,535,19.5,2.0,9.0,35.5
paleozoic_marine,marine,stage2,Asselian+Sakmarian,Brachiopoda,10,67,1457,5307,388,12.0,2.0,7.0,24.0
paleozoic_marine,marine,stage2,Bashkirian+Moscovian,Brachiopoda,10,56,575,2692,227,10.0,2.0,4.5,17.0
