half_width,reference,device
50.0,88.85782744878077,88.26980675579007
50.0,96.49246882516482,96.3214722147258
50.0,120.12135809241212,126.42862097592737
50.0,123.71075502631012,132.66580568869625
50.0,126.7674440990152,137.3555423654058
50.0,101.17671894557051,103.71855531421245
50.0,94.63246272873482,98.65335845836101
50.0,128.25477590696255,137.05962150135778
50.0,83.66223501108553,91.67136538799723
50.0,136.94141992740168,139.35135029662163
50.0,141.59717152547037,147.81103159331292
50.0,92.71468233700847,100.61848863199072
50.0,90.59258439375823,96.42873958336375
50.0,166.25383865492245,174.61403141348495
50.0,149.4856478047165,154.48899228011155
50.0,149.44611264021813,151.7468790648086
50.0,108.55931810226093,117.69267558838875
50.0,175.89918333383923,183.5374671162098
50.0,158.02762917757352,162.01592050103883
50.0,177.01642400472565,183.51165571991893
50.0,123.97058938002773,132.97933859480204
50.0,173.76636853040506,180.3052679862042
50.0,178.64976610668015,186.5862836577391
50.0,179.25558019811308,187.11358352925546
50.0,105.99550063063624,111.53666144402736
50.0,179.98490024545873,190.355870408918
50.0,163.75810340050816,169.2480243489773
50.0,125.16873624786801,132.5412437700053
50.0,152.85468176133514,159.4724607846188
50.0,166.58078740865824,177.01726643953768
50.0,128.55946213500908,132.9524040796926
50.0,130.0983207469311,136.57508348246887
50.0,119.60303743682766,121.30464354975763
50.0,118.3372522918101,126.06311721120456
50.0,123.39615765362399,134.05437211136416
50.0,166.41475450923318,176.41956763048844
50.0,157.29339598508147,163.85702777365398
50.0,160.56044440950654,172.12913028405734
50.0,135.7869918931361,145.4538932936863
50.0,126.01441746426146,128.91875143340212
50.0,147.0808778717865,155.9185127669705
50.0,121.43894867807775,125.87895808563162
50.0,110.09068881664327,117.17968706071606
50.0,163.07098475660246,173.24650391297604
50.0,111.25466320775493,119.56016776145222
50.0,156.27709239944346,166.08211401173406
50.0,98.86404670902023,107.593204111388
50.0,178.21549406542303,186.20375615322817
50.0,138.80993161943138,145.60502869163696
50.0,104.70239418940075,109.72329201991572
