occurrence_no,collection_no,collection_name,identified_name,identified_rank,accepted_name,accepted_rank,genus,family,class,guild,diet,lng,lat,Systems_tract,early_interval,late_interval,max_ma,min_ma,state,county,formation,member,abund_value,abund_unit,taxon,resolution
150311,13341,"Lakes Quarry 10, Morrison (YPM)",Apatosaurus n. sp. laticollis,species,Apatosaurus louisae,species,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.187332,39.653423,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Jefferson,Morrison,Brushy Basin,1.0,individuals,Apatosaurus,genus
474524,21852,Dinosaur National Monument Quarry (CM),Apatosaurus n. sp. louisae,species,Apatosaurus louisae,species,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,4.0,individuals,Apatosaurus,genus
481757,48128,"Cope Quarry II, Cope's Nipple",Apatosaurus laticollis,species,Apatosaurus louisae,species,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,specimens,Apatosaurus,genus
1227703,52815,"Carnegie Quarry C, Sheep Creek",Apatosaurus louisae,species,Apatosaurus louisae,species,Apatosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.908501,42.152802,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,7.0,specimens,Apatosaurus,genus
1098146,58514,Hanksville-Burpee Quarry,Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.813889,38.25222,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Wayne,Morrison,Brushy Basin,,,Barosaurus,genus
490812,45975,Dry Mesa Quarry [BYU],Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.397202,38.583099,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Montrose,Morrison,Brushy Basin,,,Barosaurus,genus
491426,49622,Jones Hole Quarry,Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.397202,38.583099,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,,,Barosaurus,genus
1561455,220417,Aaron Scott Quarry [PROXY],Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-111.024002,39.005001,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,specimens,Barosaurus,genus
1237632,46439,Cleveland-Lloyd Dinosaur Quarry,Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Barosaurus,genus
1265061,21852,Dinosaur National Monument Quarry (CM),Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,2.0,specimens,Barosaurus,genus
1189698,126540,Dana Quarry,Barosaurus ? sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,,,Barosaurus,genus
1317666,58510,Poison Creek Quarry (MSM),Barosaurus ? sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.778,44.087002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Johnson,Morrison,Brushy Basin,,,Barosaurus,genus
467532,46460,Howe Quarry,Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.779167,44.535557,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,individuals,Barosaurus,genus
534767,46465,Howe-Stephens Quarry,Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.816666,44.650002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,,,Barosaurus,genus
408749,39342,"Quarry 4, Como Bluff (YPM)",Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.982803,41.9077,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Barosaurus,genus
491248,49577,Bone Cabin Quarry West (BCQ West),Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.291,41.967098,6.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Barosaurus,genus
220060,22678,"RB Quarry, Warm Springs Ranch",Barosaurus sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.199997,43.630001,6.0,Late Kimmeridgian,Tithonian,155.7,145.0,Wyoming,Hot Spings,Morrison,,1.0,individuals,Barosaurus,genus
491466,49634,Inyan Kara Creek (SDSM V9137),Barosaurus ? sp.,genus,Barosaurus lentus,genus,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-104.734703,44.458099,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Crook,Morrison,,1.0,individuals,Barosaurus,genus
540448,21852,Dinosaur National Monument Quarry (CM),Barosaurus lentus,species,Barosaurus lentus,species,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,3.0,individuals,Barosaurus,genus
491455,49631,Wonderland Quarry (SDSM V9141),Barosaurus lentus,species,Barosaurus lentus,species,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-103.344597,44.184399,6.0,Kimmeridgian,Tithonian,157.3,145.0,South Dakota,Meade,Morrison,,1.0,individuals,Barosaurus,genus
557982,57905,"Hatch Ranch, Piedmont Butte",n. gen. Barosaurus n. sp. lentus,species,Barosaurus lentus,species,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-103.377998,44.23307,6.0,Kimmeridgian,Tithonian,157.3,145.0,South Dakota,Meade,Morrison,,1.0,individuals,Barosaurus,genus
491506,49637,SDSM V9139,Barosaurus lentus,species,Barosaurus lentus,species,Barosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-104.409302,44.247398,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Crook,Morrison,,5.0,specimens,Barosaurus,genus
408386,28366,"Felch Quarry 1, Garden Park (YPM)",Brachiosaurus sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-105.224701,38.539501,3.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Brachiosaurus,genus
873202,96826,"Jensen/Jensen Quarry, DNM",Brachiosaurus sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-109.223335,40.405556,3.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,,Morrison,Brushy Basin,1.0,individuals,Brachiosaurus,genus
1098145,58514,Hanksville-Burpee Quarry,Brachiosaurus ? sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-110.813889,38.25222,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Wayne,Morrison,Brushy Basin,,,Brachiosaurus,genus
541718,56684,Holt Quarry,Brachiosaurus ? sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-108.647003,39.076099,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Brachiosaurus,genus
663697,71476,FPA General Site (LACM),Brachiosaurus sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-108.769997,39.146,4.0,Early Tithonian,,150.8,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Brachiosaurus,genus
520079,49338,"OMNH Quarry 1, Kenton (OMNH V92)",Brachiosaurus sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-102.824997,36.897499,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,1.0,specimens,Brachiosaurus,genus
408079,39253,"Quarry 13, Como Bluff (YPM)",Brachiosaurus ? sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-105.963402,41.9077,5.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Brachiosaurus,genus
1033192,126540,Dana Quarry,Brachiosaurus sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-107.458336,44.051388,5.0,Late Oxfordian,Early Kimmeridgian,161.2,150.8,Wyoming,Washakie,Morrison,,,,Brachiosaurus,genus
467542,46465,Howe-Stephens Quarry,Brachiosaurus sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-107.816666,44.650002,5.0,Kimmeridgian,,157.3,152.1,Wyoming,Big Horn,Morrison,Brushy Basin,1.0,specimens,Brachiosaurus,genus
632806,22648,Bone Cabin Quarry (AMNH),Brachiosaurus sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-106.048615,42.017776,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,specimens,Brachiosaurus,genus
1587772,207749,Sheridan College Quarry 1,Brachiosaurus sp.,genus,Brachiosaurus altithorax,genus,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-106.717598,44.058601,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Johnson,Morrison,,1.0,individuals,Brachiosaurus,genus
491428,49623,Potter Creek Quarry,Brachiosaurus ? altithorax,species,Brachiosaurus altithorax,species,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-108.194443,38.638058,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Montrose,Morrison,Brushy Basin,1.0,individuals,Brachiosaurus,genus
541715,56683,"Riggs Quarry 13, Fruita (FMNH)",n. gen. Brachiosaurus n. sp. altithorax,species,Brachiosaurus altithorax,species,Brachiosaurus,Brachiosauridae,Sauropoda,herbivore,herbivore,-108.650299,39.068802,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Brachiosaurus,genus
408088,28366,"Felch Quarry 1, Garden Park (YPM)",Brontosaurus sp.,genus,Brontosaurus,genus,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.224701,38.539501,3.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Fremont,Morrison,Brushy Basin,3.0,individuals,Brontosaurus,genus
1592304,225131,"Blue Peak, near Grants",Brontosaurus sp.,genus,Brontosaurus,genus,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-107.813301,35.341,,Kimmeridgian,Tithonian,157.3,145.0,New Mexico,McKinley,Morrison,Brushy Basin,,,Brontosaurus,genus
1377739,188398,Little Wagonhound Creek (UW),Brontosaurus sp.,genus,Brontosaurus,genus,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.27417,41.730278,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,individuals,Brontosaurus,genus
688016,74000,Como Bluff (AMNH 222),Brontosaurus sp.,genus,Brontosaurus,genus,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.07917,41.901386,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,individuals,Brontosaurus,genus
1569877,221673,foot of Freezeout Mountains [PROXY],Brontosaurus n. sp. giganteus,species,Brontosaurus,genus,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-111.725281,44.844444,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Carbon,Morrison,,1.0,specimens,Brontosaurus,genus
384369,36576,"Riggs Quarry 15, Fruita (FMNH)",Brontosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-108.728699,39.128502,3.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Brontosaurus,genus
1264894,58516,Mill Canyon Quarry (BYU),Brontosaurus parvus,species,Brontosaurus parvus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-109.741203,38.710346,3.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Grand,Morrison,Brushy Basin,,,Brontosaurus,genus
516483,28366,"Felch Quarry 1, Garden Park (YPM)",Eobrontosaurus yahnahpin,species,Brontosaurus yahnahpin,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.224701,38.539501,3.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Fremont,Morrison,Brushy Basin,2.0,specimens,Brontosaurus,genus
481979,48161,"Small's Quarry, Garden Park",Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.212502,38.541,4.0,Tithonian,,152.1,145.0,Colorado,Fremont,Morrison,Brushy Basin,1.0,individuals,Brontosaurus,genus
1123326,142336,"Carnegie Quarry B, Sheep Creek",Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.916199,42.152302,4.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,specimens,Brontosaurus,genus
1581463,13352,"Carnegie Quarry D, Sheep Creek",Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.916199,42.152302,4.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Brontosaurus,genus
1265066,49338,"OMNH Quarry 1, Kenton (OMNH V92)",Apatosaurus parvus,species,Brontosaurus parvus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-102.824997,36.897499,5.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,Brushy Basin,,,Brontosaurus,genus
408830,39368,"Quarry 10, Como Bluff (YPM)",n. gen. Brontosaurus n. sp. excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.002197,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Brontosaurus,genus
408839,39369,"Quarry 11, Como Bluff (YPM)",Brontosaurus n. sp. amplus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.002197,41.893101,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Brushy Basin,1.0,individuals,Brontosaurus,genus
219974,22648,Bone Cabin Quarry (AMNH),Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-106.048615,42.017776,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,6.0,specimens,Brontosaurus,genus
536393,55487,"Bertha Quarry, Como Bluff",Apatosaurus n. sp. yahnahpin,species,Brontosaurus yahnahpin,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.979721,41.893055,6.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Brontosaurus,genus
557971,57898,"Carnegie Quarry F, Sheep Creek",Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.886398,42.146099,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Talking Rocks,1.0,individuals,Brontosaurus,genus
1123325,142335,"Carnegie Quarry A, Sheep Creek",Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.889999,42.1469,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Talking Rocks,1.0,individuals,Brontosaurus,genus
557976,57902,"Carnegie Quarry 4, Sheep Creek",Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.908424,42.149494,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Brontosaurus,genus
1123327,142337,"Carnegie Quarry 5, Sheep Creek",Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.908424,42.149494,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Brontosaurus,genus
557973,57900,"Carnegie Quarry J, Sheep Creek",Apatosaurus excelsus,species,Brontosaurus excelsus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.908424,42.149494,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,,1.0,individuals,Brontosaurus,genus
519392,52816,"Carnegie Quarry E, Sheep Creek",n. gen. Elosaurus n. sp. parvus,species,Brontosaurus parvus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.908501,42.152802,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Brontosaurus,genus
520505,52816,"Carnegie Quarry E, Sheep Creek",Brontosaurus parvus,species,Brontosaurus parvus,species,Brontosaurus,Diplodocidae,Sauropoda,herbivore,herbivore,-105.908501,42.152802,,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Brontosaurus,genus
1467170,48171,"Meyer Site 2, Garden Park",Camarasaurus ? sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.210602,38.5168,2.0,Kimmeridgian,,157.3,152.1,Colorado,Fremont,Morrison,Salt Wash,,,Camarasaurus,genus
1197958,154925,Dinosaur Beach (CURE),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-107.400002,38.450001,3.0,Tithonian,,152.1,145.0,Colorado,Gunnison,Morrison,Brushy Basin,,,Camarasaurus,genus
1197964,154924,Northern Dinosaur Beach (CURE),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-107.400002,38.450001,3.0,Kimmeridgian,,157.3,152.1,Colorado,Gunnison,Morrison,Brushy Basin,3.0,specimens,Camarasaurus,genus
632805,28366,"Felch Quarry 1, Garden Park (YPM)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.224701,38.539501,3.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Fremont,Morrison,Brushy Basin,4.0,specimens,Camarasaurus,genus
560984,58516,Mill Canyon Quarry (BYU),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.741203,38.710346,3.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Grand,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
1317657,96826,"Jensen/Jensen Quarry, DNM",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.223335,40.405556,3.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,,Morrison,Brushy Basin,,,Camarasaurus,genus
540434,22717,"Peterson Quarry, NMMNH L-3282",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-107.13279,35.197208,4.0,Kimmeridgian,Tithonian,157.3,145.0,New Mexico,Bernalillo,Morrison,Brushy Basin,2.0,individuals,Camarasaurus,genus
513529,51990,NMMNH locality L-210,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-106.313911,35.317261,4.0,Kimmeridgian,Tithonian,157.3,145.0,New Mexico,Sandoval,Morrison,Brushy Basin,2.0,specimens,Camarasaurus,genus
491218,49596,"Stovall's Pit 5, Kenton (OMNH)",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,,,Camarasaurus,genus
491224,49597,"Stovall's Pit 6, Kenton (OMNH)",Camarasaurus ? sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-102.962776,36.903057,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Oklahoma,Cimarron,Morrison,,,,Camarasaurus,genus
1098142,58514,Hanksville-Burpee Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-110.813889,38.25222,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Wayne,Morrison,Brushy Basin,,,Camarasaurus,genus
490813,45975,Dry Mesa Quarry [BYU],Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.397202,38.583099,4.0,Late Kimmeridgian,Early Tithonian,155.7,145.0,Colorado,Montrose,Morrison,Brushy Basin,5.0,individuals,Camarasaurus,genus
647860,70032,Cactus Park Quarry (BYU Loc. 681),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.477219,38.853611,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
647857,70031,Cactus Park Quarry 3A (CU-Denver),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.477219,38.853611,4.0,Late Kimmeridgian,Tithonian,155.7,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
1561463,220417,Aaron Scott Quarry [PROXY],Camarosaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-111.024002,39.005001,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,,,Camarasaurus,genus
491433,49626,Green River Dinosaur Quarry,Camarasaurus ? sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-110.367203,39.014301,4.0,Kimmeridgian,Tithonian,157.3,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
663694,71476,FPA General Site (LACM),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.769997,39.146,4.0,Early Tithonian,,150.8,145.0,Colorado,Mesa,Morrison,Brushy Basin,3.0,individuals,Camarasaurus,genus
1397067,53040,"Main Callison Quarry, FPA",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.769501,39.149235,4.0,Tithonian,,152.1,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,specimens,Camarasaurus,genus
1397031,192455,"Fossil Ridge, FPA",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.771576,39.150227,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,specimens,Camarasaurus,genus
541206,56596,Rabbit Valley Camarasaurus,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.036133,39.200081,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Mesa,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
1220162,46439,Cleveland-Lloyd Dinosaur Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-110.687622,39.32399,4.0,Tithonian,,152.1,145.0,Utah,Emery,Morrison,Brushy Basin,1.0,individuals,Camarasaurus,genus
225584,21852,Dinosaur National Monument Quarry (CM),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-109.300552,40.441387,4.0,Early Tithonian,,150.8,145.0,Utah,Uintah,Morrison,Brushy Basin,14.0,individuals,Camarasaurus,genus
1087109,25141,Calico Gulch Dinosaur Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-108.391647,40.455929,4.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Moffat,Morrison,,1.0,individuals,Camarasaurus,genus
1581464,13352,"Carnegie Quarry D, Sheep Creek",Morosaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.916199,42.152302,4.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Albany,Morrison,Lake Como,1.0,individuals,Camarasaurus,genus
1606921,227262,Nickopod Quarry (VMNH),Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-107.851501,44.655998,4.0,Kimmeridgian,Tithonian,157.3,145.0,Wyoming,Big Horn,Morrison,,,,Camarasaurus,genus
1400764,49624,Upper Strickland Creek Quarry,Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-110.616386,45.544167,4.0,Kimmeridgian,,157.3,152.1,Montana,Park,Morrison,,,,Camarasaurus,genus
481932,48146,"Cope Quarry V, Cope's Nipple",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,,,Camarasaurus,genus
481933,48147,"Cope Quarry VI, Cope's Nipple",Camarasaurus sp.,genus,Camarasaurus,genus,Camarasaurus,Camarasauridae,Sauropoda,herbivore,herbivore,-105.231598,38.547501,5.0,Kimmeridgian,Tithonian,157.3,145.0,Colorado,Fremont,Morrison,Brushy Basin,,,Camarasaurus,genus
