iso3_o,iso3_d,gdp_o,gdp_d,dist,tradeflow_baci
BRN,RUS,13469422.959,1693113904.263,8762,5.588
BRN,SAU,13469422.959,803616264.791,7588,3400.969
BRN,SEN,13469422.959,23398811.424,14348,106.856
BRN,SGP,13469422.959,375472731.271,1298,729674.969
BRN,SRB,13469422.959,51514222.382,9979,9.134
BRN,SVK,13469422.959,105284375.641,10183,8.437
BRN,SVN,13469422.959,54178877.606,10419,4.736
BRN,SWE,13469422.959,533879529.188,9927,2.638
BRN,THA,13469422.959,544081056.185,1857,505781.904
BRN,TUN,13469422.959,41772900.763,10989,0.006
BRN,TUR,13469422.959,761004425.605,9318,163.463
BRN,TWN,13469422.959,610872000,2328,149563.141
BRN,TZA,13469422.959,61136873.692,8508,104.436
BRN,UGA,13469422.959,35353060.634,9169,0.011
BRN,UKR,13469422.959,153882982.016,9193,0.253
BRN,USA,13469422.959,21372572437,14867,40199.781
BRN,VCT,13469422.959,910149.699,17960,0.373
BRN,VNM,13469422.959,330391329.476,1116,198614.086
BRN,ZAF,13469422.959,387934574.098,9948,1095.241
BRN,ZMB,13469422.959,23308667.781,9806,0.191
BTN,CAN,2535657.069,1742015045.482,12046,154.524
BTN,CHE,2535657.069,731767398.053,7176,442.032
BTN,CHN,2535657.069,14279937500.608,3107,45.009
BTN,COD,2535657.069,51775830.726,8700,2.705
BTN,COL,2535657.069,323109543.324,16053,23.111
BTN,COM,2535657.069,1195019.559,6620,27.636
BTN,CRI,2535657.069,64417670.083,15813,15.675
BTN,DEU,2535657.069,3888326788.627,6724,1270.853
BTN,DNK,2535657.069,347561349.211,6736,1.404
BTN,ECU,2535657.069,108108009,16995,0.009
BTN,ESP,2535657.069,1393046093.137,8351,266.259
BTN,EST,2535657.069,31045591.753,6006,0.995
BTN,ETH,2535657.069,95912590.628,5710,13.95
BTN,FIN,2535657.069,268508200.125,6005,1.185
BTN,FJI,2535657.069,5496264.766,10811,16.151
BTN,FRA,2535657.069,2728870246.706,7574,660.202
BTN,GBR,2535657.069,2878673912.414,7654,102.697
BTN,HKG,2535657.069,363052489.184,2542,28.531
BTN,HND,2535657.069,25089976.947,15395,0.343
BTN,HRV,2535657.069,62246206.341,6650,0.636
BTN,HUN,2535657.069,163526491.433,6391,0.15
BTN,IDN,2535657.069,1119099868.265,4161,3.18
BTN,IND,2535657.069,2831552222.52,1228,236261.844
BTN,IRL,2535657.069,399122063.504,7978,94.724
BTN,ISR,2535657.069,397934596.953,5274,1
BTN,ITA,2535657.069,2011285742.552,7013,5414.111
BTN,JPN,2535657.069,5123318151.511,4786,626.346
BTN,KHM,2535657.069,27089389.787,2376,4.186
BTN,KOR,2535657.069,1651422932.448,3655,11.23
BTN,KWT,2535657.069,136196760.181,4066,1.342
BTN,LKA,2535657.069,83902574.443,2497,0.109
BTN,LUX,2535657.069,70195715.496,7286,0.315
BTN,MOZ,2535657.069,15390031.04,8512,4.073
BTN,MUS,2535657.069,14045808.843,6306,0.04
BTN,MWI,2535657.069,11025370.769,7571,0.606
BTN,MYS,2535657.069,365276379.481,2981,24.132
BTN,NAM,2535657.069,12543203.411,9562,2.265
BTN,NER,2535657.069,12916455.161,9093,0.643
BTN,NIC,2535657.069,12596636.042,15601,0.163
BTN,NLD,2535657.069,910194347.569,7296,37.656
BTN,NPL,2535657.069,34186190.996,427,11024.664
BTN,NZL,2535657.069,213434571.358,11387,4.803
BTN,PAK,2535657.069,320909489.23,2270,248.949
BTN,PER,2535657.069,228323495.041,17813,29.759
BTN,POL,2535657.069,597280564.672,6211,262.249
BTN,PRT,2535657.069,239986922.639,8854,0.61
BTN,ROU,2535657.069,249881592.298,5877,2.037
BTN,RUS,2535657.069,1693113904.263,5175,0.104
BTN,RWA,2535657.069,10356327.149,7153,0.127
BTN,SAU,2535657.069,803616264.791,4285,3.853
BTN,SEN,2535657.069,23398811.424,10887,4.102
BTN,SGP,2535657.069,375472731.271,3269,1228.699
BTN,SLV,2535657.069,26896660,15449,7.434
BTN,SVK,2535657.069,105284375.641,6526,0.142
BTN,SVN,2535657.069,54178877.606,6758,64.528
BTN,SWE,2535657.069,533879529.188,6385,4.223
BTN,SWZ,2535657.069,4466066.557,8639,0.016
BTN,THA,2535657.069,544081056.185,1896,109.916
BTN,TJK,2535657.069,8300784.857,2295,87.353
BTN,TUR,2535657.069,761004425.605,5673,1398.219
BTN,TWN,2535657.069,610872000,3182,34.883
BTN,UKR,2535657.069,153882982.016,5545,18.539
BTN,URY,2535657.069,61231149.881,16683,0.042
BTN,USA,2535657.069,21372572437,12270,551.075
BTN,YEM,2535657.069,21887614.217,4869,33.121
BTN,ZAF,2535657.069,387934574.098,8874,472.239
BWA,CAN,16695925.027,1742015045.482,13060,16798.442
BWA,CHE,16695925.027,731767398.053,8164,133896.086
BWA,CHL,16695925.027,278584733.103,9107,87.014
BWA,CHN,16695925.027,14279937500.608,11888,16971.759
BWA,CIV,16695925.027,58539424.93,4640,135.124
BWA,CMR,16695925.027,39670977.333,3519,137.03
BWA,COD,16695925.027,51775830.726,2519,6034.522
BWA,COG,16695925.027,12750338.736,2527,0.66
BWA,COL,16695925.027,323109543.324,11238,11.189
BWA,CRI,16695925.027,64417670.083,12485,24.989
BWA,CZE,16695925.027,252498032.247,8356,337.58
BWA,DEU,16695925.027,3888326788.627,8636,4158.798
BWA,DNK,16695925.027,347561349.211,8990,5.83
BWA,DOM,16695925.027,88941299.734,11420,3.277
BWA,ECU,16695925.027,108108009,11508,0.087
BWA,EGY,16695925.027,303080865.604,6079,396.717
BWA,ESP,16695925.027,1393046093.137,7830,622.87
BWA,EST,16695925.027,31045591.753,9320,15.894
BWA,ETH,16695925.027,95912590.628,3978,5.545
BWA,FIN,16695925.027,268508200.125,9401,0.74
BWA,FRA,16695925.027,2728870246.706,8472,39944.977
BWA,GAB,16695925.027,16874405.84,3291,0.473
BWA,GBR,16695925.027,2878673912.414,8813,22323
BWA,GHA,16695925.027,68337537.816,4576,95.192
BWA,GIN,16695925.027,13442861.444,5725,698.247
BWA,GRC,16695925.027,205144152.831,6934,1276.423
BWA,GRD,16695925.027,1213485.185,10334,0.032
BWA,HKG,16695925.027,363052489.184,10855,305296.734
BWA,HUN,16695925.027,163526491.433,8020,232.536
BWA,IDN,16695925.027,1119099868.265,8815,58.95
BWA,IND,16695925.027,2831552222.52,8061,1101672.922
BWA,IRL,16695925.027,399122063.504,9181,96.859
BWA,ISL,16695925.027,24857740.445,10679,21.508
BWA,ISR,16695925.027,397934596.953,6349,374101.375
BWA,ITA,16695925.027,2011285742.552,7497,431.248
BWA,JPN,16695925.027,5123318151.511,13649,27598.244
BWA,KAZ,16695925.027,181667190.076,9150,14.001
BWA,KEN,16695925.027,100379713.697,2840,867.464
BWA,KGZ,16695925.027,8871026.074,8987,3.802
BWA,KHM,16695925.027,27089389.787,9459,2170.549
BWA,KNA,16695925.027,1164877.852,10668,0.023
BWA,KOR,16695925.027,1651422932.448,12574,611.072
BWA,KWT,16695925.027,136196760.181,6427,0.008
BWA,LKA,16695925.027,83902574.443,6810,900.007
BWA,LSO,16695925.027,2451257.579,540,1861.377
BWA,LTU,16695925.027,54697379.017,8791,0.121
BWA,LUX,16695925.027,70195715.496,8456,69.554
BWA,LVA,16695925.027,34308783.825,9043,0.425
BWA,MAR,16695925.027,119870439.114,7359,7.693
BWA,MDG,16695925.027,14191911.512,2322,0.744
BWA,MEX,16695925.027,1269404276.771,14365,2.233
BWA,MKD,16695925.027,12606338.449,7394,2.501
BWA,MLI,16695925.027,17280250.805,5532,2.208
BWA,MLT,16695925.027,15719500.921,6809,1106.846
BWA,MNE,16695925.027,5542201.151,7460,0.918
BWA,MNG,16695925.027,14206359.007,11367,0.374
BWA,MOZ,16695925.027,15390031.04,675,4860.805
BWA,MRT,16695925.027,7889655.284,6557,774.891
BWA,MUS,16695925.027,14045808.843,3283,534.525
BWA,MWI,16695925.027,11025370.769,1443,7696.069
BWA,MYS,16695925.027,365276379.481,8728,7.001
BWA,NAM,16695925.027,12543203.411,930,182514.848
BWA,NGA,16695925.027,448120428.859,4219,249.831
BWA,NLD,16695925.027,910194347.569,8775,30235.537
BWA,NOR,16695925.027,404941363.636,9474,15203.114
BWA,NZL,16695925.027,213434571.358,12457,2.615
BWA,PAK,16695925.027,320909489.23,7053,164.968
BWA,PER,16695925.027,228323495.041,10736,93.289
BWA,POL,16695925.027,597280564.672,8530,4.732
BWA,PRT,16695925.027,239986922.639,7909,5.171
BWA,RUS,16695925.027,1693113904.263,8978,3123.63
BWA,RWA,16695925.027,10356327.149,2552,1.678
BWA,SAU,16695925.027,803616264.791,5902,24.995
BWA,SDN,16695925.027,32338079.165,4506,134.865
BWA,SEN,16695925.027,23398811.424,6412,0.185
BWA,SGP,16695925.027,375472731.271,8857,286014.642
BWA,SLE,16695925.027,4076578.543,5611,7.534
BWA,SRB,16695925.027,51514222.382,7712,0.058
BWA,SVK,16695925.027,105284375.641,8111,1.75
BWA,SVN,16695925.027,54178877.606,7914,47.088
BWA,SWE,16695925.027,533879529.188,9335,24.133
BWA,SWZ,16695925.027,4466066.557,557,1024.688
BWA,SYC,16695925.027,1684228.529,3861,809.846
BWA,TCD,16695925.027,11314951.343,4235,0.101
BWA,THA,16695925.027,544081056.185,9142,36517.669
BWA,TTO,16695925.027,23886216.403,10247,0.039
BWA,TUN,16695925.027,41772900.763,7002,2.03
BWA,TUR,16695925.027,761004425.605,7277,39.729
BWA,TWN,16695925.027,610872000,11656,756.16
BWA,TZA,16695925.027,61136873.692,2434,2249.075
BWA,UGA,16695925.027,35353060.634,2855,834.394
BWA,UKR,16695925.027,153882982.016,8331,1942.518
BWA,USA,16695925.027,21372572437,12558,116685.371
BWA,VCT,16695925.027,910149.699,10333,0.093
BWA,VNM,16695925.027,330391329.476,9591,58360.224
BWA,ZAF,16695925.027,387934574.098,275,487872.406
BWA,ZMB,16695925.027,23308667.781,1053,26161.391
BWA,ZWE,16695925.027,19284289.739,925,38261.474
CAF,CAN,2221301.401,1742015045.482,10317,92.794
CAF,CHE,2221301.401,731767398.053,4862,1567.61
CAF,CHN,2221301.401,14279937500.608,10984,32876.139
CAF,CIV,2221301.401,58539424.93,2507,83.201
CAF,COD,2221301.401,51775830.726,1026,16.078
CAF,COG,2221301.401,12750338.736,1021,145.703
CAF,COL,2221301.401,323109543.324,10272,25.73
CAF,CRI,2221301.401,64417670.083,11315,3.79
CAF,CYP,2221301.401,25758357.775,3736,4.625
CAF,CZE,2221301.401,252498032.247,5083,2.305
CAF,DEU,2221301.401,3888326788.627,5360,1240.016
CAF,DNK,2221301.401,347561349.211,5715,7.018
CAF,DOM,2221301.401,88941299.734,9702,1.948
CAF,EGY,2221301.401,303080865.604,3140,36.319
CAF,ESP,2221301.401,1393046093.137,4574,536.212
CAF,FRA,2221301.401,2728870246.706,5165,5296.339
CAF,GBR,2221301.401,2878673912.414,5507,107.557
CAF,GHA,2221301.401,68337537.816,2250,300.549
CAF,GTM,2221301.401,77020015.201,11938,0.34
CAF,GUY,2221301.401,5173760.192,8495,1.172
CAF,HKG,2221301.401,363052489.184,10412,367.148
CAF,HND,2221301.401,25089976.947,11592,3.325
CAF,HUN,2221301.401,163526491.433,4781,32.692
CAF,IDN,2221301.401,1119099868.265,9881,480.724
CAF,IND,2221301.401,2831552222.52,6737,667.633
CAF,IRL,2221301.401,399122063.504,5883,36.812
CAF,ISR,2221301.401,397934596.953,3505,19.723
CAF,ITA,2221301.401,2011285742.552,4201,3164.056
CAF,JPN,2221301.401,5123318151.511,12465,1319.199
CAF,KAZ,2221301.401,181667190.076,7151,0.807
CAF,KEN,2221301.401,100379713.697,2125,1.211
CAF,KOR,2221301.401,1651422932.448,11323,287.48
CAF,KWT,2221301.401,136196760.181,4156,100.797
CAF,LBN,2221301.401,51605959.131,3711,7.896
CAF,LKA,2221301.401,83902574.443,6792,77.131
CAF,LUX,2221301.401,70195715.496,5151,2.294
CAF,MAR,2221301.401,119870439.114,4223,1172.561
CAF,MDA,2221301.401,11971345.003,4829,0.014
CAF,MKD,2221301.401,12606338.449,4179,80.063
CAF,MLI,2221301.401,17280250.805,3061,0.068
CAF,MLT,2221301.401,15719500.921,3517,0.039
CAF,MMR,2221301.401,68697759.361,8558,15.073
CAF,MOZ,2221301.401,15390031.04,3675,0.206
CAF,MRT,2221301.401,7889655.284,4054,0.008
CAF,MUS,2221301.401,14045808.843,5048,19.406
CAF,MYS,2221301.401,365276379.481,9231,1560.515
CAF,NER,2221301.401,12916455.161,2071,0.055
CAF,NGA,2221301.401,448120428.859,1696,40.86
CAF,NLD,2221301.401,910194347.569,5470,2.847
CAF,NOR,2221301.401,404941363.636,6198,1.547
CAF,NPL,2221301.401,34186190.996,7504,14.865
CAF,NZL,2221301.401,213434571.358,15670,35.856
CAF,PAK,2221301.401,320909489.23,5659,1.96
CAF,PER,2221301.401,228323495.041,10725,1.618
CAF,PHL,2221301.401,376823278.561,11228,27.886
CAF,POL,2221301.401,597280564.672,5312,125.188
CAF,PRT,2221301.401,239986922.639,4724,1795.119
CAF,PSE,2221301.401,17133500,3435,2.881
CAF,RUS,2221301.401,1693113904.263,5948,27.384
CAF,RWA,2221301.401,10356327.149,1457,8.246
CAF,SAU,2221301.401,803616264.791,3760,368.379
CAF,SEN,2221301.401,23398811.424,4107,12.237
CAF,SGP,2221301.401,375472731.271,9486,139.508
CAF,SLV,2221301.401,26896660,11811,3.071
CAF,SRB,2221301.401,51514222.382,4486,5.346
CAF,SVK,2221301.401,105284375.641,4855,125.052
CAF,SVN,2221301.401,54178877.606,4636,258.087
CAF,SWE,2221301.401,533879529.188,6098,0.736
CAF,SYC,2221301.401,1684228.529,4221,0.827
CAF,TGO,2221301.401,7220395.248,1932,0.421
CAF,THA,2221301.401,544081056.185,9037,7.431
CAF,TJK,2221301.401,8300784.857,6322,6
CAF,TUR,2221301.401,761004425.605,4191,1815.356
CAF,TWN,2221301.401,610872000,11106,2417.181
CAF,UGA,2221301.401,35353060.634,1623,0.508
CAF,UKR,2221301.401,153882982.016,5230,0.541
CAF,URY,2221301.401,61231149.881,8905,0.043
CAF,USA,2221301.401,21372572437,9913,3397.449
CAF,VCT,2221301.401,910149.699,8802,2.375
CAF,YEM,2221301.401,21887614.217,3060,1.261
CAF,ZAF,2221301.401,387934574.098,3533,24.933
CAF,ZMB,2221301.401,23308667.781,2435,38.001
CAN,CHE,1742015045.482,731767398.053,6497,1158965.016
CAN,CHL,1742015045.482,278584733.103,8590,696560.648
CAN,CHN,1742015045.482,14279937500.608,11441,18488670
CAN,CIV,1742015045.482,58539424.93,8427,43559.141
CAN,CMR,1742015045.482,39670977.333,9791,41259.153
CAN,COD,1742015045.482,51775830.726,10722,26788.892
CAN,COG,1742015045.482,12750338.736,10715,18414.792
CAN,COL,1742015045.482,323109543.324,4362,774536.75
CAN,COM,1742015045.482,1195019.559,13512,2030.843
CAN,CPV,1742015045.482,1981845.741,6151,2067.622
CAN,CRI,1742015045.482,64417670.083,3770,129505.77
CAN,CUB,1742015045.482,103428000,2299,284826.23
CAN,CUW,1742015045.482,2995185.487,3643,9251.454
CAN,CYM,1742015045.482,5943589.096,2713,21312.112
CAN,CYP,1742015045.482,25758357.775,8947,15220.851
CAN,CZE,1742015045.482,252498032.247,6699,366981.188
CAN,DEU,1742015045.482,3888326788.627,6493,4438984.5
CAN,DJI,1742015045.482,3088853.639,11582,6550.635
CAN,DMA,1742015045.482,611537.037,3583,4568.112
CAN,DNK,1742015045.482,347561349.211,6266,226959.672
CAN,DOM,1742015045.482,88941299.734,2934,239661.055
CAN,DZA,1742015045.482,171767403.748,6766,509051.422
CAN,ECU,1742015045.482,108108009,5080,347116.5
CAN,EGY,1742015045.482,303080865.604,9228,658644.016
CAN,ESP,1742015045.482,1393046093.137,6052,1207623.25
CAN,EST,1742015045.482,31045591.753,6655,26094.994
CAN,ETH,1742015045.482,95912590.628,11490,111345.068
CAN,FIN,1742015045.482,268508200.125,6616,562379.266
CAN,FJI,1742015045.482,5496264.766,12347,23462.717
CAN,FRA,1742015045.482,2728870246.706,6017,2895131.688
CAN,GAB,1742015045.482,16874405.84,9890,15110.667
CAN,GBR,1742015045.482,2878673912.414,5728,15465419.625
CAN,GEO,1742015045.482,17470436.259,9035,22685.629
CAN,GHA,1742015045.482,68337537.816,8518,307556.773
CAN,GIN,1742015045.482,13442861.444,7337,19913.443
CAN,GMB,1742015045.482,1813608.28,6802,2330.343
CAN,GNB,1742015045.482,1439638.443,7008,167.84
CAN,GNQ,1742015045.482,11364134.109,9803,4683.499
CAN,GRC,1742015045.482,205144152.831,8119,100237.793
CAN,GRD,1742015045.482,1213485.185,3896,70183.165
CAN,GRL,1742015045.482,2994332.324,2868,7635.114
CAN,GTM,1742015045.482,77020015.201,3393,96351.427
CAN,GUM,1742015045.482,6364000,12256,3882.251
CAN,GUY,1742015045.482,5173760.192,4585,36600.576
CAN,HKG,1742015045.482,363052489.184,12568,3037394.156
CAN,HND,1742015045.482,25089976.947,3366,40401.083
CAN,HRV,1742015045.482,62246206.341,7067,26175.263
CAN,HTI,1742015045.482,14785839.383,2868,34826.258
CAN,HUN,1742015045.482,163526491.433,7142,75905.174
CAN,IDN,1742015045.482,1119099868.265,15806,1561531.75
CAN,IND,1742015045.482,2831552222.52,11646,4108588.5
CAN,IRL,1742015045.482,399122063.504,5266,686029.172
CAN,IRN,1742015045.482,291362916.336,9909,246709.03
CAN,IRQ,1742015045.482,233636097.8,9752,110472.959
CAN,ISL,1742015045.482,24857740.445,4205,74606.776
CAN,ISR,1742015045.482,397934596.953,9288,304190.213
CAN,ITA,1742015045.482,2011285742.552,7099,2508504
CAN,JAM,1742015045.482,15830768.55,2860,104933.723
CAN,JOR,1742015045.482,44502895.915,9371,70802.342
CAN,JPN,1742015045.482,5123318151.511,10367,9918500.5
CAN,KAZ,1742015045.482,181667190.076,10090,137339.231
CAN,KEN,1742015045.482,100379713.697,12191,134524.848
CAN,KGZ,1742015045.482,8871026.074,10073,12591.834
CAN,KHM,1742015045.482,27089389.787,13869,100172.904
CAN,KIR,1742015045.482,177935.349,11314,388.948
CAN,KNA,1742015045.482,1164877.852,3323,6654.514
CAN,KOR,1742015045.482,1651422932.448,10620,4821566.75
CAN,KWT,1742015045.482,136196760.181,10308,134366.438
CAN,LAO,1742015045.482,18740559.554,13173,4387.323
CAN,LBN,1742015045.482,51605959.131,9181,115231.51
CAN,LBR,1742015045.482,3319596.5,7814,2363.848
CAN,LBY,1742015045.482,69252306.372,7764,67211.478
CAN,LCA,1742015045.482,2118791.548,3731,8617.25
CAN,LKA,1742015045.482,83902574.443,14023,179138.461
CAN,LSO,1742015045.482,2451257.579,13495,146.979
CAN,LTU,1742015045.482,54697379.017,6999,64483.307
CAN,LUX,1742015045.482,70195715.496,6218,132602.613
CAN,LVA,1742015045.482,34308783.825,6788,357766.253
CAN,MAC,1742015045.482,55204758.07,12589,74404.068
CAN,MAR,1742015045.482,119870439.114,6155,347986.219
CAN,MDA,1742015045.482,11971345.003,7746,6630.757
CAN,MDG,1742015045.482,14191911.512,14392,15196.805
CAN,MDV,1742015045.482,5607762.625,14053,36846.501
CAN,MEX,1742015045.482,1269404276.771,3260,6144845.313
CAN,MKD,1742015045.482,12606338.449,7674,10920.834
CAN,MLI,1742015045.482,17280250.805,7557,23464.533
CAN,MLT,1742015045.482,15719500.921,7646,164675.517
CAN,MMR,1742015045.482,68697759.361,13290,56008.145
CAN,MNE,1742015045.482,5542201.151,7505,5086.969
CAN,MNG,1742015045.482,14206359.007,9837,44436.54
CAN,MOZ,1742015045.482,15390031.04,13672,47496.855
CAN,MRT,1742015045.482,7889655.284,6517,19936.102
CAN,MUS,1742015045.482,14045808.843,15258,8683.045
CAN,MWI,1742015045.482,11025370.769,12933,16782.896
CAN,MYS,1742015045.482,365276379.481,14815,661272.75
CAN,NAM,1742015045.482,12543203.411,12215,9807.877
CAN,NCL,1742015045.482,9438130.987,13604,16968.46
CAN,NER,1742015045.482,12916455.161,8307,4542.111
CAN,NGA,1742015045.482,448120428.859,8940,384468.063
CAN,NIC,1742015045.482,12596636.042,3560,41311.01
CAN,NLD,1742015045.482,910194347.569,5997,3883652.125
CAN,NOR,1742015045.482,404941363.636,5951,1799189.25
CAN,NPL,1742015045.482,34186190.996,11947,120615.889
CAN,NRU,1742015045.482,118724.074,11934,38.511
CAN,NZL,1742015045.482,213434571.358,13878,457528.156
CAN,OMN,1742015045.482,88060858.257,11412,80254.287
CAN,PAK,1742015045.482,320909489.23,11677,529368.375
CAN,PAN,1742015045.482,66984427.2,3846,170608.445
CAN,PER,1742015045.482,228323495.041,6177,630114.438
CAN,PHL,1742015045.482,376823278.561,13225,568876.664
CAN,PNG,1742015045.482,24751344.561,14140,11325.999
CAN,POL,1742015045.482,597280564.672,6939,619748.305
CAN,PRT,1742015045.482,239986922.639,5741,228263.141
CAN,PRY,1742015045.482,37925338.329,7958,36178.203
CAN,PSE,1742015045.482,17133500,9315,6221.304
CAN,PYF,1742015045.482,6008055.248,9830,13879.51
CAN,QAT,1742015045.482,175837550.996,10873,236327.547
CAN,ROU,1742015045.482,249881592.298,7781,84331.661
CAN,RUS,1742015045.482,1693113904.263,7504,597829.52
CAN,RWA,1742015045.482,10356327.149,11718,8575.578
CAN,SAU,1742015045.482,803616264.791,10657,2309868.375
CAN,SDN,1742015045.482,32338079.165,10501,18783.211
CAN,SEN,1742015045.482,23398811.424,6648,58494.514
CAN,SGP,1742015045.482,375472731.271,15010,1370815.203
CAN,SLB,1742015045.482,1570093.229,13177,345.07
CAN,SLE,1742015045.482,4076578.543,7453,6685.402
CAN,SLV,1742015045.482,26896660,3455,66081.018
CAN,SOM,1742015045.482,6476674.592,12551,1891.488
CAN,SRB,1742015045.482,51514222.382,7413,27848.695
CAN,STP,1742015045.482,427425.04,9674,401.746
CAN,SUR,1742015045.482,3984483.762,4817,26047.467
CAN,SVK,1742015045.482,105284375.641,6983,95261.453
CAN,SVN,1742015045.482,54178877.606,6959,112753.266
CAN,SWE,1742015045.482,533879529.188,6344,351043.164
CAN,SWZ,1742015045.482,4466066.557,13589,7777.384
CAN,SYC,1742015045.482,1684228.529,13832,5779.762
CAN,TCA,1742015045.482,1197415,2582,3079.408
CAN,TCD,1742015045.482,11314951.343,9444,20930.726
CAN,TGO,1742015045.482,7220395.248,8788,21587.749
CAN,THA,1742015045.482,544081056.185,13646,778058.516
CAN,TJK,1742015045.482,8300784.857,10352,3146.606
CAN,TKM,1742015045.482,45231428.571,10015,2365.578
CAN,TLS,1742015045.482,2047931.7,15424,121.811
CAN,TON,1742015045.482,512350.059,12057,497.057
CAN,TTO,1742015045.482,23886216.403,4048,196036.109
CAN,TUN,1742015045.482,41772900.763,7276,78310.613
CAN,TUR,1742015045.482,761004425.605,8211,1297270.938
CAN,TWN,1742015045.482,610872000,12104,1613807.938
CAN,TZA,1742015045.482,61136873.692,12821,95175.382
CAN,UGA,1742015045.482,35353060.634,11737,133980.499
CAN,UKR,1742015045.482,153882982.016,7575,154617.913
CAN,URY,1742015045.482,61231149.881,9011,61066.73
CAN,USA,1742015045.482,21372572437,556,314402040
CAN,UZB,1742015045.482,59907674.027,10086,10206.346
CAN,VCT,1742015045.482,910149.699,3806,6933.094
CAN,VNM,1742015045.482,330391329.476,13943,786121.75
CAN,VUT,1742015045.482,936526.268,13133,182.613
CAN,WSM,1742015045.482,852007.105,11247,488.159
CAN,YEM,1742015045.482,21887614.217,11327,10196.228
CAN,ZAF,1742015045.482,387934574.098,13335,291423.342
CAN,ZMB,1742015045.482,23308667.781,12597,24161.155
CAN,ZWE,1742015045.482,19284289.739,12995,8740.914
CHE,CHL,731767398.053,278584733.103,11925,365275.866
CHE,CHN,731767398.053,14279937500.608,9034,21377941.426
CHE,CIV,731767398.053,58539424.93,4808,55504.179
CHE,CMR,731767398.053,39670977.333,4828,11978.903
CHE,COD,731767398.053,51775830.726,5764,11744.725
CHE,COG,731767398.053,12750338.736,5757,6488.342
CHE,COL,731767398.053,323109543.324,9076,550906.32
CHE,COM,731767398.053,1195019.559,7394,62.909
CHE,CPV,731767398.053,1981845.741,4654,4996.455
CHE,CRI,731767398.053,64417670.083,9398,204750.888
CHE,CUB,731767398.053,103428000,8219,9432.762
CHE,CUW,731767398.053,2995185.487,8083,17994.592
CHE,CYM,731767398.053,5943589.096,8447,189350.129
CHE,CYP,731767398.053,25758357.775,2468,120582.434
CHE,CZE,731767398.053,252498032.247,531,1827957.833
CHE,DEU,731767398.053,3888326788.627,674,47788453.25
CHE,DJI,731767398.053,3088853.639,5118,3945.145
CHE,DMA,731767398.053,611537.037,7261,585.151
CHE,DNK,731767398.053,347561349.211,967,1126720.126
CHE,DOM,731767398.053,88941299.734,7654,58354.464
CHE,DZA,731767398.053,171767403.748,1261,344147.492
CHE,ECU,731767398.053,108108009,10065,106471.99
CHE,EGY,731767398.053,303080865.604,2739,1264839.896
CHE,ESP,731767398.053,1393046093.137,1245,6584498.945
CHE,EST,731767398.053,31045591.753,1715,196520.926
CHE,ETH,731767398.053,95912590.628,5118,56163.078
CHE,FIN,731767398.053,268508200.125,1781,659577.992
CHE,FJI,731767398.053,5496264.766,16637,4464.086
CHE,FRA,731767398.053,2728870246.706,487,19359110.719
CHE,FSM,731767398.053,412479.413,13296,46.576
CHE,GAB,731767398.053,16874405.84,5204,2721.616
CHE,GBR,731767398.053,2878673912.414,777,27358611.008
CHE,GEO,731767398.053,17470436.259,2928,64373.693
CHE,GHA,731767398.053,68337537.816,4610,70566.863
CHE,GIN,731767398.053,13442861.444,4681,3997.74
CHE,GMB,731767398.053,1813608.28,4428,2651.372
CHE,GNB,731767398.053,1439638.443,4535,181.056
CHE,GNQ,731767398.053,11364134.109,5042,1063.333
CHE,GRC,731767398.053,205144152.831,1624,660566.838
CHE,GRD,731767398.053,1213485.185,7546,559.754
CHE,GRL,731767398.053,2994332.324,4018,23.054
CHE,GTM,731767398.053,77020015.201,9492,27664.766
CHE,GUM,731767398.053,6364000,11994,11367.827
CHE,GUY,731767398.053,5173760.192,7705,9508.753
CHE,HKG,731767398.053,363052489.184,9325,9547511.173
CHE,HND,731767398.053,25089976.947,9293,18600.92
CHE,HRV,731767398.053,62246206.341,598,259081.674
CHE,HTI,731767398.053,14785839.383,7834,1287.098
CHE,HUN,731767398.053,163526491.433,795,984259.431
CHE,IDN,731767398.053,1119099868.265,11143,603275.417
CHE,IND,731767398.053,2831552222.52,6166,18918481.375
CHE,IRL,731767398.053,399122063.504,1239,1127590.799
CHE,IRN,731767398.053,291362916.336,3754,323767.63
CHE,IRQ,731767398.053,233636097.8,3383,234373.832
CHE,ISL,731767398.053,24857740.445,2623,81249.389
CHE,ISR,731767398.053,397934596.953,2797,1517260.281
CHE,ITA,731767398.053,2011285742.552,684,14782770.75
CHE,JAM,731767398.053,15830768.55,8210,25495.8
CHE,JOR,731767398.053,44502895.915,2885,253996.217
CHE,JPN,731767398.053,5123318151.511,9605,7989159.322
CHE,KAZ,731767398.053,181667190.076,5209,170729.064
CHE,KEN,731767398.053,100379713.697,6052,64828.924
CHE,KGZ,731767398.053,8871026.074,5066,10017.398
CHE,KHM,731767398.053,27089389.787,9550,122206.661
CHE,KIR,731767398.053,177935.349,14404,17.072
CHE,KNA,731767398.053,1164877.852,7206,2675.107
CHE,KOR,731767398.053,1651422932.448,8796,3381424.766
CHE,KWT,731767398.053,136196760.181,3927,489868.542
CHE,LAO,731767398.053,18740559.554,8861,6963.718
CHE,LBN,731767398.053,51605959.131,2707,417608.389
CHE,LBR,731767398.053,3319596.5,4908,5872.409
CHE,LBY,731767398.053,69252306.372,1656,120936.235
CHE,LCA,731767398.053,2118791.548,7334,2617.378
