species,event_year,kind,obs_redist,env_pred_redist,hist_pred_redist,n_routes
5460,2016,hot,0.0,0.4220532319391635,0.23954372623574144,263
5460,2008,cold,0.0,0.404320987654321,0.36419753086419754,324
5460,2009,cold,0.0,0.33876221498371334,0.25732899022801303,307
5460,2014,cold,0.0,0.36363636363636365,0.26877470355731226,253
5580,2012,hot,0.0,0.4778761061946903,0.37610619469026546,226
5580,2016,hot,0.0,0.38362068965517243,0.21120689655172414,232
5580,2008,cold,0.0,0.5054545454545455,0.38545454545454544,275
5580,2009,cold,0.0,0.5625,0.38671875,256
5580,2014,cold,0.0,0.6462264150943396,0.3018867924528302,212
5600,2012,hot,0.0,0.43132328308207707,0.2202680067001675,1194
5600,2016,hot,0.0,0.36363636363636365,0.2650807136788445,1177
5600,2008,cold,0.0,0.4609375,0.271875,1280
5600,2009,cold,0.0,0.45323741007194246,0.2557953637090328,1251
5600,2014,cold,0.0,0.4527491408934708,0.24312714776632302,1164
5630,2012,hot,0.0,0.46362098138747887,0.41455160744500846,591
5630,2016,hot,0.0,0.03152364273204904,0.30122591943957966,571
5630,2008,cold,0.0,0.32741935483870965,0.30806451612903224,620
5630,2009,cold,0.0,0.6360485268630849,0.37261698440207974,577
5630,2014,cold,0.0,0.7713754646840149,0.26765799256505574,538
5670,2012,hot,0.0,0.4025157232704403,0.27044025157232704,159
5670,2016,hot,0.0,0.2792207792207792,0.18831168831168832,154
5670,2008,cold,0.0,0.33879781420765026,0.25136612021857924,183
5670,2009,cold,0.0,0.6193181818181818,0.5056818181818182,176
5670,2014,cold,0.0,0.3013698630136986,0.2534246575342466,146
5810,2012,hot,0.0,0.6229187071498531,0.3525954946131244,1021
5810,2016,hot,0.0,0.16390243902439025,0.2097560975609756,1025
5810,2008,cold,0.0,0.16400709219858156,0.1879432624113475,1128
5810,2009,cold,0.0,0.7225274725274725,0.304029304029304,1092
5810,2014,cold,0.0,0.516798418972332,0.20948616600790515,1012
5830,2012,hot,0.0,0.12195121951219512,0.16260162601626016,123
5830,2016,hot,0.0,0.2777777777777778,0.2986111111111111,144
5830,2008,cold,0.0,0.445859872611465,0.2484076433121019,157
5830,2009,cold,0.0,0.4129032258064516,0.3032258064516129,155
5830,2014,cold,0.0,0.22727272727272727,0.17424242424242425,132
5840,2012,hot,0.0,0.43805309734513276,0.23008849557522124,226
5840,2016,hot,0.0,0.2971698113207547,0.2830188679245283,212
5840,2008,cold,0.0,0.4489795918367347,0.3224489795918367,245
5840,2009,cold,0.0,0.3034188034188034,0.3076923076923077,234
5840,2014,cold,0.0,0.32,0.27,200
5870,2012,hot,0.0,0.25365853658536586,0.16585365853658537,615
5870,2016,hot,0.0,0.38761061946902653,0.20176991150442478,565
5870,2008,cold,0.0,0.5031645569620253,0.2737341772151899,632
5870,2009,cold,0.0,0.5645161290322581,0.22096774193548388,620
5870,2014,cold,0.0,0.3064798598949212,0.2329246935201401,571
5930,2012,hot,0.0,0.425,0.194,1000
5930,2016,hot,0.0,0.2782037239868565,0.20153340635268346,913
5930,2008,cold,0.0,0.3800995024875622,0.2845771144278607,1005
