species,event_year,lag,D
5460,2009,1,
5460,2009,2,
5460,2009,3,
5460,2014,0,
5460,2014,1,
5460,2014,2,
5460,2014,3,
5580,2012,0,
5580,2012,1,
5580,2012,2,
5580,2012,3,
5580,2016,0,
5580,2016,1,
5580,2016,2,
5580,2016,3,
5580,2021,2,
5580,2023,0,
5580,1996,2,
5580,1996,3,
5580,1997,1,
5580,1997,2,
5580,1997,3,
5580,2008,0,
5580,2008,1,
5580,2008,2,
5580,2008,3,
5580,2009,0,
5580,2009,1,
5580,2009,2,
5580,2009,3,
5580,2014,0,
5580,2014,1,
5580,2014,2,
5580,2014,3,
5600,2012,0,
5600,2012,1,
5600,2012,2,
5600,2012,3,
5600,2016,0,
5600,2016,1,
5600,2016,2,
5600,2016,3,
5600,2021,2,
5600,2023,0,
5600,1996,2,
5600,1996,3,
5600,1997,1,
5600,1997,2,
5600,1997,3,
5600,2008,0,
5600,2008,1,
5600,2008,2,
5600,2008,3,
5600,2009,0,
5600,2009,1,
5600,2009,2,
5600,2009,3,
5600,2014,0,
5600,2014,1,
5600,2014,2,
5600,2014,3,
5630,2012,0,
5630,2012,1,
5630,2012,2,
5630,2012,3,
5630,2016,0,
5630,2016,1,
5630,2016,2,
5630,2016,3,
5630,2021,2,
5630,2023,0,
5630,1996,2,
5630,1996,3,
5630,1997,1,
5630,1997,2,
5630,1997,3,
5630,2008,0,
5630,2008,1,
5630,2008,2,
5630,2008,3,
5630,2009,0,
5630,2009,1,
5630,2009,2,
5630,2009,3,
5630,2014,0,
5630,2014,1,
5630,2014,2,
5630,2014,3,
5670,2012,0,
5670,2012,1,
5670,2012,2,
5670,2012,3,
5670,2016,0,
5670,2016,1,
5670,2016,2,
5670,2016,3,
5670,2021,2,
5670,2023,0,
5670,1996,2,
5670,1996,3,
5670,1997,1,
5670,1997,2,
5670,1997,3,
5670,2008,0,
5670,2008,1,
5670,2008,2,
5670,2008,3,
5670,2009,0,
5670,2009,1,
5670,2009,2,
5670,2009,3,
5670,2014,0,
5670,2014,1,
5670,2014,2,
5670,2014,3,
5810,2012,0,
5810,2012,1,
5810,2012,2,
5810,2012,3,
5810,2016,0,
5810,2016,1,
5810,2016,2,
5810,2016,3,
5810,2021,2,
5810,2023,0,
5810,1996,2,
5810,1996,3,
5810,1997,1,
5810,1997,2,
5810,1997,3,
5810,2008,0,
5810,2008,1,
5810,2008,2,
5810,2008,3,
5810,2009,0,
5810,2009,1,
5810,2009,2,
5810,2009,3,
5810,2014,0,
5810,2014,1,
5810,2014,2,
5810,2014,3,
5830,2012,0,
5830,2012,1,
5830,2012,2,
5830,2012,3,
5830,2016,0,
5830,2016,1,
5830,2016,2,
5830,2016,3,
5830,2021,2,
5830,2023,0,
5830,1996,3,
5830,1997,2,
5830,1997,3,
5830,2008,0,
5830,2008,1,
5830,2008,2,
5830,2008,3,
5830,2009,0,
5830,2009,1,
5830,2009,2,
5830,2009,3,
5830,2014,0,
5830,2014,1,
5830,2014,2,
5830,2014,3,
5840,2012,0,
5840,2012,1,
5840,2012,2,
5840,2012,3,
5840,2016,0,
5840,2016,1,
5840,2016,2,
5840,2016,3,
5840,2021,2,
5840,2023,0,
5840,1996,2,
5840,1996,3,
5840,1997,1,
5840,1997,2,
5840,1997,3,
5840,2008,0,
5840,2008,1,
5840,2008,2,
5840,2008,3,
5840,2009,0,
5840,2009,1,
5840,2009,2,
5840,2009,3,
5840,2014,0,
5840,2014,1,
5840,2014,2,
5840,2014,3,
5870,2012,0,
5870,2012,1,
5870,2012,2,
5870,2012,3,
5870,2016,0,
5870,2016,1,
5870,2016,2,
5870,2016,3,
5870,2021,2,
5870,2023,0,
5870,1996,2,
5870,1996,3,
5870,1997,1,
5870,1997,2,
5870,1997,3,
5870,2008,0,
5870,2008,1,
5870,2008,2,
5870,2008,3,
5870,2009,0,
5870,2009,1,
5870,2009,2,
5870,2009,3,
5870,2014,0,
5870,2014,1,
5870,2014,2,
5870,2014,3,
5930,2012,0,
5930,2012,1,
5930,2012,2,
5930,2012,3,
5930,2016,0,
5930,2016,1,
5930,2016,2,
5930,2016,3,
5930,2021,2,
5930,2023,0,
5930,1996,2,
5930,1996,3,
5930,1997,1,
5930,1997,2,
5930,1997,3,
5930,2008,0,
5930,2008,1,
5930,2008,2,
5930,2008,3,
5930,2009,0,
5930,2009,1,
5930,2009,2,
5930,2009,3,
5930,2014,0,
5930,2014,1,
5930,2014,2,
5930,2014,3,
5950,2012,0,
5950,2012,1,
5950,2012,2,
5950,2012,3,
5950,2016,0,
5950,2016,1,
5950,2016,2,
5950,2016,3,
5950,2021,2,
5950,2023,0,
5950,1996,2,
5950,1996,3,
5950,1997,1,
5950,1997,2,
5950,1997,3,
5950,2008,0,
5950,2008,1,
5950,2008,2,
5950,2008,3,
5950,2009,0,
5950,2009,1,
5950,2009,2,
5950,2009,3,
5950,2014,0,
5950,2014,1,
5950,2014,2,
5950,2014,3,
5970,2012,0,
5970,2012,1,
5970,2012,2,
5970,2012,3,
5970,2016,0,
5970,2016,1,
5970,2016,2,
5970,2016,3,
5970,2021,2,
5970,2023,0,
5970,1996,2,
5970,1996,3,
5970,1997,1,
5970,1997,2,
5970,1997,3,
5970,2008,0,
5970,2008,1,
5970,2008,2,
5970,2008,3,
5970,2009,0,
5970,2009,1,
5970,2009,2,
5970,2009,3,
5970,2014,0,
5970,2014,1,
5970,2014,2,
5970,2014,3,
5980,2012,0,
5980,2012,1,
5980,2012,2,
5980,2012,3,
5980,2016,0,
5980,2016,1,
5980,2016,2,
5980,2016,3,
5980,2021,2,
5980,2023,0,
5980,1996,2,
5980,1996,3,
5980,1997,1,
5980,1997,2,
5980,1997,3,
5980,2008,0,
5980,2008,1,
5980,2008,2,
5980,2008,3,
5980,2009,0,
5980,2009,1,
5980,2009,2,
5980,2009,3,
5980,2014,0,
5980,2014,1,
5980,2014,2,
5980,2014,3,
6080,2012,0,
6080,2012,1,
6080,2012,2,
6080,2012,3,
6080,2016,0,
6080,2016,1,
6080,2016,2,
6080,2016,3,
6080,2021,2,
6080,2023,0,
6080,1996,2,
6080,1996,3,
6080,1997,1,
6080,1997,2,
6080,1997,3,
6080,2008,0,
6080,2008,1,
6080,2008,2,
6080,2008,3,
6080,2009,0,
6080,2009,1,
6080,2009,2,
6080,2009,3,
6080,2014,0,
6080,2014,1,
6080,2014,2,
6080,2014,3,
6110,2012,0,
6110,2012,1,
6110,2012,2,
6110,2012,3,
6110,2016,0,
6110,2016,1,
6110,2016,2,
6110,2016,3,
6110,2021,2,
6110,2023,0,
6110,1996,2,
6110,1996,3,
6110,1997,1,
6110,1997,2,
6110,1997,3,
6110,2008,0,
6110,2008,1,
6110,2008,2,
6110,2008,3,
6110,2009,0,
6110,2009,1,
6110,2009,2,
6110,2009,3,
6110,2014,0,
6110,2014,1,
6110,2014,2,
6110,2014,3,
6120,2012,0,
6120,2012,1,
6120,2012,2,
6120,2012,3,
6120,2016,0,
6120,2016,1,
6120,2016,2,
6120,2016,3,
6120,2021,2,
6120,2023,0,
6120,1996,2,
6120,1996,3,
6120,1997,1,
6120,1997,2,
6120,1997,3,
6120,2008,0,
6120,2008,1,
6120,2008,2,
6120,2008,3,
6120,2009,0,
6120,2009,1,
6120,2009,2,
6120,2009,3,
6120,2014,0,
6120,2014,1,
6120,2014,2,
6120,2014,3,
6130,2012,0,
6130,2012,1,
6130,2012,2,
6130,2012,3,
6130,2016,0,
6130,2016,1,
6130,2016,2,
6130,2016,3,
6130,2021,2,
6130,2023,0,
6130,1996,2,
6130,1996,3,
6130,1997,1,
6130,1997,2,
6130,1997,3,
6130,2008,0,
6130,2008,1,
6130,2008,2,
6130,2008,3,
6130,2009,0,
6130,2009,1,
6130,2009,2,
6130,2009,3,
6130,2014,0,
6130,2014,1,
6130,2014,2,
6130,2014,3,
6140,2012,0,
6140,2012,1,
6140,2012,2,
6140,2012,3,
6140,2016,0,
6140,2016,1,
6140,2016,2,
6140,2016,3,
6140,2021,2,
6140,2023,0,
6140,1996,2,
6140,1996,3,
6140,1997,1,
6140,1997,2,
6140,1997,3,
6140,2008,0,
6140,2008,1,
6140,2008,2,
6140,2008,3,
6140,2009,0,
6140,2009,1,
6140,2009,2,
6140,2009,3,
6140,2014,0,
6140,2014,1,
6140,2014,2,
6140,2014,3,
6170,2012,0,
6170,2012,1,
6170,2012,2,
6170,2012,3,
6170,2016,0,
6170,2016,1,
6170,2016,2,
6170,2016,3,
6170,2021,2,
6170,2023,0,
6170,1996,2,
6170,1996,3,
6170,1997,1,
6170,1997,2,
6170,1997,3,
6170,2008,0,
6170,2008,1,
6170,2008,2,
6170,2008,3,
6170,2009,0,
6170,2009,1,
6170,2009,2,
6170,2009,3,
6170,2014,0,
6170,2014,1,
6170,2014,2,
6170,2014,3,
6190,2012,0,
6190,2012,1,
6190,2012,2,
6190,2012,3,
6190,2016,0,
6190,2016,1,
6190,2016,2,
6190,2016,3,
6190,2021,2,
6190,2023,0,
6190,1996,2,
6190,1996,3,
6190,1997,1,
6190,1997,2,
6190,1997,3,
6190,2008,0,
6190,2008,1,
6190,2008,2,
6190,2008,3,
6190,2009,0,
6190,2009,1,
6190,2009,2,
6190,2009,3,
6190,2014,0,
6190,2014,1,
6190,2014,2,
6190,2014,3,
6240,2012,0,
6240,2012,1,
6240,2012,2,
6240,2012,3,
6240,2016,0,
6240,2016,1,
6240,2016,2,
6240,2016,3,
6240,2021,2,
6240,2023,0,
6240,1996,2,
6240,1996,3,
6240,1997,1,
6240,1997,2,
6240,1997,3,
6240,2008,0,
6240,2008,1,
6240,2008,2,
6240,2008,3,
6240,2009,0,
6240,2009,1,
6240,2009,2,
6240,2009,3,
6240,2014,0,
6240,2014,1,
6240,2014,2,
6240,2014,3,
6270,2012,0,
6270,2012,1,
6270,2012,2,
6270,2012,3,
6270,2016,0,
6270,2016,1,
6270,2016,2,
6270,2016,3,
6270,2021,2,
6270,2023,0,
6270,1996,2,
6270,1996,3,
6270,1997,1,
6270,1997,2,
6270,1997,3,
6270,2008,0,
6270,2008,1,
6270,2008,2,
6270,2008,3,
6270,2009,0,
6270,2009,1,
6270,2009,2,
6270,2009,3,
6270,2014,0,
6270,2014,1,
6270,2014,2,
6270,2014,3,
6280,2012,0,
6280,2012,1,
6280,2012,2,
6280,2012,3,
6280,2016,0,
6280,2016,1,
6280,2016,2,
6280,2016,3,
6280,2021,2,
6280,2023,0,
6280,1996,2,
6280,1996,3,
6280,1997,1,
6280,1997,2,
6280,1997,3,
6280,2008,0,
6280,2008,1,
6280,2008,2,
6280,2008,3,
6280,2009,0,
6280,2009,1,
6280,2009,2,
6280,2009,3,
6280,2014,0,
6280,2014,1,
6280,2014,2,
6280,2014,3,
6290,2012,0,
6290,2012,1,
6290,2012,2,
6290,2012,3,
6290,2016,0,
6290,2016,1,
6290,2016,2,
6290,2016,3,
6290,2021,2,
6290,2023,0,
6290,1996,2,
6290,1996,3,
6290,1997,1,
6290,1997,2,
6290,1997,3,
6290,2008,0,
6290,2008,1,
6290,2008,2,
6290,2008,3,
6290,2009,0,
6290,2009,1,
6290,2009,2,
6290,2009,3,
6290,2014,0,
6290,2014,1,
6290,2014,2,
6290,2014,3,
6310,2012,0,
6310,2012,1,
6310,2012,2,
6310,2012,3,
6310,2016,0,
6310,2016,1,
6310,2016,2,
6310,2016,3,
6310,2021,2,
6310,2023,0,
6310,1996,2,
6310,1996,3,
6310,1997,1,
6310,1997,2,
6310,1997,3,
6310,2008,0,
6310,2008,1,
6310,2008,2,
6310,2008,3,
6310,2009,0,
6310,2009,1,
6310,2009,2,
6310,2009,3,
6310,2014,0,
6310,2014,1,
6310,2014,2,
6310,2014,3,
6360,2012,0,
6360,2012,1,
6360,2012,2,
6360,2012,3,
6360,2016,0,
6360,2016,1,
6360,2016,2,
6360,2016,3,
6360,2021,2,
6360,2023,0,
6360,1996,2,
6360,1996,3,
6360,1997,1,
6360,1997,2,
6360,1997,3,
6360,2008,0,
6360,2008,1,
6360,2008,2,
6360,2008,3,
6360,2009,0,
6360,2009,1,
6360,2009,2,
6360,2009,3,
6360,2014,0,
6360,2014,1,
6360,2014,2,
6360,2014,3,
6450,2012,0,
6450,2012,1,
6450,2012,2,
6450,2012,3,
6450,2016,0,
6450,2016,1,
6450,2016,2,
6450,2016,3,
6450,2021,2,
6450,2023,0,
6450,1996,2,
6450,1996,3,
6450,1997,1,
6450,1997,2,
6450,1997,3,
6450,2008,0,
6450,2008,1,
6450,2008,2,
6450,2008,3,
6450,2009,0,
6450,2009,1,
6450,2009,2,
6450,2009,3,
6450,2014,0,
6450,2014,1,
6450,2014,2,
6450,2014,3,
6480,2012,0,
6480,2012,1,
6480,2012,2,
6480,2012,3,
6480,2016,0,
6480,2016,1,
6480,2016,2,
6480,2016,3,
6480,2021,2,
6480,2023,0,
6480,1996,2,
6480,1996,3,
6480,1997,1,
6480,1997,2,
6480,1997,3,
6480,2008,0,
6480,2008,1,
6480,2008,2,
6480,2008,3,
6480,2009,0,
6480,2009,1,
6480,2009,2,
6480,2009,3,
6480,2014,0,
6480,2014,1,
6480,2014,2,
6480,2014,3,
6520,2012,0,
6520,2012,1,
6520,2012,2,
6520,2012,3,
6520,2016,0,
6520,2016,1,
6520,2016,2,
6520,2016,3,
6520,2021,2,
6520,2023,0,
6520,1996,2,
6520,1996,3,
6520,1997,1,
6520,1997,2,
6520,1997,3,
6520,2008,0,
6520,2008,1,
6520,2008,2,
6520,2008,3,
6520,2009,0,
6520,2009,1,
6520,2009,2,
6520,2009,3,
6520,2014,0,
6520,2014,1,
6520,2014,2,
6520,2014,3,
6550,2012,0,
6550,2012,1,
6550,2012,2,
6550,2012,3,
6550,2016,0,
6550,2016,1,
6550,2016,2,
6550,2016,3,
6550,2021,2,
6550,2023,0,
6550,1996,2,
6550,1996,3,
6550,1997,1,
6550,1997,2,
6550,1997,3,
6550,2008,0,
6550,2008,1,
6550,2008,2,
6550,2008,3,
6550,2009,0,
6550,2009,1,
6550,2009,2,
6550,2009,3,
6550,2014,0,
6550,2014,1,
6550,2014,2,
6550,2014,3,
6590,2012,0,
6590,2012,1,
6590,2012,2,
6590,2012,3,
6590,2016,0,
6590,2016,1,
6590,2016,2,
6590,2016,3,
6590,2021,2,
6590,2023,0,
6590,1996,2,
6590,1996,3,
6590,1997,1,
6590,1997,2,
6590,1997,3,
6590,2008,0,
6590,2008,1,
6590,2008,2,
6590,2008,3,
6590,2009,0,
6590,2009,1,
6590,2009,2,
6590,2009,3,
6590,2014,0,
6590,2014,1,
6590,2014,2,
6590,2014,3,
6670,2012,0,
6670,2012,1,
6670,2012,2,
6670,2012,3,
6670,2016,0,
6670,2016,1,
6670,2016,2,
6670,2016,3,
6670,2021,2,
6670,2023,0,
6670,1996,2,
6670,1996,3,
6670,1997,1,
6670,1997,2,
6670,1997,3,
6670,2008,0,
6670,2008,1,
6670,2008,2,
6670,2008,3,
6670,2009,0,
6670,2009,1,
6670,2009,2,
6670,2009,3,
6670,2014,0,
6670,2014,1,
6670,2014,2,
6670,2014,3,
6710,2012,0,
6710,2012,1,
6710,2012,2,
6710,2012,3,
6710,2016,0,
6710,2016,1,
6710,2016,2,
6710,2016,3,
6710,2021,2,
6710,2023,0,
6710,1996,2,
6710,1996,3,
6710,1997,1,
6710,1997,2,
6710,1997,3,
6710,2008,0,
6710,2008,1,
6710,2008,2,
6710,2008,3,
6710,2009,0,
6710,2009,1,
6710,2009,2,
6710,2009,3,
6710,2014,0,
6710,2014,1,
6710,2014,2,
6710,2014,3,
6740,2012,0,
6740,2012,1,
6740,2012,2,
6740,2012,3,
6740,2016,0,
6740,2016,1,
6740,2016,2,
6740,2016,3,
6740,2021,2,
6740,2023,0,
6740,1996,2,
6740,1996,3,
6740,1997,1,
6740,1997,2,
6740,1997,3,
6740,2008,0,
6740,2008,1,
6740,2008,2,
6740,2008,3,
6740,2009,0,
6740,2009,1,
6740,2009,2,
6740,2009,3,
6740,2014,0,
6740,2014,1,
6740,2014,2,
6740,2014,3,
6750,2012,0,
6750,2012,1,
6750,2012,2,
6750,2012,3,
6750,2016,0,
6750,2016,1,
6750,2016,2,
6750,2016,3,
6750,2021,2,
6750,2023,0,
6750,1996,2,
6750,1996,3,
6750,1997,1,
6750,1997,2,
6750,1997,3,
6750,2008,0,
6750,2008,1,
6750,2008,2,
6750,2008,3,
6750,2009,0,
6750,2009,1,
6750,2009,2,
6750,2009,3,
6750,2014,0,
6750,2014,1,
6750,2014,2,
6750,2014,3,
6810,2012,0,
6810,2012,1,
6810,2012,2,
6810,2012,3,
6810,2016,0,
6810,2016,1,
6810,2016,2,
6810,2016,3,
6810,2021,2,
6810,2023,0,
6810,1996,2,
6810,1996,3,
6810,1997,1,
6810,1997,2,
6810,1997,3,
6810,2008,0,
6810,2008,1,
6810,2008,2,
6810,2008,3,
6810,2009,0,
6810,2009,1,
6810,2009,2,
6810,2009,3,
6810,2014,0,
6810,2014,1,
6810,2014,2,
6810,2014,3,
6830,2012,0,
6830,2012,1,
6830,2012,2,
6830,2012,3,
6830,2016,0,
6830,2016,1,
6830,2016,2,
6830,2016,3,
6830,2021,2,
6830,2023,0,
6830,1996,2,
6830,1996,3,
6830,1997,1,
6830,1997,2,
6830,1997,3,
6830,2008,0,
6830,2008,1,
6830,2008,2,
6830,2008,3,
6830,2009,0,
6830,2009,1,
6830,2009,2,
6830,2009,3,
6830,2014,0,
6830,2014,1,
6830,2014,2,
6830,2014,3,
6850,2012,0,
6850,2012,1,
6850,2012,2,
6850,2012,3,
6850,2016,0,
6850,2016,1,
6850,2016,2,
6850,2016,3,
6850,2021,2,
6850,2023,0,
6850,1996,3,
6850,1997,2,
6850,1997,3,
6850,2008,0,
6850,2008,1,
6850,2008,2,
6850,2008,3,
6850,2009,0,
6850,2009,1,
6850,2009,2,
6850,2009,3,
6850,2014,0,
6850,2014,1,
6850,2014,2,
6850,2014,3,
6870,2012,0,
6870,2012,1,
6870,2012,2,
6870,2012,3,
6870,2016,0,
6870,2016,1,
6870,2016,2,
6870,2016,3,
6870,2021,2,
6870,2023,0,
6870,1996,2,
6870,1996,3,
6870,1997,1,
6870,1997,2,
6870,1997,3,
6870,2008,0,
6870,2008,1,
6870,2008,2,
6870,2008,3,
6870,2009,0,
6870,2009,1,
6870,2009,2,
6870,2009,3,
6870,2014,0,
6870,2014,1,
6870,2014,2,
6870,2014,3,
6882,2012,0,
6882,2012,1,
6882,2012,2,
6882,2012,3,
6882,2016,0,
6882,2016,1,
6882,2016,2,
6882,2016,3,
6882,2021,2,
6882,2023,0,
6882,1996,2,
6882,1996,3,
6882,1997,1,
6882,1997,2,
6882,1997,3,
6882,2008,0,
6882,2008,1,
6882,2008,2,
6882,2008,3,
6882,2009,0,
6882,2009,1,
6882,2009,2,
6882,2009,3,
6882,2014,0,
6882,2014,1,
6882,2014,2,
6882,2014,3,
70,2012,0,
70,2012,1,
70,2012,2,
70,2012,3,
70,2016,0,
70,2016,1,
70,2016,2,
70,2016,3,
70,2021,2,
70,2023,0,
70,1996,3,
70,1997,2,
70,1997,3,
70,2008,0,
70,2008,1,
70,2008,2,
70,2008,3,
70,2009,0,
70,2009,1,
70,2009,2,
70,2009,3,
70,2014,0,
70,2014,1,
70,2014,2,
70,2014,3,
7030,2012,0,
7030,2012,1,
7030,2012,2,
7030,2012,3,
7030,2016,0,
7030,2016,1,
7030,2016,2,
7030,2016,3,
7030,2021,2,
7030,2023,0,
7030,1996,2,
7030,1996,3,
7030,1997,1,
7030,1997,2,
7030,1997,3,
7030,2008,0,
7030,2008,1,
7030,2008,2,
7030,2008,3,
7030,2009,0,
7030,2009,1,
7030,2009,2,
7030,2009,3,
7030,2014,0,
7030,2014,1,
7030,2014,2,
7030,2014,3,
7040,2012,0,
7040,2012,1,
7040,2012,2,
7040,2012,3,
7040,2016,0,
7040,2016,1,
7040,2016,2,
7040,2016,3,
7040,2021,2,
7040,2023,0,
7040,1996,2,
7040,1996,3,
7040,1997,1,
7040,1997,2,
7040,1997,3,
7040,2008,0,
7040,2008,1,
7040,2008,2,
7040,2008,3,
7040,2009,0,
7040,2009,1,
7040,2009,2,
7040,2009,3,
7040,2014,0,
7040,2014,1,
7040,2014,2,
7040,2014,3,
7050,2012,0,
7050,2012,1,
7050,2012,2,
7050,2012,3,
7050,2016,0,
7050,2016,1,
7050,2016,2,
7050,2016,3,
7050,2021,2,
7050,2023,0,
7050,1996,2,
7050,1996,3,
7050,1997,1,
7050,1997,2,
7050,1997,3,
7050,2008,0,
7050,2008,1,
7050,2008,2,
7050,2008,3,
7050,2009,0,
7050,2009,1,
7050,2009,2,
7050,2009,3,
7050,2014,0,
7050,2014,1,
7050,2014,2,
7050,2014,3,
7180,2012,0,
7180,2012,1,
7180,2012,2,
7180,2012,3,
7180,2016,0,
7180,2016,1,
7180,2016,2,
7180,2016,3,
7180,2021,2,
7180,2023,0,
7180,1996,2,
7180,1996,3,
7180,1997,1,
7180,1997,2,
7180,1997,3,
7180,2008,0,
7180,2008,1,
7180,2008,2,
7180,2008,3,
7180,2009,0,
7180,2009,1,
7180,2009,2,
7180,2009,3,
7180,2014,0,
7180,2014,1,
7180,2014,2,
7180,2014,3,
7210,2012,0,
7210,2012,1,
7210,2012,2,
7210,2012,3,
7210,2016,0,
7210,2016,1,
7210,2016,2,
7210,2016,3,
7210,2021,2,
7210,2023,0,
7210,1996,2,
7210,1996,3,
7210,1997,1,
7210,1997,2,
7210,1997,3,
7210,2008,0,
7210,2008,1,
7210,2008,2,
7210,2008,3,
7210,2009,0,
7210,2009,1,
7210,2009,2,
7210,2009,3,
7210,2014,0,
7210,2014,1,
7210,2014,2,
7210,2014,3,
7280,2012,0,
7280,2012,1,
7280,2012,2,
7280,2012,3,
7280,2016,0,
7280,2016,1,
7280,2016,2,
7280,2016,3,
7280,2021,2,
7280,2023,0,
7280,1996,2,
7280,1996,3,
7280,1997,1,
7280,1997,2,
7280,1997,3,
7280,2008,0,
7280,2008,1,
7280,2008,2,
7280,2008,3,
7280,2009,0,
7280,2009,1,
7280,2009,2,
7280,2009,3,
7280,2014,0,
7280,2014,1,
7280,2014,2,
7280,2014,3,
7310,2012,0,
7310,2012,1,
7310,2012,2,
7310,2012,3,
7310,2016,0,
7310,2016,1,
7310,2016,2,
7310,2016,3,
7310,2021,2,
7310,2023,0,
7310,1996,2,
7310,1996,3,
7310,1997,1,
7310,1997,2,
7310,1997,3,
7310,2008,0,
7310,2008,1,
7310,2008,2,
7310,2008,3,
7310,2009,0,
7310,2009,1,
7310,2009,2,
7310,2009,3,
7310,2014,0,
7310,2014,1,
7310,2014,2,
7310,2014,3,
7350,2012,0,
7350,2012,1,
7350,2012,2,
7350,2012,3,
7350,2016,0,
7350,2016,1,
7350,2016,2,
7350,2016,3,
7350,2021,2,
7350,2023,0,
7350,1996,2,
7350,1996,3,
7350,1997,1,
7350,1997,2,
7350,1997,3,
7350,2008,0,
7350,2008,1,
7350,2008,2,
7350,2008,3,
7350,2009,0,
7350,2009,1,
7350,2009,2,
7350,2009,3,
7350,2014,0,
7350,2014,1,
7350,2014,2,
7350,2014,3,
7360,2012,0,
7360,2012,1,
7360,2012,2,
7360,2012,3,
7360,2016,0,
7360,2016,1,
7360,2016,2,
7360,2016,3,
7360,2021,2,
7360,2023,0,
7360,1996,2,
7360,1996,3,
7360,1997,1,
7360,1997,2,
7360,1997,3,
7360,2008,0,
7360,2008,1,
7360,2008,2,
7360,2008,3,
7360,2009,0,
7360,2009,1,
7360,2009,2,
7360,2009,3,
7360,2014,0,
7360,2014,1,
7360,2014,2,
7360,2014,3,
7480,2012,0,
7480,2012,1,
7480,2012,2,
7480,2012,3,
7480,2016,0,
7480,2016,1,
7480,2016,2,
7480,2016,3,
7480,2021,2,
7480,2023,0,
7480,1996,2,
7480,1996,3,
7480,1997,1,
7480,1997,2,
7480,1997,3,
7480,2008,0,
7480,2008,1,
7480,2008,2,
7480,2008,3,
7480,2009,0,
7480,2009,1,
7480,2009,2,
7480,2009,3,
7480,2014,0,
7480,2014,1,
7480,2014,2,
7480,2014,3,
7490,2012,0,
7490,2012,1,
7490,2012,2,
7490,2012,3,
7490,2016,0,
7490,2016,1,
7490,2016,2,
7490,2016,3,
7490,2021,2,
7490,2023,0,
7490,1996,3,
7490,1997,2,
7490,1997,3,
7490,2008,0,
7490,2008,1,
7490,2008,2,
7490,2008,3,
7490,2009,0,
7490,2009,1,
7490,2009,2,
7490,2009,3,
7490,2014,0,
7490,2014,1,
7490,2014,2,
7490,2014,3,
7510,2012,0,
7510,2012,1,
7510,2012,2,
7510,2012,3,
7510,2016,0,
7510,2016,1,
7510,2016,2,
7510,2016,3,
7510,2021,2,
7510,2023,0,
7510,1996,2,
7510,1996,3,
7510,1997,1,
7510,1997,2,
7510,1997,3,
7510,2008,0,
7510,2008,1,
7510,2008,2,
7510,2008,3,
7510,2009,0,
7510,2009,1,
7510,2009,2,
7510,2009,3,
7510,2014,0,
7510,2014,1,
7510,2014,2,
7510,2014,3,
7550,2012,0,
7550,2012,1,
7550,2012,2,
7550,2012,3,
7550,2016,0,
7550,2016,1,
7550,2016,2,
7550,2016,3,
7550,2021,2,
7550,2023,0,
7550,1996,2,
7550,1996,3,
7550,1997,1,
7550,1997,2,
7550,1997,3,
7550,2008,0,
7550,2008,1,
7550,2008,2,
7550,2008,3,
7550,2009,0,
7550,2009,1,
7550,2009,2,
7550,2009,3,
7550,2014,0,
7550,2014,1,
7550,2014,2,
7550,2014,3,
7560,2012,0,
7560,2012,1,
7560,2012,2,
7560,2012,3,
7560,2016,0,
7560,2016,1,
7560,2016,2,
7560,2016,3,
7560,2021,2,
7560,2023,0,
7560,1996,2,
7560,1996,3,
7560,1997,1,
7560,1997,2,
7560,1997,3,
7560,2008,0,
7560,2008,1,
7560,2008,2,
7560,2008,3,
7560,2009,0,
7560,2009,1,
7560,2009,2,
7560,2009,3,
7560,2014,0,
7560,2014,1,
7560,2014,2,
7560,2014,3,
7580,2012,0,
7580,2012,1,
7580,2012,2,
7580,2012,3,
7580,2016,0,
7580,2016,1,
7580,2016,2,
7580,2016,3,
7580,2021,2,
7580,2023,0,
7580,1996,2,
7580,1996,3,
7580,1997,1,
7580,1997,2,
7580,1997,3,
7580,2008,0,
7580,2008,1,
7580,2008,2,
7580,2008,3,
7580,2009,0,
7580,2009,1,
7580,2009,2,
7580,2009,3,
7580,2014,0,
7580,2014,1,
7580,2014,2,
7580,2014,3,
7590,2012,0,
7590,2012,1,
7590,2012,2,
7590,2012,3,
7590,2016,0,
7590,2016,1,
7590,2016,2,
7590,2016,3,
7590,2021,2,
7590,2023,0,
7590,1996,2,
7590,1996,3,
7590,1997,1,
7590,1997,2,
7590,1997,3,
7590,2008,0,
7590,2008,1,
7590,2008,2,
7590,2008,3,
7590,2009,0,
7590,2009,1,
7590,2009,2,
7590,2009,3,
7590,2014,0,
7590,2014,1,
7590,2014,2,
7590,2014,3,
7610,2012,0,
7610,2012,1,
7610,2012,2,
7610,2012,3,
7610,2016,0,
7610,2016,1,
7610,2016,2,
7610,2016,3,
7610,2021,2,
7610,2023,0,
7610,1996,2,
7610,1996,3,
7610,1997,1,
7610,1997,2,
7610,1997,3,
7610,2008,0,
7610,2008,1,
7610,2008,2,
7610,2008,3,
7610,2009,0,
7610,2009,1,
7610,2009,2,
7610,2009,3,
7610,2014,0,
7610,2014,1,
7610,2014,2,
7610,2014,3,
7660,2012,0,
7660,2012,1,
7660,2012,2,
7660,2012,3,
7660,2016,0,
7660,2016,1,
7660,2016,2,
7660,2016,3,
7660,2021,2,
7660,2023,0,
7660,1996,2,
7660,1996,3,
7660,1997,1,
7660,1997,2,
7660,1997,3,
7660,2008,0,
7660,2008,1,
7660,2008,2,
7660,2008,3,
